region,variant,freq,year,crudedeathrateper1000population
923,estimates,5yearly,1950,11.149
923,estimates,5yearly,1955,9.268
923,estimates,5yearly,1960,8.323
923,estimates,5yearly,1965,8.712
923,estimates,5yearly,1970,9.485
923,estimates,5yearly,1975,10.405
923,estimates,5yearly,1980,11.246
923,estimates,5yearly,1985,11.17
923,estimates,5yearly,1990,12.668
923,estimates,5yearly,1995,13.655
923,estimates,5yearly,2000,14.362
923,estimates,5yearly,2005,13.958
923,estimates,5yearly,2010,12.907
923,constant_fertility,5yearly,2015,13.196
923,constant_mortality,5yearly,2015,13.865
923,high_variant,5yearly,2015,13.137
923,instant_replacement,5yearly,2015,13.096
923,low_variant,5yearly,2015,13.226
923,medium_variant,5yearly,2015,13.181
923,momentum,5yearly,2015,13.792
923,no_change,5yearly,2015,13.879
923,zero_migration,5yearly,2015,13.195
923,constant_fertility,5yearly,2020,13.402
923,constant_mortality,5yearly,2020,14.564
923,high_variant,5yearly,2020,13.158
923,instant_replacement,5yearly,2020,13.051
923,low_variant,5yearly,2020,13.52
923,medium_variant,5yearly,2020,13.337
923,momentum,5yearly,2020,14.285
923,no_change,5yearly,2020,14.634
923,zero_migration,5yearly,2020,13.369
923,constant_fertility,5yearly,2025,13.7
923,constant_mortality,5yearly,2025,15.271
923,high_variant,5yearly,2025,13.208
923,instant_replacement,5yearly,2025,13.105
923,low_variant,5yearly,2025,13.939
923,medium_variant,5yearly,2025,13.563
923,momentum,5yearly,2025,14.801
923,no_change,5yearly,2025,15.425
923,zero_migration,5yearly,2025,13.613
923,constant_fertility,5yearly,2030,14.171
923,constant_mortality,5yearly,2030,16.154
923,high_variant,5yearly,2030,13.413
923,instant_replacement,5yearly,2030,13.348
923,low_variant,5yearly,2030,14.569
923,medium_variant,5yearly,2030,13.966
923,momentum,5yearly,2030,15.495
923,no_change,5yearly,2030,16.392
923,zero_migration,5yearly,2030,14.039
923,constant_fertility,5yearly,2035,14.76
923,constant_mortality,5yearly,2035,17.115
923,high_variant,5yearly,2035,13.715
923,instant_replacement,5yearly,2035,13.698
923,low_variant,5yearly,2035,15.346
923,medium_variant,5yearly,2035,14.485
923,momentum,5yearly,2035,16.253
923,no_change,5yearly,2035,17.443
923,zero_migration,5yearly,2035,14.584
923,constant_fertility,5yearly,2040,15.204
923,constant_mortality,5yearly,2040,17.803
923,high_variant,5yearly,2040,13.821
923,instant_replacement,5yearly,2040,13.857
923,low_variant,5yearly,2040,15.985
923,medium_variant,5yearly,2040,14.831
923,momentum,5yearly,2040,16.707
923,no_change,5yearly,2040,18.258
923,zero_migration,5yearly,2040,14.955
923,constant_fertility,5yearly,2045,15.421
923,constant_mortality,5yearly,2045,18.073
923,high_variant,5yearly,2045,13.626
923,instant_replacement,5yearly,2045,13.715
923,low_variant,5yearly,2045,16.389
923,medium_variant,5yearly,2045,14.902
923,momentum,5yearly,2045,16.703
923,no_change,5yearly,2045,18.715
923,zero_migration,5yearly,2045,15.049
923,constant_fertility,5yearly,2050,15.481
923,constant_mortality,5yearly,2050,18.136
923,high_variant,5yearly,2050,13.214
923,instant_replacement,5yearly,2050,13.359
923,low_variant,5yearly,2050,16.644
923,medium_variant,5yearly,2050,14.783
923,momentum,5yearly,2050,16.446
923,no_change,5yearly,2050,19.014
923,zero_migration,5yearly,2050,14.949
923,constant_fertility,5yearly,2055,15.619
923,constant_mortality,5yearly,2055,18.274
923,high_variant,5yearly,2055,12.832
923,instant_replacement,5yearly,2055,13.053
923,low_variant,5yearly,2055,17.027
923,medium_variant,5yearly,2055,14.726
923,momentum,5yearly,2055,16.233
923,no_change,5yearly,2055,19.419
923,zero_migration,5yearly,2055,14.909
923,constant_fertility,5yearly,2060,15.95
923,constant_mortality,5yearly,2060,18.474
923,high_variant,5yearly,2060,12.593
923,instant_replacement,5yearly,2060,12.921
923,low_variant,5yearly,2060,17.675
923,medium_variant,5yearly,2060,14.849
