region,variant,freq,year,crudedeathrateper1000population
954,estimates,5yearly,1950,13.665
954,estimates,5yearly,1955,12.516
954,estimates,5yearly,1960,11.041
954,estimates,5yearly,1965,9.507
954,estimates,5yearly,1970,8.409
954,estimates,5yearly,1975,7.883
954,estimates,5yearly,1980,7.386
954,estimates,5yearly,1985,6.758
954,estimates,5yearly,1990,6.162
954,estimates,5yearly,1995,5.566
954,estimates,5yearly,2000,5.352
954,estimates,5yearly,2005,5.394
954,estimates,5yearly,2010,5.511
954,constant_fertility,5yearly,2015,5.764
954,constant_mortality,5yearly,2015,6.123
954,high_variant,5yearly,2015,5.763
954,instant_replacement,5yearly,2015,5.632
954,low_variant,5yearly,2015,5.723
954,medium_variant,5yearly,2015,5.742
954,momentum,5yearly,2015,5.955
954,no_change,5yearly,2015,6.146
954,zero_migration,5yearly,2015,5.703
954,constant_fertility,5yearly,2020,6.081
954,constant_mortality,5yearly,2020,6.833
954,high_variant,5yearly,2020,6.062
954,instant_replacement,5yearly,2020,6.105
954,low_variant,5yearly,2020,6.103
954,medium_variant,5yearly,2020,6.083
954,momentum,5yearly,2020,6.721
954,no_change,5yearly,2020,6.836
954,zero_migration,5yearly,2020,5.978
954,constant_fertility,5yearly,2025,6.433
954,constant_mortality,5yearly,2025,7.631
954,high_variant,5yearly,2025,6.4
954,instant_replacement,5yearly,2025,6.668
954,low_variant,5yearly,2025,6.615
954,medium_variant,5yearly,2025,6.504
954,momentum,5yearly,2025,7.576
954,no_change,5yearly,2025,7.564
954,zero_migration,5yearly,2025,6.315
954,constant_fertility,5yearly,2030,6.793
954,constant_mortality,5yearly,2030,8.462
954,high_variant,5yearly,2030,6.748
954,instant_replacement,5yearly,2030,7.262
954,low_variant,5yearly,2030,7.222
954,medium_variant,5yearly,2030,6.973
954,momentum,5yearly,2030,8.438
954,no_change,5yearly,2030,8.271
954,zero_migration,5yearly,2030,6.7
954,constant_fertility,5yearly,2035,7.123
954,constant_mortality,5yearly,2035,9.246
954,high_variant,5yearly,2035,7.098
954,instant_replacement,5yearly,2035,7.847
954,low_variant,5yearly,2035,7.856
954,medium_variant,5yearly,2035,7.452
954,momentum,5yearly,2035,9.233
954,no_change,5yearly,2035,8.885
954,zero_migration,5yearly,2035,7.09
954,constant_fertility,5yearly,2040,7.379
954,constant_mortality,5yearly,2040,9.905
954,high_variant,5yearly,2040,7.403
954,instant_replacement,5yearly,2040,8.383
954,low_variant,5yearly,2040,8.466
954,medium_variant,5yearly,2040,7.897
954,momentum,5yearly,2040,9.9
954,no_change,5yearly,2040,9.325
954,zero_migration,5yearly,2040,7.467
954,constant_fertility,5yearly,2045,7.531
954,constant_mortality,5yearly,2045,10.392
954,high_variant,5yearly,2045,7.627
954,instant_replacement,5yearly,2045,8.877
954,low_variant,5yearly,2045,9.041
954,medium_variant,5yearly,2045,8.273
954,momentum,5yearly,2045,10.443
954,no_change,5yearly,2045,9.557
954,zero_migration,5yearly,2045,7.806
954,constant_fertility,5yearly,2050,7.55
954,constant_mortality,5yearly,2050,10.722
954,high_variant,5yearly,2050,7.733
954,instant_replacement,5yearly,2050,9.317
954,low_variant,5yearly,2050,9.564
954,medium_variant,5yearly,2050,8.561
954,momentum,5yearly,2050,10.898
954,no_change,5yearly,2050,9.592
954,zero_migration,5yearly,2050,8.078
954,constant_fertility,5yearly,2055,7.442
954,constant_mortality,5yearly,2055,10.994
954,high_variant,5yearly,2055,7.727
954,instant_replacement,5yearly,2055,9.679
954,low_variant,5yearly,2055,10.038
954,medium_variant,5yearly,2055,8.757
954,momentum,5yearly,2055,11.346
954,no_change,5yearly,2055,9.523
954,zero_migration,5yearly,2055,8.286
954,constant_fertility,5yearly,2060,7.271
954,constant_mortality,5yearly,2060,11.356
954,high_variant,5yearly,2060,7.676
954,instant_replacement,5yearly,2060,9.979
954,low_variant,5yearly,2060,10.52
954,medium_variant,5yearly,2060,8.925
954,momentum,5yearly,2060,11.853
954,no_change,5yearly,2060,9.481
954,zero_migration,5yearly,2060,8.481
954,constant_fertility,5yearly,2065,7.08
954,constant_mortality,5yearly,2065,11.921
954,high_variant,5yearly,2065,7.634
954,instant_replacement,5yearly,2065,10.255
954,low_variant,5yearly,2065,11.057
954,medium_variant,5yearly,2065,9.106
954,momentum,5yearly,2065,12.484
954,no_change,5yearly,2065,9.546
954,zero_migration,5yearly,2065,8.709
954,constant_fertility,5yearly,2070,6.943
954,constant_mortality,5yearly,2070,12.668
954,high_variant,5yearly,2070,7.676
954,instant_replacement,5yearly,2070,10.601
954,low_variant,5yearly,2070,11.744
954,medium_variant,5yearly,2070,9.39
954,momentum,5yearly,2070,13.179
954,no_change,5yearly,2070,9.699
954,zero_migration,5yearly,2070,9.012
954,constant_fertility,5yearly,2075,6.862
954,constant_mortality,5yearly,2075,13.473
954,high_variant,5yearly,2075,7.809
954,instant_replacement,5yearly,2075,11.059
954,low_variant,5yearly,2075,12.638
954,medium_variant,5yearly,2075,9.798
954,momentum,5yearly,2075,13.815
954,no_change,5yearly,2075,9.834
954,zero_migration,5yearly,2075,9.393
954,constant_fertility,5yearly,2080,6.811
954,constant_mortality,5yearly,2080,14.146
954,high_variant,5yearly,2080,8.005
954,instant_replacement,5yearly,2080,11.604
954,low_variant,5yearly,2080,13.724
954,medium_variant,5yearly,2080,10.302
954,momentum,5yearly,2080,14.218
954,no_change,5yearly,2080,9.85
954,zero_migration,5yearly,2080,9.819
954,constant_fertility,5yearly,2085,6.734
954,constant_mortality,5yearly,2085,14.579
954,high_variant,5yearly,2085,8.192
954,instant_replacement,5yearly,2085,12.058
954,low_variant,5yearly,2085,14.874
954,medium_variant,5yearly,2085,10.812
954,momentum,5yearly,2085,14.295
954,no_change,5yearly,2085,9.722
954,zero_migration,5yearly,2085,10.214
954,constant_fertility,5yearly,2090,6.564
