region,variant,freq,year,crudedeathrateper1000population
1502,estimates,5yearly,1950,19.441
1502,estimates,5yearly,1955,17.803
1502,estimates,5yearly,1960,16.821
1502,estimates,5yearly,1965,11.937
1502,estimates,5yearly,1970,9.528
1502,estimates,5yearly,1975,8.128
1502,estimates,5yearly,1980,7.686
1502,estimates,5yearly,1985,7.336
1502,estimates,5yearly,1990,7.197
1502,estimates,5yearly,1995,7.145
1502,estimates,5yearly,2000,7.06
1502,estimates,5yearly,2005,7.076
1502,estimates,5yearly,2010,7.129
1502,constant_fertility,5yearly,2015,7.4
1502,constant_mortality,5yearly,2015,7.887
1502,high_variant,5yearly,2015,7.388
1502,instant_replacement,5yearly,2015,7.372
1502,low_variant,5yearly,2015,7.408
1502,medium_variant,5yearly,2015,7.398
1502,momentum,5yearly,2015,7.86
1502,no_change,5yearly,2015,7.89
1502,zero_migration,5yearly,2015,7.397
1502,constant_fertility,5yearly,2020,7.813
1502,constant_mortality,5yearly,2020,8.737
1502,high_variant,5yearly,2020,7.728
1502,instant_replacement,5yearly,2020,7.701
1502,low_variant,5yearly,2020,7.903
1502,medium_variant,5yearly,2020,7.814
1502,momentum,5yearly,2020,8.602
1502,no_change,5yearly,2020,8.738
1502,zero_migration,5yearly,2020,7.806
1502,constant_fertility,5yearly,2025,8.366
1502,constant_mortality,5yearly,2025,9.75
1502,high_variant,5yearly,2025,8.171
1502,instant_replacement,5yearly,2025,8.173
1502,low_variant,5yearly,2025,8.592
1502,medium_variant,5yearly,2025,8.375
1502,momentum,5yearly,2025,9.491
1502,no_change,5yearly,2025,9.745
1502,zero_migration,5yearly,2025,8.357
1502,constant_fertility,5yearly,2030,9.034
1502,constant_mortality,5yearly,2030,10.922
1502,high_variant,5yearly,2030,8.711
1502,instant_replacement,5yearly,2030,8.765
1502,low_variant,5yearly,2030,9.447
1502,medium_variant,5yearly,2030,9.063
1502,momentum,5yearly,2030,10.519
1502,no_change,5yearly,2030,10.897
1502,zero_migration,5yearly,2030,9.035
1502,constant_fertility,5yearly,2035,9.776
1502,constant_mortality,5yearly,2035,12.179
1502,high_variant,5yearly,2035,9.324
1502,instant_replacement,5yearly,2035,9.433
1502,low_variant,5yearly,2035,10.424
1502,medium_variant,5yearly,2035,9.843
1502,momentum,5yearly,2035,11.603
1502,no_change,5yearly,2035,12.112
1502,zero_migration,5yearly,2035,9.804
1502,constant_fertility,5yearly,2040,10.483
1502,constant_mortality,5yearly,2040,13.373
1502,high_variant,5yearly,2040,9.882
