region,variant,freq,year,crudedeathrateper1000population
5501,estimates,5yearly,1950,26.715
5501,estimates,5yearly,1955,23.604
5501,estimates,5yearly,1960,20.815
5501,estimates,5yearly,1965,18.243
5501,estimates,5yearly,1970,16.294
5501,estimates,5yearly,1975,14.084
5501,estimates,5yearly,1980,12.813
5501,estimates,5yearly,1985,11.44
5501,estimates,5yearly,1990,9.92
5501,estimates,5yearly,1995,8.811
5501,estimates,5yearly,2000,8.069
5501,estimates,5yearly,2005,7.529
5501,estimates,5yearly,2010,7.056
5501,constant_fertility,5yearly,2015,7.034
5501,constant_mortality,5yearly,2015,7.487
5501,high_variant,5yearly,2015,7.043
5501,instant_replacement,5yearly,2015,6.931
5501,low_variant,5yearly,2015,6.95
5501,medium_variant,5yearly,2015,6.997
5501,momentum,5yearly,2015,7.413
5501,no_change,5yearly,2015,7.533
5501,zero_migration,5yearly,2015,6.992
5501,constant_fertility,5yearly,2020,7.11
5501,constant_mortality,5yearly,2020,7.976
5501,high_variant,5yearly,2020,7.091
5501,instant_replacement,5yearly,2020,7.075
5501,low_variant,5yearly,2020,7.088
5501,medium_variant,5yearly,2020,7.089
5501,momentum,5yearly,2020,7.947
5501,no_change,5yearly,2020,8.023
5501,zero_migration,5yearly,2020,7.075
5501,constant_fertility,5yearly,2025,7.266
5501,constant_mortality,5yearly,2025,8.546
5501,high_variant,5yearly,2025,7.215
5501,instant_replacement,5yearly,2025,7.329
5501,low_variant,5yearly,2025,7.421
5501,medium_variant,5yearly,2025,7.315
5501,momentum,5yearly,2025,8.533
5501,no_change,5yearly,2025,8.541
5501,zero_migration,5yearly,2025,7.289
5501,constant_fertility,5yearly,2030,7.47
5501,constant_mortality,5yearly,2030,9.199
5501,high_variant,5yearly,2030,7.39
5501,instant_replacement,5yearly,2030,7.641
5501,low_variant,5yearly,2030,7.894
5501,medium_variant,5yearly,2030,7.629
5501,momentum,5yearly,2030,9.161
5501,no_change,5yearly,2030,9.092
5501,zero_migration,5yearly,2030,7.591
5501,constant_fertility,5yearly,2035,7.737
5501,constant_mortality,5yearly,2035,9.926
5501,high_variant,5yearly,2035,7.658
5501,instant_replacement,5yearly,2035,8.022
5501,low_variant,5yearly,2035,8.478
5501,medium_variant,5yearly,2035,8.04
5501,momentum,5yearly,2035,9.818
5501,no_change,5yearly,2035,9.676
5501,zero_migration,5yearly,2035,7.988
5501,constant_fertility,5yearly,2040,7.999
5501,constant_mortality,5yearly,2040,10.717
5501,high_variant,5yearly,2040,7.944
5501,instant_replacement,5yearly,2040,8.422
5501,low_variant,5yearly,2040,9.118
5501,medium_variant,5yearly,2040,8.485
5501,momentum,5yearly,2040,10.507
5501,no_change,5yearly,2040,10.279
5501,zero_migration,5yearly,2040,8.418
5501,constant_fertility,5yearly,2045,8.259
5501,constant_mortality,5yearly,2045,11.565
5501,high_variant,5yearly,2045,8.244
5501,instant_replacement,5yearly,2045,8.866
5501,low_variant,5yearly,2045,9.862
5501,medium_variant,5yearly,2045,8.983
5501,momentum,5yearly,2045,11.232
5501,no_change,5yearly,2045,10.87
5501,zero_migration,5yearly,2045,8.9
5501,constant_fertility,5yearly,2050,8.5
5501,constant_mortality,5yearly,2050,12.468
5501,high_variant,5yearly,2050,8.539
5501,instant_replacement,5yearly,2050,9.339
5501,low_variant,5yearly,2050,10.717
5501,medium_variant,5yearly,2050,9.526
5501,momentum,5yearly,2050,11.981
5501,no_change,5yearly,2050,11.43
5501,zero_migration,5yearly,2050,9.426
5501,constant_fertility,5yearly,2055,8.718
5501,constant_mortality,5yearly,2055,13.415
5501,high_variant,5yearly,2055,8.833
5501,instant_replacement,5yearly,2055,9.824
5501,low_variant,5yearly,2055,11.682
5501,medium_variant,5yearly,2055,10.11
5501,momentum,5yearly,2055,12.723
5501,no_change,5yearly,2055,11.943
5501,zero_migration,5yearly,2055,9.993
5501,constant_fertility,5yearly,2060,8.895
5501,constant_mortality,5yearly,2060,14.363
5501,high_variant,5yearly,2060,9.118
5501,instant_replacement,5yearly,2060,10.296
5501,low_variant,5yearly,2060,12.739
5501,medium_variant,5yearly,2060,10.716
5501,momentum,5yearly,2060,13.406
5501,no_change,5yearly,2060,12.373
5501,zero_migration,5yearly,2060,10.582
5501,constant_fertility,5yearly,2065,9.012
5501,constant_mortality,5yearly,2065,15.246
5501,high_variant,5yearly,2065,9.376
5501,instant_replacement,5yearly,2065,10.735
5501,low_variant,5yearly,2065,13.865
5501,medium_variant,5yearly,2065,11.321
5501,momentum,5yearly,2065,13.97
5501,no_change,5yearly,2065,12.675
5501,zero_migration,5yearly,2065,11.173
5501,constant_fertility,5yearly,2070,9.015
5501,constant_mortality,5yearly,2070,16.015
5501,high_variant,5yearly,2070,9.547
5501,instant_replacement,5yearly,2070,11.07
5501,low_variant,5yearly,2070,14.973
5501,medium_variant,5yearly,2070,11.85
5501,momentum,5yearly,2070,14.379
5501,no_change,5yearly,2070,12.825
5501,zero_migration,5yearly,2070,11.691
5501,constant_fertility,5yearly,2075,8.91
5501,constant_mortality,5yearly,2075,16.661
5501,high_variant,5yearly,2075,9.63
5501,instant_replacement,5yearly,2075,11.295
5501,low_variant,5yearly,2075,16.049
5501,medium_variant,5yearly,2075,12.295
5501,momentum,5yearly,2075,14.636
5501,no_change,5yearly,2075,12.84
5501,zero_migration,5yearly,2075,12.128
5501,constant_fertility,5yearly,2080,8.706
5501,constant_mortality,5yearly,2080,17.211
5501,high_variant,5yearly,2080,9.627
5501,instant_replacement,5yearly,2080,11.388
5501,low_variant,5yearly,2080,17.043
5501,medium_variant,5yearly,2080,12.633
5501,momentum,5yearly,2080,14.773
5501,no_change,5yearly,2080,12.776
5501,zero_migration,5yearly,2080,12.462
5501,constant_fertility,5yearly,2085,8.432
5501,constant_mortality,5yearly,2085,17.69
5501,high_variant,5yearly,2085,9.567
5501,instant_replacement,5yearly,2085,11.355
5501,low_variant,5yearly,2085,17.918
5501,medium_variant,5yearly,2085,12.868
5501,momentum,5yearly,2085,14.828
5501,no_change,5yearly,2085,12.688
5501,zero_migration,5yearly,2085,12.693
5501,constant_fertility,5yearly,2090,8.152
5501,constant_mortality,5yearly,2090,18.091
5501,high_variant,5yearly,2090,9.52
5501,instant_replacement,5yearly,2090,11.265
5501,low_variant,5yearly,2090,18.715
5501,medium_variant,5yearly,2090,13.067
5501,momentum,5yearly,2090,14.827
5501,no_change,5yearly,2090,12.597
5501,zero_migration,5yearly,2090,12.887
5501,constant_fertility,5yearly,2095,7.859
5501,constant_mortality,5yearly,2095,18.397
5501,high_variant,5yearly,2095,9.472
5501,instant_replacement,5yearly,2095,11.097
5501,low_variant,5yearly,2095,19.312
5501,medium_variant,5yearly,2095,13.186
5501,momentum,5yearly,2095,14.791
5501,no_change,5yearly,2095,12.505
5501,zero_migration,5yearly,2095,13.003
5501,constant_fertility,5yearly,Regi,Southern Asia
5501,constant_mortality,5yearly,Regi,Southern Asia
5501,estimates,5yearly,Regi,Southern Asia
5501,high_variant,5yearly,Regi,Southern Asia
5501,instant_replacement,5yearly,Regi,Southern Asia
5501,low_variant,5yearly,Regi,Southern Asia
5501,medium_variant,5yearly,Regi,Southern Asia
5501,momentum,5yearly,Regi,Southern Asia
5501,no_change,5yearly,Regi,Southern Asia
