region,variant,freq,year,crudedeathrateper1000population
948,estimates,5yearly,1950,23.417
948,estimates,5yearly,1955,20.72
948,estimates,5yearly,1960,18.343
948,estimates,5yearly,1965,16.178
948,estimates,5yearly,1970,14.541
948,estimates,5yearly,1975,12.929
948,estimates,5yearly,1980,11.665
948,estimates,5yearly,1985,10.577
948,estimates,5yearly,1990,9.736
948,estimates,5yearly,1995,9.044
948,estimates,5yearly,2000,8.497
948,estimates,5yearly,2005,7.87
948,estimates,5yearly,2010,7.332
948,constant_fertility,5yearly,2015,7.16
948,constant_mortality,5yearly,2015,7.717
948,high_variant,5yearly,2015,7.154
948,instant_replacement,5yearly,2015,6.88
948,low_variant,5yearly,2015,7.078
948,medium_variant,5yearly,2015,7.116
948,momentum,5yearly,2015,7.445
948,no_change,5yearly,2015,7.771
948,zero_migration,5yearly,2015,7.115
948,constant_fertility,5yearly,2020,7.094
948,constant_mortality,5yearly,2020,8.15
948,high_variant,5yearly,2020,7.055
948,instant_replacement,5yearly,2020,6.938
948,low_variant,5yearly,2020,7.056
948,medium_variant,5yearly,2020,7.055
948,momentum,5yearly,2020,7.957
948,no_change,5yearly,2020,8.222
948,zero_migration,5yearly,2020,7.05
948,constant_fertility,5yearly,2025,7.083
948,constant_mortality,5yearly,2025,8.652
948,high_variant,5yearly,2025,7.016
948,instant_replacement,5yearly,2025,7.134
948,low_variant,5yearly,2025,7.192
948,medium_variant,5yearly,2025,7.101
948,momentum,5yearly,2025,8.585
948,no_change,5yearly,2025,8.696
948,zero_migration,5yearly,2025,7.092
948,constant_fertility,5yearly,2030,7.113
948,constant_mortality,5yearly,2030,9.226
948,high_variant,5yearly,2030,7.034
948,instant_replacement,5yearly,2030,7.395
948,low_variant,5yearly,2030,7.452
948,medium_variant,5yearly,2030,7.233
948,momentum,5yearly,2030,9.264
948,no_change,5yearly,2030,9.195
948,zero_migration,5yearly,2030,7.219
948,constant_fertility,5yearly,2035,7.179
948,constant_mortality,5yearly,2035,9.853
948,high_variant,5yearly,2035,7.129
948,instant_replacement,5yearly,2035,7.707
948,low_variant,5yearly,2035,7.795
948,medium_variant,5yearly,2035,7.441
948,momentum,5yearly,2035,9.949
948,no_change,5yearly,2035,9.706
948,zero_migration,5yearly,2035,7.423
948,constant_fertility,5yearly,2040,7.232
948,constant_mortality,5yearly,2040,10.503
948,high_variant,5yearly,2040,7.247
948,instant_replacement,5yearly,2040,8.055
948,low_variant,5yearly,2040,8.181
948,medium_variant,5yearly,2040,7.679
948,momentum,5yearly,2040,10.641
948,no_change,5yearly,2040,10.195
948,zero_migration,5yearly,2040,7.658
