region,variant,freq,year,crudedeathrateper1000population
925,estimates,5yearly,1950,10.72
925,estimates,5yearly,1955,9.997
925,estimates,5yearly,1960,9.562
925,estimates,5yearly,1965,9.477
925,estimates,5yearly,1970,9.326
925,estimates,5yearly,1975,9.169
925,estimates,5yearly,1980,9.03
925,estimates,5yearly,1985,9.036
925,estimates,5yearly,1990,9.312
925,estimates,5yearly,1995,9.505
925,estimates,5yearly,2000,9.502
925,estimates,5yearly,2005,9.495
925,estimates,5yearly,2010,9.819
925,constant_fertility,5yearly,2015,10.306
925,constant_mortality,5yearly,2015,11.02
925,high_variant,5yearly,2015,10.266
925,instant_replacement,5yearly,2015,10.215
925,low_variant,5yearly,2015,10.332
925,medium_variant,5yearly,2015,10.299
925,momentum,5yearly,2015,10.947
925,no_change,5yearly,2015,11.027
925,zero_migration,5yearly,2015,10.313
925,constant_fertility,5yearly,2020,10.752
925,constant_mortality,5yearly,2020,11.972
925,high_variant,5yearly,2020,10.593
925,instant_replacement,5yearly,2020,10.45
925,low_variant,5yearly,2020,10.856
925,medium_variant,5yearly,2020,10.723
925,momentum,5yearly,2020,11.728
925,no_change,5yearly,2020,12.005
925,zero_migration,5yearly,2020,10.777
925,constant_fertility,5yearly,2025,11.172
925,constant_mortality,5yearly,2025,12.782
925,high_variant,5yearly,2025,10.841
925,instant_replacement,5yearly,2025,10.659
925,low_variant,5yearly,2025,11.383
925,medium_variant,5yearly,2025,11.105
925,momentum,5yearly,2025,12.393
925,no_change,5yearly,2025,12.858
925,zero_migration,5yearly,2025,11.223
925,constant_fertility,5yearly,2030,11.661
925,constant_mortality,5yearly,2030,13.625
925,high_variant,5yearly,2030,11.123
925,instant_replacement,5yearly,2030,10.928
925,low_variant,5yearly,2030,11.998
925,medium_variant,5yearly,2030,11.544
925,momentum,5yearly,2030,13.11
925,no_change,5yearly,2030,13.765
925,zero_migration,5yearly,2030,11.746
925,constant_fertility,5yearly,2035,12.297
925,constant_mortality,5yearly,2035,14.571
925,high_variant,5yearly,2035,11.516
925,instant_replacement,5yearly,2035,11.313
925,low_variant,5yearly,2035,12.77
925,medium_variant,5yearly,2035,12.111
925,momentum,5yearly,2035,13.923
925,no_change,5yearly,2035,14.799
925,zero_migration,5yearly,2035,12.416
925,constant_fertility,5yearly,2040,13.05
925,constant_mortality,5yearly,2040,15.566
925,high_variant,5yearly,2040,11.974
925,instant_replacement,5yearly,2040,11.757
925,low_variant,5yearly,2040,13.674
925,medium_variant,5yearly,2040,12.772
925,momentum,5yearly,2040,14.755
925,no_change,5yearly,2040,15.916
925,zero_migration,5yearly,2040,13.201
925,constant_fertility,5yearly,2045,13.886
925,constant_mortality,5yearly,2045,16.54
925,high_variant,5yearly,2045,12.438
925,instant_replacement,5yearly,2045,12.197
925,low_variant,5yearly,2045,14.688
925,medium_variant,5yearly,2045,13.486
925,momentum,5yearly,2045,15.501
925,no_change,5yearly,2045,17.052
925,zero_migration,5yearly,2045,14.062
925,constant_fertility,5yearly,2050,14.77
925,constant_mortality,5yearly,2050,17.372
925,high_variant,5yearly,2050,12.853
925,instant_replacement,5yearly,2050,12.577
925,low_variant,5yearly,2050,15.792
925,medium_variant,5yearly,2050,14.212
925,momentum,5yearly,2050,16.017
925,no_change,5yearly,2050,18.093
925,zero_migration,5yearly,2050,14.957
925,constant_fertility,5yearly,2055,15.582
925,constant_mortality,5yearly,2055,17.862
925,high_variant,5yearly,2055,13.105
925,instant_replacement,5yearly,2055,12.807
925,low_variant,5yearly,2055,16.872
925,medium_variant,5yearly,2055,14.832
925,momentum,5yearly,2055,16.135
925,no_change,5yearly,2055,18.827
925,zero_migration,5yearly,2055,15.76
925,constant_fertility,5yearly,2060,16.099
925,constant_mortality,5yearly,2060,17.836
925,high_variant,5yearly,2060,13.029
925,instant_replacement,5yearly,2060,12.743
925,low_variant,5yearly,2060,17.682
925,medium_variant,5yearly,2060,15.135
925,momentum,5yearly,2060,15.758
925,no_change,5yearly,2060,19.061
925,zero_migration,5yearly,2060,16.235
925,constant_fertility,5yearly,2065,16.17
925,constant_mortality,5yearly,2065,17.297
925,high_variant,5yearly,2065,12.553
925,instant_replacement,5yearly,2065,12.313
925,low_variant,5yearly,2065,18.032
925,medium_variant,5yearly,2065,14.989
925,momentum,5yearly,2065,14.934
925,no_change,5yearly,2065,18.775
925,zero_migration,5yearly,2065,16.217
925,constant_fertility,5yearly,2070,15.78
925,constant_mortality,5yearly,2070,16.482
925,high_variant,5yearly,2070,11.724
925,instant_replacement,5yearly,2070,11.547
925,low_variant,5yearly,2070,17.869
925,medium_variant,5yearly,2070,14.399
925,momentum,5yearly,2070,13.892
925,no_change,5yearly,2070,18.196
925,zero_migration,5yearly,2070,15.678
925,constant_fertility,5yearly,2075,15.099
925,constant_mortality,5yearly,2075,15.757
925,high_variant,5yearly,2075,10.718
925,instant_replacement,5yearly,2075,10.605
925,low_variant,5yearly,2075,17.359
925,medium_variant,5yearly,2075,13.543
925,momentum,5yearly,2075,12.956
925,no_change,5yearly,2075,17.714
925,zero_migration,5yearly,2075,14.786
925,constant_fertility,5yearly,2080,14.524
925,constant_mortality,5yearly,2080,15.362
925,high_variant,5yearly,2080,9.835
925,instant_replacement,5yearly,2080,9.781
925,low_variant,5yearly,2080,16.948
925,medium_variant,5yearly,2080,12.79
925,momentum,5yearly,2080,12.343
925,no_change,5yearly,2080,17.6
925,zero_migration,5yearly,2080,13.944
925,constant_fertility,5yearly,2085,14.331
925,constant_mortality,5yearly,2085,15.269
925,high_variant,5yearly,2085,9.243
925,instant_replacement,5yearly,2085,9.25
925,low_variant,5yearly,2085,16.972
925,medium_variant,5yearly,2085,12.377
925,momentum,5yearly,2085,12.065
925,no_change,5yearly,2085,17.836
925,zero_migration,5yearly,2085,13.444
925,constant_fertility,5yearly,2090,14.502
925,constant_mortality,5yearly,2090,15.293
925,high_variant,5yearly,2090,8.903
925,instant_replacement,5yearly,2090,8.986
925,low_variant,5yearly,2090,17.427
925,medium_variant,5yearly,2090,12.27
925,momentum,5yearly,2090,12.044
925,no_change,5yearly,2090,18.207
925,zero_migration,5yearly,2090,13.282
925,constant_fertility,5yearly,2095,14.861
925,constant_mortality,5yearly,2095,15.231
925,high_variant,5yearly,2095,8.703
925,instant_replacement,5yearly,2095,8.904
925,low_variant,5yearly,2095,18.081
925,medium_variant,5yearly,2095,12.307
925,momentum,5yearly,2095,12.196
925,no_change,5yearly,2095,18.442
925,zero_migration,5yearly,2095,13.306
