region,variant,freq,year,crudedeathrateper1000population
5500,estimates,5yearly,1950,15.175
5500,estimates,5yearly,1955,14.231
5500,estimates,5yearly,1960,12.756
5500,estimates,5yearly,1965,10.911
5500,estimates,5yearly,1970,9.965
5500,estimates,5yearly,1975,9.448
5500,estimates,5yearly,1980,8.925
5500,estimates,5yearly,1985,8.341
5500,estimates,5yearly,1990,8.515
5500,estimates,5yearly,1995,8.509
5500,estimates,5yearly,2000,7.786
5500,estimates,5yearly,2005,7.463
5500,estimates,5yearly,2010,6.737
5500,constant_fertility,5yearly,2015,6.698
5500,constant_mortality,5yearly,2015,6.99
5500,high_variant,5yearly,2015,6.705
5500,instant_replacement,5yearly,2015,6.641
5500,low_variant,5yearly,2015,6.659
5500,medium_variant,5yearly,2015,6.682
5500,momentum,5yearly,2015,6.928
5500,no_change,5yearly,2015,7.01
5500,zero_migration,5yearly,2015,6.67
5500,constant_fertility,5yearly,2020,6.662
5500,constant_mortality,5yearly,2020,7.266
5500,high_variant,5yearly,2020,6.644
5500,instant_replacement,5yearly,2020,6.753
5500,low_variant,5yearly,2020,6.713
5500,medium_variant,5yearly,2020,6.678
5500,momentum,5yearly,2020,7.307
5500,no_change,5yearly,2020,7.26
5500,zero_migration,5yearly,2020,6.656
5500,constant_fertility,5yearly,2025,6.818
5500,constant_mortality,5yearly,2025,7.763
5500,high_variant,5yearly,2025,6.769
5500,instant_replacement,5yearly,2025,7.06
5500,low_variant,5yearly,2025,7.041
5500,medium_variant,5yearly,2025,6.9
5500,momentum,5yearly,2025,7.881
5500,no_change,5yearly,2025,7.694
5500,zero_migration,5yearly,2025,6.865
5500,constant_fertility,5yearly,2030,7.139
5500,constant_mortality,5yearly,2030,8.492
5500,high_variant,5yearly,2030,7.065
5500,instant_replacement,5yearly,2030,7.54
5500,low_variant,5yearly,2030,7.607
5500,medium_variant,5yearly,2030,7.323
5500,momentum,5yearly,2030,8.656
5500,no_change,5yearly,2030,8.319
5500,zero_migration,5yearly,2030,7.27
5500,constant_fertility,5yearly,2035,7.506
5500,constant_mortality,5yearly,2035,9.316
5500,high_variant,5yearly,2035,7.442
5500,instant_replacement,5yearly,2035,8.094
5500,low_variant,5yearly,2035,8.286
5500,medium_variant,5yearly,2035,7.837
5500,momentum,5yearly,2035,9.497
5500,no_change,5yearly,2035,8.984
5500,zero_migration,5yearly,2035,7.765
5500,constant_fertility,5yearly,2040,7.799
5500,constant_mortality,5yearly,2040,10.086
5500,high_variant,5yearly,2040,7.769
5500,instant_replacement,5yearly,2040,8.615
5500,low_variant,5yearly,2040,8.968
5500,medium_variant,5yearly,2040,8.322
5500,momentum,5yearly,2040,10.271
5500,no_change,5yearly,2040,9.536
5500,zero_migration,5yearly,2040,8.231
5500,constant_fertility,5yearly,2045,7.978
5500,constant_mortality,5yearly,2045,10.76
5500,high_variant,5yearly,2045,7.987
5500,instant_replacement,5yearly,2045,9.062
5500,low_variant,5yearly,2045,9.606
5500,medium_variant,5yearly,2045,8.727
5500,momentum,5yearly,2045,10.955
5500,no_change,5yearly,2045,9.945
5500,zero_migration,5yearly,2045,8.619
5500,constant_fertility,5yearly,2050,8.081
5500,constant_mortality,5yearly,2050,11.403
5500,high_variant,5yearly,2050,8.135
5500,instant_replacement,5yearly,2050,9.464
5500,low_variant,5yearly,2050,10.243
5500,medium_variant,5yearly,2050,9.088
5500,momentum,5yearly,2050,11.613
5500,no_change,5yearly,2050,10.275
5500,zero_migration,5yearly,2050,8.965
5500,constant_fertility,5yearly,2055,8.154
5500,constant_mortality,5yearly,2055,12.08
5500,high_variant,5yearly,2055,8.269
5500,instant_replacement,5yearly,2055,9.865
5500,low_variant,5yearly,2055,10.939
5500,medium_variant,5yearly,2055,9.461
5500,momentum,5yearly,2055,12.289
5500,no_change,5yearly,2055,10.576
5500,zero_migration,5yearly,2055,9.325
5500,constant_fertility,5yearly,2060,8.211
5500,constant_mortality,5yearly,2060,12.784
5500,high_variant,5yearly,2060,8.42
5500,instant_replacement,5yearly,2060,10.284
5500,low_variant,5yearly,2060,11.73
5500,medium_variant,5yearly,2060,9.876
5500,momentum,5yearly,2060,12.956
5500,no_change,5yearly,2060,10.829
5500,zero_migration,5yearly,2060,9.726
5500,constant_fertility,5yearly,2065,8.201
5500,constant_mortality,5yearly,2065,13.421
5500,high_variant,5yearly,2065,8.535
5500,instant_replacement,5yearly,2065,10.651
5500,low_variant,5yearly,2065,12.54
5500,medium_variant,5yearly,2065,10.265
5500,momentum,5yearly,2065,13.507
5500,no_change,5yearly,2065,10.962
5500,zero_migration,5yearly,2065,10.106
5500,constant_fertility,5yearly,2070,8.104
5500,constant_mortality,5yearly,2070,13.898
5500,high_variant,5yearly,2070,8.581
5500,instant_replacement,5yearly,2070,10.92
5500,low_variant,5yearly,2070,13.314
5500,medium_variant,5yearly,2070,10.585
5500,momentum,5yearly,2070,13.847
5500,no_change,5yearly,2070,10.927
5500,zero_migration,5yearly,2070,10.422
5500,constant_fertility,5yearly,2075,7.872
5500,constant_mortality,5yearly,2075,14.23
5500,high_variant,5yearly,2075,8.492
5500,instant_replacement,5yearly,2075,10.994
5500,low_variant,5yearly,2075,13.915
5500,medium_variant,5yearly,2075,10.741
5500,momentum,5yearly,2075,13.987
5500,no_change,5yearly,2075,10.78
5500,zero_migration,5yearly,2075,10.581
5500,constant_fertility,5yearly,2080,7.569
5500,constant_mortality,5yearly,2080,14.58
5500,high_variant,5yearly,2080,8.331
5500,instant_replacement,5yearly,2080,10.929
5500,low_variant,5yearly,2080,14.384
5500,medium_variant,5yearly,2080,10.788
5500,momentum,5yearly,2080,14.086
5500,no_change,5yearly,2080,10.663
5500,zero_migration,5yearly,2080,10.637
5500,constant_fertility,5yearly,2085,7.293
5500,constant_mortality,5yearly,2085,15.068
5500,high_variant,5yearly,2085,8.212
5500,instant_replacement,5yearly,2085,10.845
5500,low_variant,5yearly,2085,14.869
5500,medium_variant,5yearly,2085,10.858
5500,momentum,5yearly,2085,14.246
5500,no_change,5yearly,2085,10.659
5500,zero_migration,5yearly,2085,10.71
5500,constant_fertility,5yearly,2090,7.118
5500,constant_mortality,5yearly,2090,15.612
5500,high_variant,5yearly,2090,8.227
5500,instant_replacement,5yearly,2090,10.848
5500,low_variant,5yearly,2090,15.518
5500,medium_variant,5yearly,2090,11.068
5500,momentum,5yearly,2090,14.4
5500,no_change,5yearly,2090,10.707
5500,zero_migration,5yearly,2090,10.913
5500,constant_fertility,5yearly,2095,7.047
5500,constant_mortality,5yearly,2095,16.028
5500,high_variant,5yearly,2095,8.384
5500,instant_replacement,5yearly,2095,10.929
5500,low_variant,5yearly,2095,16.322
5500,medium_variant,5yearly,2095,11.425
5500,momentum,5yearly,2095,14.412
5500,no_change,5yearly,2095,10.708
5500,zero_migration,5yearly,2095,11.253
5500,constant_fertility,5yearly,Regi,Central Asia
5500,constant_mortality,5yearly,Regi,Central Asia
5500,estimates,5yearly,Regi,Central Asia
5500,high_variant,5yearly,Regi,Central Asia
5500,instant_replacement,5yearly,Regi,Central Asia
5500,low_variant,5yearly,Regi,Central Asia
5500,medium_variant,5yearly,Regi,Central Asia
5500,momentum,5yearly,Regi,Central Asia
5500,no_change,5yearly,Regi,Central Asia
5500,zero_migration,5yearly,Regi,Central Asia
