region,year,variant,gender,age5yearinterval,population
1500,1950,estimates,female,"Region, subregion, country or area *",Low-income countries
1500,1950,estimates,male,"Region, subregion, country or area *",Low-income countries
1500,1950,estimates,female,0_4,10827.917
1500,1950,estimates,male,0_4,10737.178
1500,1950,estimates,female,5_9,8694.734
1500,1950,estimates,male,5_9,8606.905
1500,1950,estimates,female,10_14,7552.47
1500,1950,estimates,male,10_14,7433.206
1500,1950,estimates,female,15_19,6614.287
1500,1950,estimates,male,15_19,6449.127
1500,1950,estimates,female,20_24,5740.364
1500,1950,estimates,male,20_24,5577.269
1500,1950,estimates,female,25_29,4930.063
1500,1950,estimates,male,25_29,4773.592
1500,1950,estimates,female,30_34,4194.99
1500,1950,estimates,male,30_34,4098.988
1500,1950,estimates,female,35_39,3565.362
1500,1950,estimates,male,35_39,3506.205
1500,1950,estimates,female,40_44,3052.487
1500,1950,estimates,male,40_44,2941.224
1500,1950,estimates,female,45_49,2576.644
1500,1950,estimates,male,45_49,2448.399
1500,1950,estimates,female,50_54,2113.007
1500,1950,estimates,male,50_54,1919.594
1500,1950,estimates,female,55_59,1721.95
1500,1950,estimates,male,55_59,1532.019
1500,1950,estimates,female,60_64,1341.035
1500,1950,estimates,male,60_64,1174.214
1500,1950,estimates,female,65_69,998.414
1500,1950,estimates,male,65_69,853.189
1500,1950,estimates,female,70_74,622.663
1500,1950,estimates,male,70_74,522.673
1500,1950,estimates,female,75_79,353.608
1500,1950,estimates,male,75_79,276.186
1500,1950,estimates,female,80plus,200.006
1500,1950,estimates,male,80plus,146.655
1500,1955,estimates,female,"Region, subregion, country or area *",Low-income countries
1500,1955,estimates,male,"Region, subregion, country or area *",Low-income countries
1500,1955,estimates,female,0_4,11756.257
1500,1955,estimates,male,0_4,11778.911
1500,1955,estimates,female,5_9,9412.934
1500,1955,estimates,male,5_9,9288.466
1500,1955,estimates,female,10_14,8286.424
1500,1955,estimates,male,10_14,8219.787
1500,1955,estimates,female,15_19,7239.405
1500,1955,estimates,male,15_19,7138.272
1500,1955,estimates,female,20_24,6248.013
1500,1955,estimates,male,20_24,6049.288
1500,1955,estimates,female,25_29,5370.908
1500,1955,estimates,male,25_29,5138.298
1500,1955,estimates,female,30_34,4585.305
1500,1955,estimates,male,30_34,4387.241
1500,1955,estimates,female,35_39,3883.852
1500,1955,estimates,male,35_39,3757.867
1500,1955,estimates,female,40_44,3289.438
1500,1955,estimates,male,40_44,3187.069
1500,1955,estimates,female,45_49,2809.583
1500,1955,estimates,male,45_49,2641.602
