region,year,variant,gender,age5yearinterval,population
912,1950,estimates,female,"Region, subregion, country or area *",Northern Africa
912,1950,estimates,male,"Region, subregion, country or area *",Northern Africa
912,1950,estimates,female,0_4,4035.623
912,1950,estimates,male,0_4,4215.77
912,1950,estimates,female,5_9,2920.79
912,1950,estimates,male,5_9,2982.139
912,1950,estimates,female,10_14,2678.21
912,1950,estimates,male,10_14,2741.948
912,1950,estimates,female,15_19,2510.049
912,1950,estimates,male,15_19,2594.14
912,1950,estimates,female,20_24,2259.943
912,1950,estimates,male,20_24,2303.644
912,1950,estimates,female,25_29,1878.611
912,1950,estimates,male,25_29,1903.236
912,1950,estimates,female,30_34,1572.323
912,1950,estimates,male,30_34,1591.315
912,1950,estimates,female,35_39,1328.507
912,1950,estimates,male,35_39,1343.133
912,1950,estimates,female,40_44,1195.865
912,1950,estimates,male,40_44,1189.672
912,1950,estimates,female,45_49,1023.526
912,1950,estimates,male,45_49,1013.948
912,1950,estimates,female,50_54,890.87
912,1950,estimates,male,50_54,862.142
912,1950,estimates,female,55_59,689.893
912,1950,estimates,male,55_59,669.125
912,1950,estimates,female,60_64,538.668
912,1950,estimates,male,60_64,502.961
912,1950,estimates,female,65_69,390.237
912,1950,estimates,male,65_69,361.925
912,1950,estimates,female,70_74,260.889
912,1950,estimates,male,70_74,220.2
912,1950,estimates,female,75_79,126.83
912,1950,estimates,male,75_79,106.727
912,1950,estimates,female,80plus,81.483
912,1950,estimates,male,80plus,64.618
912,1955,estimates,female,"Region, subregion, country or area *",Northern Africa
912,1955,estimates,male,"Region, subregion, country or area *",Northern Africa
912,1955,estimates,female,0_4,4799.343
912,1955,estimates,male,0_4,5047.338
912,1955,estimates,female,5_9,3579.889
912,1955,estimates,male,5_9,3776.553
912,1955,estimates,female,10_14,2856.37
912,1955,estimates,male,10_14,2919.115
912,1955,estimates,female,15_19,2618.984
912,1955,estimates,male,15_19,2682.576
912,1955,estimates,female,20_24,2435.917
912,1955,estimates,male,20_24,2498.201
912,1955,estimates,female,25_29,2181.365
912,1955,estimates,male,25_29,2189.153
912,1955,estimates,female,30_34,1806.82
912,1955,estimates,male,30_34,1800.004
912,1955,estimates,female,35_39,1510.605
912,1955,estimates,male,35_39,1502.579
912,1955,estimates,female,40_44,1275.108
912,1955,estimates,male,40_44,1263.891
912,1955,estimates,female,45_49,1146.994
912,1955,estimates,male,45_49,1117.043
912,1955,estimates,female,50_54,972.638
912,1955,estimates,male,50_54,938.021
912,1955,estimates,female,55_59,830.422
912,1955,estimates,male,55_59,778.542
912,1955,estimates,female,60_64,622.888
912,1955,estimates,male,60_64,581.485
912,1955,estimates,female,65_69,458.793
912,1955,estimates,male,65_69,408.146
912,1955,estimates,female,70_74,301.436
912,1955,estimates,male,70_74,261.801
912,1955,estimates,female,75_79,169.93
912,1955,estimates,male,75_79,131.526
912,1955,estimates,female,80plus,87.196
912,1955,estimates,male,80plus,64.422
912,1960,estimates,female,"Region, subregion, country or area *",Northern Africa
912,1960,estimates,male,"Region, subregion, country or area *",Northern Africa
912,1960,estimates,female,0_4,5597.445
912,1960,estimates,male,0_4,5868.606
912,1960,estimates,female,5_9,4371.746
912,1960,estimates,male,5_9,4620.723
912,1960,estimates,female,10_14,3513.008
912,1960,estimates,male,10_14,3703.119
912,1960,estimates,female,15_19,2759.302
912,1960,estimates,male,15_19,2819.0
912,1960,estimates,female,20_24,2518.11
912,1960,estimates,male,20_24,2564.275
912,1960,estimates,female,25_29,2354.574
912,1960,estimates,male,25_29,2392.972
912,1960,estimates,female,30_34,2116.216
912,1960,estimates,male,30_34,2110.273
912,1960,estimates,female,35_39,1745.404
912,1960,estimates,male,35_39,1732.998
912,1960,estimates,female,40_44,1451.761
912,1960,estimates,male,40_44,1432.157
912,1960,estimates,female,45_49,1227.627
912,1960,estimates,male,45_49,1197.508
912,1960,estimates,female,50_54,1092.659
912,1960,estimates,male,50_54,1038.925
912,1960,estimates,female,55_59,909.976
912,1960,estimates,male,55_59,851.185
912,1960,estimates,female,60_64,753.032
912,1960,estimates,male,60_64,680.58
912,1960,estimates,female,65_69,535.21
912,1960,estimates,male,65_69,475.738
912,1960,estimates,female,70_74,358.984
912,1960,estimates,male,70_74,299.019
912,1960,estimates,female,75_79,202.383
912,1960,estimates,male,75_79,160.161
912,1960,estimates,female,80plus,117.988
912,1960,estimates,male,80plus,79.223
912,1965,estimates,female,"Region, subregion, country or area *",Northern Africa
912,1965,estimates,male,"Region, subregion, country or area *",Northern Africa
912,1965,estimates,female,0_4,6379.177
912,1965,estimates,male,0_4,6696.549
912,1965,estimates,female,5_9,5177.322
912,1965,estimates,male,5_9,5455.312
912,1965,estimates,female,10_14,4303.64
912,1965,estimates,male,10_14,4548.009
912,1965,estimates,female,15_19,3367.745
912,1965,estimates,male,15_19,3528.033
912,1965,estimates,female,20_24,2641.501
912,1965,estimates,male,20_24,2630.002
912,1965,estimates,female,25_29,2449.731
912,1965,estimates,male,25_29,2410.299
912,1965,estimates,female,30_34,2300.86
912,1965,estimates,male,30_34,2291.995
912,1965,estimates,female,35_39,2058.128
912,1965,estimates,male,35_39,2021.256
912,1965,estimates,female,40_44,1682.797
912,1965,estimates,male,40_44,1647.957
912,1965,estimates,female,45_49,1392.148
912,1965,estimates,male,45_49,1358.037
912,1965,estimates,female,50_54,1163.819
912,1965,estimates,male,50_54,1118.42
912,1965,estimates,female,55_59,1019.769
912,1965,estimates,male,55_59,952.042
912,1965,estimates,female,60_64,826.227
912,1965,estimates,male,60_64,746.843
912,1965,estimates,female,65_69,647.925
912,1965,estimates,male,65_69,561.313
912,1965,estimates,female,70_74,421.691
912,1965,estimates,male,70_74,351.328
912,1965,estimates,female,75_79,245.137
912,1965,estimates,male,75_79,186.43
912,1965,estimates,female,80plus,150.769
912,1965,estimates,male,80plus,99.467
912,1970,estimates,female,"Region, subregion, country or area *",Northern Africa
912,1970,estimates,male,"Region, subregion, country or area *",Northern Africa
912,1970,estimates,female,0_4,7090.503
912,1970,estimates,male,0_4,7430.696
912,1970,estimates,female,5_9,5956.631
912,1970,estimates,male,5_9,6275.833
912,1970,estimates,female,10_14,5100.714
912,1970,estimates,male,10_14,5374.083
912,1970,estimates,female,15_19,4171.028
912,1970,estimates,male,15_19,4406.869
912,1970,estimates,female,20_24,3205.833
912,1970,estimates,male,20_24,3316.17
912,1970,estimates,female,25_29,2533.419
912,1970,estimates,male,25_29,2478.585
912,1970,estimates,female,30_34,2368.921
912,1970,estimates,male,30_34,2311.093
912,1970,estimates,female,35_39,2227.871
912,1970,estimates,male,35_39,2196.342
912,1970,estimates,female,40_44,1990.497
912,1970,estimates,male,40_44,1932.095
