region,year,variant,gender,age5yearinterval,population
1503,1950,estimates,female,0_4,34720.571
1503,1950,estimates,male,0_4,36355.342
1503,1950,estimates,female,5_9,29235.904
1503,1950,estimates,male,5_9,30429.251
1503,1950,estimates,female,10_14,27840.164
1503,1950,estimates,male,10_14,28718.355
1503,1950,estimates,female,15_19,27217.448
1503,1950,estimates,male,15_19,27352.604
1503,1950,estimates,female,20_24,27430.231
1503,1950,estimates,male,20_24,26901.366
1503,1950,estimates,female,25_29,27486
1503,1950,estimates,male,25_29,25539.102
1503,1950,estimates,female,30_34,22291.713
1503,1950,estimates,male,30_34,20688.109
1503,1950,estimates,female,35_39,24705.176
1503,1950,estimates,male,35_39,22911.831
1503,1950,estimates,female,40_44,23386.777
1503,1950,estimates,male,40_44,22259.623
1503,1950,estimates,female,45_49,21141.841
1503,1950,estimates,male,45_49,20223.26
1503,1950,estimates,female,50_54,18895.773
1503,1950,estimates,male,50_54,17170.26
1503,1950,estimates,female,55_59,16336.981
1503,1950,estimates,male,55_59,14109.036
1503,1950,estimates,female,60_64,14275.143
1503,1950,estimates,male,60_64,12123.502
1503,1950,estimates,female,65_69,11739.218
1503,1950,estimates,male,65_69,9609.636
1503,1950,estimates,female,70_74,8605.434
1503,1950,estimates,male,70_74,6875.382
1503,1950,estimates,female,75_79,5399.642
1503,1950,estimates,male,75_79,4099.691
1503,1955,estimates,female,0_4,35936.182
1503,1955,estimates,male,0_4,37571.845
1503,1955,estimates,female,5_9,34348.436
1503,1955,estimates,male,5_9,35922.928
1503,1955,estimates,female,10_14,29188.582
1503,1955,estimates,male,10_14,30362.218
1503,1955,estimates,female,15_19,27735.54
1503,1955,estimates,male,15_19,28333.999
1503,1955,estimates,female,20_24,27034.983
1503,1955,estimates,male,20_24,26740.533
1503,1955,estimates,female,25_29,27161.444
1503,1955,estimates,male,25_29,26609.47
1503,1955,estimates,female,30_34,27255.465
1503,1955,estimates,male,30_34,25267.375
1503,1955,estimates,female,35_39,22036.422
1503,1955,estimates,male,35_39,20412.498
1503,1955,estimates,female,40_44,24319.072
1503,1955,estimates,male,40_44,22494.961
1503,1955,estimates,female,45_49,22718.938
1503,1955,estimates,male,45_49,21428.637
1503,1955,estimates,female,50_54,20866.089
1503,1955,estimates,male,50_54,19733.802
1503,1955,estimates,female,55_59,18060.635
1503,1955,estimates,male,55_59,15933.956
1503,1955,estimates,female,60_64,15423.975
1503,1955,estimates,male,60_64,12811.07
1503,1955,estimates,female,65_69,12905.331
1503,1955,estimates,male,65_69,10325.327
1503,1955,estimates,female,70_74,9727.512
1503,1955,estimates,male,70_74,7366.893
1503,1955,estimates,female,75_79,6369.284
1503,1955,estimates,male,75_79,4671.471
1503,1960,estimates,female,0_4,37626.869
1503,1960,estimates,male,0_4,39361.56
1503,1960,estimates,female,5_9,35868.446
1503,1960,estimates,male,5_9,37484.197
1503,1960,estimates,female,10_14,34415.319
1503,1960,estimates,male,10_14,35990.097
1503,1960,estimates,female,15_19,28993.786
1503,1960,estimates,male,15_19,29965.602
1503,1960,estimates,female,20_24,27569.662
1503,1960,estimates,male,20_24,27833.081
1503,1960,estimates,female,25_29,26857.452
1503,1960,estimates,male,25_29,26918.88
1503,1960,estimates,female,30_34,27006.838
1503,1960,estimates,male,30_34,26466.824
1503,1960,estimates,female,35_39,27061.551
1503,1960,estimates,male,35_39,24988.491
1503,1960,estimates,female,40_44,21681.734
1503,1960,estimates,male,40_44,20054.897
1503,1960,estimates,female,45_49,23932.18
1503,1960,estimates,male,45_49,22001.448
1503,1960,estimates,female,50_54,22471.014
1503,1960,estimates,male,50_54,20855.18
1503,1960,estimates,female,55_59,20154.812
1503,1960,estimates,male,55_59,18455.064
1503,1960,estimates,female,60_64,17140.553
1503,1960,estimates,male,60_64,14377.79
1503,1960,estimates,female,65_69,14020.473
1503,1960,estimates,male,65_69,10883.827
1503,1960,estimates,female,70_74,10887.866
1503,1960,estimates,male,70_74,7995.445
1503,1960,estimates,female,75_79,7375.007
1503,1960,estimates,male,75_79,5073.173
1503,1965,estimates,female,0_4,38212
1503,1965,estimates,male,0_4,40009.437
1503,1965,estimates,female,5_9,37551.204
1503,1965,estimates,male,5_9,39274.284
1503,1965,estimates,female,10_14,35914.796
1503,1965,estimates,male,10_14,37566.222
1503,1965,estimates,female,15_19,34513.078
1503,1965,estimates,male,15_19,35923.279
1503,1965,estimates,female,20_24,29037.216
1503,1965,estimates,male,20_24,29693.84
1503,1965,estimates,female,25_29,27553.775
1503,1965,estimates,male,25_29,28152.989
1503,1965,estimates,female,30_34,26787.749
1503,1965,estimates,male,30_34,27025.386
1503,1965,estimates,female,35_39,26854.085
1503,1965,estimates,male,35_39,26469.072
1503,1965,estimates,female,40_44,26795.611
1503,1965,estimates,male,40_44,24810.217
1503,1965,estimates,female,45_49,21365.299
1503,1965,estimates,male,45_49,19610.675
1503,1965,estimates,female,50_54,23368.327
1503,1965,estimates,male,50_54,21196.456
1503,1965,estimates,female,55_59,21847.371
1503,1965,estimates,male,55_59,19689.088
1503,1965,estimates,female,60_64,19081.468
1503,1965,estimates,male,60_64,16590.886
1503,1965,estimates,female,65_69,15723.37
1503,1965,estimates,male,65_69,12235.975
1503,1965,estimates,female,70_74,12129.51
1503,1965,estimates,male,70_74,8514.197
1503,1965,estimates,female,75_79,8463.68
1503,1965,estimates,male,75_79,5547.15
1503,1970,estimates,female,0_4,36853.482
1503,1970,estimates,male,0_4,38642.302
1503,1970,estimates,female,5_9,38449.059
1503,1970,estimates,male,5_9,40316.445
1503,1970,estimates,female,10_14,37803.329
1503,1970,estimates,male,10_14,39590.027
1503,1970,estimates,female,15_19,36045.762
1503,1970,estimates,male,15_19,37487.212
1503,1970,estimates,female,20_24,34439.925
1503,1970,estimates,male,20_24,35042.665
1503,1970,estimates,female,25_29,28967.005
1503,1970,estimates,male,25_29,29842.254
1503,1970,estimates,female,30_34,27537.919
1503,1970,estimates,male,30_34,28247.731
1503,1970,estimates,female,35_39,26680.771
1503,1970,estimates,male,35_39,26879.903
1503,1970,estimates,female,40_44,26687.366
1503,1970,estimates,male,40_44,26336.597
1503,1970,estimates,female,45_49,26444.394
1503,1970,estimates,male,45_49,24344.042
1503,1970,estimates,female,50_54,20844.003
1503,1970,estimates,male,50_54,18863.268
1503,1970,estimates,female,55_59,22661.669
1503,1970,estimates,male,55_59,19934.882
1503,1970,estimates,female,60_64,20732.865
1503,1970,estimates,male,60_64,17759.773
1503,1970,estimates,female,65_69,17686.688
1503,1970,estimates,male,65_69,14215.498
1503,1970,estimates,female,70_74,13689.102
1503,1970,estimates,male,70_74,9528.53
1503,1970,estimates,female,75_79,9481.58
1503,1970,estimates,male,75_79,5841.548
1503,1975,estimates,female,0_4,35797.105
1503,1975,estimates,male,0_4,37630.724
1503,1975,estimates,female,5_9,37042.998
1503,1975,estimates,male,5_9,38800.929
1503,1975,estimates,female,10_14,38688.953
1503,1975,estimates,male,10_14,40559.071
1503,1975,estimates,female,15_19,38017.908
1503,1975,estimates,male,15_19,39637.865
1503,1975,estimates,female,20_24,36370.623
1503,1975,estimates,male,20_24,37606.917
1503,1975,estimates,female,25_29,34726.243
1503,1975,estimates,male,25_29,35757.048
1503,1975,estimates,female,30_34,29268.394
1503,1975,estimates,male,30_34,30156.72
1503,1975,estimates,female,35_39,27583.589
1503,1975,estimates,male,35_39,28198.66
1503,1975,estimates,female,40_44,26586.14
1503,1975,estimates,male,40_44,26720.546
1503,1975,estimates,female,45_49,26397.581
1503,1975,estimates,male,45_49,25814.453
1503,1975,estimates,female,50_54,25939.786
1503,1975,estimates,male,50_54,23463.209
1503,1975,estimates,female,55_59,20225.662
1503,1975,estimates,male,55_59,17754.673
1503,1975,estimates,female,60_64,21616.382
1503,1975,estimates,male,60_64,18142.625
1503,1975,estimates,female,65_69,19380.622
1503,1975,estimates,male,65_69,15309.672
1503,1975,estimates,female,70_74,15427.998
1503,1975,estimates,male,70_74,11130.648
1503,1975,estimates,female,75_79,10936.329
1503,1975,estimates,male,75_79,6591.744
1503,1980,estimates,female,0_4,33903.157
1503,1980,estimates,male,0_4,35784.561
1503,1980,estimates,female,5_9,35837.63
1503,1980,estimates,male,5_9,37808.285
1503,1980,estimates,female,10_14,37374.887
1503,1980,estimates,male,10_14,39591.8
1503,1980,estimates,female,15_19,39039.257
1503,1980,estimates,male,15_19,41226.479
1503,1980,estimates,female,20_24,38316.415
1503,1980,estimates,male,20_24,39884.2
1503,1980,estimates,female,25_29,36406.729
1503,1980,estimates,male,25_29,37684.192
1503,1980,estimates,female,30_34,34906.449
1503,1980,estimates,male,30_34,35929.178
1503,1980,estimates,female,35_39,29288.486
1503,1980,estimates,male,35_39,29697.454
1503,1980,estimates,female,40_44,27566.788
1503,1980,estimates,male,40_44,27886.775
1503,1980,estimates,female,45_49,26371.772
1503,1980,estimates,male,45_49,25928.291
1503,1980,estimates,female,50_54,26081.682
1503,1980,estimates,male,50_54,24826.894
1503,1980,estimates,female,55_59,25388.438
1503,1980,estimates,male,55_59,22141.81
1503,1980,estimates,female,60_64,19517.984
1503,1980,estimates,male,60_64,16365.636
1503,1980,estimates,female,65_69,20415.767
1503,1980,estimates,male,65_69,16072.322
1503,1980,estimates,female,70_74,17262.379
1503,1980,estimates,male,70_74,12288.466
1503,1980,estimates,female,75_79,12704.545
1503,1980,estimates,male,75_79,8095.419
1503,1985,estimates,female,0_4,33928.617
1503,1985,estimates,male,0_4,35678.077
1503,1985,estimates,female,5_9,34076.303
1503,1985,estimates,male,5_9,35945.687
1503,1985,estimates,female,10_14,36197.727
1503,1985,estimates,male,10_14,38186.78
1503,1985,estimates,female,15_19,37770.716
1503,1985,estimates,male,15_19,39961.379
1503,1985,estimates,female,20_24,39401.132
1503,1985,estimates,male,20_24,41333.896
1503,1985,estimates,female,25_29,38624.608
