region,year,variant,gender,age5yearinterval,population
901,1950,estimates,female,"Region, subregion, country or area *",More developed regions
901,1950,estimates,male,"Region, subregion, country or area *",More developed regions
901,1950,estimates,female,0_4,40627.613
901,1950,estimates,male,0_4,42295.691
901,1950,estimates,female,5_9,33174.155
901,1950,estimates,male,5_9,34190.188
901,1950,estimates,female,10_14,36139.99
901,1950,estimates,male,10_14,36909.392
901,1950,estimates,female,15_19,34055.268
901,1950,estimates,male,15_19,34099.069
901,1950,estimates,female,20_24,36314.799
901,1950,estimates,male,20_24,34875.955
901,1950,estimates,female,25_29,34361.951
901,1950,estimates,male,25_29,29891.747
901,1950,estimates,female,30_34,27020.654
901,1950,estimates,male,30_34,23332.011
901,1950,estimates,female,35_39,31685.377
901,1950,estimates,male,35_39,27041.052
901,1950,estimates,female,40_44,29682.019
901,1950,estimates,male,40_44,26202.676
901,1950,estimates,female,45_49,26747.439
901,1950,estimates,male,45_49,23441.177
901,1950,estimates,female,50_54,23199.041
901,1950,estimates,male,50_54,19651.754
901,1950,estimates,female,55_59,19830.509
901,1950,estimates,male,55_59,16164.31
901,1950,estimates,female,60_64,17363.486
901,1950,estimates,male,60_64,13823.725
901,1950,estimates,female,65_69,14249.949
901,1950,estimates,male,65_69,10983.957
901,1950,estimates,female,70_74,10397.021
901,1950,estimates,male,70_74,7789.344
901,1950,estimates,female,75_79,6594.32
901,1950,estimates,male,75_79,4655.296
901,1950,estimates,female,80plus,5018.352
901,1950,estimates,male,80plus,3055.769
901,1955,estimates,female,"Region, subregion, country or area *",More developed regions
901,1955,estimates,male,"Region, subregion, country or area *",More developed regions
901,1955,estimates,female,0_4,42845.733
901,1955,estimates,male,0_4,44783.606
901,1955,estimates,female,5_9,40121.138
901,1955,estimates,male,5_9,41706.301
901,1955,estimates,female,10_14,33192.097
901,1955,estimates,male,10_14,34175.187
901,1955,estimates,female,15_19,36066.891
901,1955,estimates,male,15_19,36476.181
901,1955,estimates,female,20_24,33760.175
901,1955,estimates,male,20_24,33460.559
901,1955,estimates,female,25_29,35862.533
901,1955,estimates,male,25_29,34498.969
901,1955,estimates,female,30_34,34005.901
901,1955,estimates,male,30_34,29561.655
901,1955,estimates,female,35_39,26679.056
901,1955,estimates,male,35_39,23014.727
901,1955,estimates,female,40_44,31202.131
901,1955,estimates,male,40_44,26519.637
901,1955,estimates,female,45_49,28872.577
901,1955,estimates,male,45_49,25205.376
901,1955,estimates,female,50_54,26314.409
901,1955,estimates,male,50_54,22751.603
901,1955,estimates,female,55_59,22194.84
901,1955,estimates,male,55_59,18204.499
901,1955,estimates,female,60_64,18696.942
901,1955,estimates,male,60_64,14610.414
901,1955,estimates,female,65_69,15685.803
901,1955,estimates,male,65_69,11733.376
901,1955,estimates,female,70_74,11819.792
901,1955,estimates,male,70_74,8409.592
901,1955,estimates,female,75_79,7675.561
901,1955,estimates,male,75_79,5272.269
901,1955,estimates,female,80plus,6050.351
901,1955,estimates,male,80plus,3639.551
901,1960,estimates,female,"Region, subregion, country or area *",More developed regions
901,1960,estimates,male,"Region, subregion, country or area *",More developed regions
901,1960,estimates,female,0_4,43754.333
901,1960,estimates,male,0_4,45750.47
901,1960,estimates,female,5_9,42672.879
901,1960,estimates,male,5_9,44516.771
901,1960,estimates,female,10_14,40305.903
901,1960,estimates,male,10_14,41979.318
901,1960,estimates,female,15_19,33081.772
901,1960,estimates,male,15_19,33922.644
901,1960,estimates,female,20_24,35860.867
901,1960,estimates,male,20_24,35975.605
901,1960,estimates,female,25_29,33418.911
901,1960,estimates,male,25_29,33491.137
901,1960,estimates,female,30_34,35612.498
901,1960,estimates,male,30_34,34095.842
901,1960,estimates,female,35_39,33695.18
901,1960,estimates,male,35_39,29102.166
901,1960,estimates,female,40_44,26192.692
901,1960,estimates,male,40_44,22549.886
901,1960,estimates,female,45_49,30633.985
901,1960,estimates,male,45_49,25785.439
901,1960,estimates,female,50_54,28415.471
901,1960,estimates,male,50_54,24387.25
901,1960,estimates,female,55_59,25392.233
901,1960,estimates,male,55_59,21186.41
901,1960,estimates,female,60_64,21077.851
901,1960,estimates,male,60_64,16374.706
901,1960,estimates,female,65_69,17043.873
901,1960,estimates,male,65_69,12373.675
901,1960,estimates,female,70_74,13233.041
901,1960,estimates,male,70_74,9073.459
901,1960,estimates,female,75_79,8886.56
