region,year,variant,gender,age5yearinterval,population
926,1950,estimates,female,0_4,5588.958
926,1950,estimates,male,0_4,5851.216
926,1950,estimates,female,5_9,5010.879
926,1950,estimates,male,5_9,5212.791
926,1950,estimates,female,10_14,5618.792
926,1950,estimates,male,10_14,5804.251
926,1950,estimates,female,15_19,5253.545
926,1950,estimates,male,15_19,5411.264
926,1950,estimates,female,20_24,5282.237
926,1950,estimates,male,20_24,5182.354
926,1950,estimates,female,25_29,5784.775
926,1950,estimates,male,25_29,4914.225
926,1950,estimates,female,30_34,3904.172
926,1950,estimates,male,30_34,3258.103
926,1950,estimates,female,35_39,5640.909
926,1950,estimates,male,35_39,4733.015
926,1950,estimates,female,40_44,5866.373
926,1950,estimates,male,40_44,5121.949
926,1950,estimates,female,45_49,5566.17
926,1950,estimates,male,45_49,5140.426
926,1950,estimates,female,50_54,5070.347
926,1950,estimates,male,50_54,4260.234
926,1950,estimates,female,55_59,4423.606
926,1950,estimates,male,55_59,3309.878
926,1950,estimates,female,60_64,3857.065
926,1950,estimates,male,60_64,2938.572
926,1950,estimates,female,65_69,3180.404
926,1950,estimates,male,65_69,2436.21
926,1950,estimates,female,70_74,2493.508
926,1950,estimates,male,70_74,1926.984
926,1950,estimates,female,75_79,1547.811
926,1950,estimates,male,75_79,1151.362
926,1955,estimates,female,0_4,5829.066
926,1955,estimates,male,0_4,6101.16
926,1955,estimates,female,5_9,5569.497
926,1955,estimates,male,5_9,5832.951
926,1955,estimates,female,10_14,5004.961
926,1955,estimates,male,10_14,5213.321
926,1955,estimates,female,15_19,5616.488
926,1955,estimates,male,15_19,5794.483
926,1955,estimates,female,20_24,5248.626
926,1955,estimates,male,20_24,5387.11
926,1955,estimates,female,25_29,5246.446
926,1955,estimates,male,25_29,5137.786
926,1955,estimates,female,30_34,5744.388
926,1955,estimates,male,30_34,4878.975
926,1955,estimates,female,35_39,3879.207
926,1955,estimates,male,35_39,3241.641
926,1955,estimates,female,40_44,5571.047
926,1955,estimates,male,40_44,4659.582
926,1955,estimates,female,45_49,5763.36
926,1955,estimates,male,45_49,4994.424
926,1955,estimates,female,50_54,5420.31
926,1955,estimates,male,50_54,4931.274
926,1955,estimates,female,55_59,4874.107
926,1955,estimates,male,55_59,3993.005
926,1955,estimates,female,60_64,4160.365
926,1955,estimates,male,60_64,2999.567
926,1955,estimates,female,65_69,3482.932
926,1955,estimates,male,65_69,2529.01
926,1955,estimates,female,70_74,2663.675
926,1955,estimates,male,70_74,1915.284
926,1955,estimates,female,75_79,1820.775
926,1955,estimates,male,75_79,1300.606
926,1960,estimates,female,0_4,6213.829
926,1960,estimates,male,0_4,6501.639
926,1960,estimates,female,5_9,5874.565
926,1960,estimates,male,5_9,6135.648
926,1960,estimates,female,10_14,5664.098
926,1960,estimates,male,10_14,5925.805
926,1960,estimates,female,15_19,5061.718
926,1960,estimates,male,15_19,5275.75
926,1960,estimates,female,20_24,5585.939
926,1960,estimates,male,20_24,5776.684
926,1960,estimates,female,25_29,5192.136
