region,year,variant,gender,age5yearinterval,population
947,1950,estimates,female,"Region, subregion, country or area *",Sub-Saharan Africa
947,1950,estimates,male,"Region, subregion, country or area *",Sub-Saharan Africa
947,1950,estimates,female,0_4,15179.285
947,1950,estimates,male,0_4,15274.371
947,1950,estimates,female,5_9,11964.315
947,1950,estimates,male,5_9,11963.478
947,1950,estimates,female,10_14,10295.845
947,1950,estimates,male,10_14,10271.811
947,1950,estimates,female,15_19,9056.712
947,1950,estimates,male,15_19,9078.713
947,1950,estimates,female,20_24,7887.377
947,1950,estimates,male,20_24,7897.613
947,1950,estimates,female,25_29,6811.659
947,1950,estimates,male,25_29,6789.629
947,1950,estimates,female,30_34,5876.117
947,1950,estimates,male,30_34,5837.535
947,1950,estimates,female,35_39,4989.643
947,1950,estimates,male,35_39,4949.344
947,1950,estimates,female,40_44,4270.778
947,1950,estimates,male,40_44,4182.509
947,1950,estimates,female,45_49,3601.626
947,1950,estimates,male,45_49,3441.904
947,1950,estimates,female,50_54,3056.009
947,1950,estimates,male,50_54,2779.251
947,1950,estimates,female,55_59,2496.124
947,1950,estimates,male,55_59,2210.709
947,1950,estimates,female,60_64,1970.497
947,1950,estimates,male,60_64,1674.472
947,1950,estimates,female,65_69,1450.804
947,1950,estimates,male,65_69,1189.107
947,1950,estimates,female,70_74,954.039
947,1950,estimates,male,70_74,763.35
947,1950,estimates,female,75_79,526.712
947,1950,estimates,male,75_79,393.699
947,1950,estimates,female,80plus,314.628
947,1950,estimates,male,80plus,221.381
947,1955,estimates,female,"Region, subregion, country or area *",Sub-Saharan Africa
947,1955,estimates,male,"Region, subregion, country or area *",Sub-Saharan Africa
947,1955,estimates,female,0_4,17202.598
947,1955,estimates,male,0_4,17254.935
947,1955,estimates,female,5_9,13291.045
947,1955,estimates,male,5_9,13308.124
947,1955,estimates,female,10_14,11443.985
947,1955,estimates,male,10_14,11442.944
947,1955,estimates,female,15_19,9948.506
947,1955,estimates,male,15_19,9921.756
947,1955,estimates,female,20_24,8676.39
947,1955,estimates,male,20_24,8648.851
947,1955,estimates,female,25_29,7497.281
947,1955,estimates,male,25_29,7441.37
947,1955,estimates,female,30_34,6436.704
947,1955,estimates,male,30_34,6383.551
947,1955,estimates,female,35_39,5521.703
947,1955,estimates,male,35_39,5463.574
947,1955,estimates,female,40_44,4664.114
947,1955,estimates,male,40_44,4585.45
947,1955,estimates,female,45_49,3974.921
947,1955,estimates,male,45_49,3820.695
947,1955,estimates,female,50_54,3311.33
947,1955,estimates,male,50_54,3081.694
947,1955,estimates,female,55_59,2736.257
947,1955,estimates,male,55_59,2409.502
947,1955,estimates,female,60_64,2123.959
947,1955,estimates,male,60_64,1814.942
947,1955,estimates,female,65_69,1539.618
947,1955,estimates,male,65_69,1259.684
947,1955,estimates,female,70_74,988.804
947,1955,estimates,male,70_74,775.326
947,1955,estimates,female,75_79,526.501
947,1955,estimates,male,75_79,396.181
947,1955,estimates,female,80plus,292.414
947,1955,estimates,male,80plus,195.28
947,1960,estimates,female,"Region, subregion, country or area *",Sub-Saharan Africa
947,1960,estimates,male,"Region, subregion, country or area *",Sub-Saharan Africa
947,1960,estimates,female,0_4,19450.866
947,1960,estimates,male,0_4,19574.576
947,1960,estimates,female,5_9,15260.485
947,1960,estimates,male,5_9,15238.429
947,1960,estimates,female,10_14,12765.148
947,1960,estimates,male,10_14,12781.846
947,1960,estimates,female,15_19,11090.341
947,1960,estimates,male,15_19,11084.599
947,1960,estimates,female,20_24,9564.763
947,1960,estimates,male,20_24,9484.275
947,1960,estimates,female,25_29,8283.316
947,1960,estimates,male,25_29,8185.96
947,1960,estimates,female,30_34,7117.759
947,1960,estimates,male,30_34,7029.525
947,1960,estimates,female,35_39,6076.991
947,1960,estimates,male,35_39,6002.29
947,1960,estimates,female,40_44,5187.695
947,1960,estimates,male,40_44,5087.976
947,1960,estimates,female,45_49,4362.913
947,1960,estimates,male,45_49,4214.675
947,1960,estimates,female,50_54,3675.376
947,1960,estimates,male,50_54,3446.888
947,1960,estimates,female,55_59,2985.264
947,1960,estimates,male,55_59,2696.777
947,1960,estimates,female,60_64,2352.774
947,1960,estimates,male,60_64,2003.139
947,1960,estimates,female,65_69,1683.848
947,1960,estimates,male,65_69,1388.768
947,1960,estimates,female,70_74,1075.661
947,1960,estimates,male,70_74,843.019
947,1960,estimates,female,75_79,567.318
947,1960,estimates,male,75_79,418.414
947,1960,estimates,female,80plus,306.216
947,1960,estimates,male,80plus,202.198
947,1965,estimates,female,"Region, subregion, country or area *",Sub-Saharan Africa
947,1965,estimates,male,"Region, subregion, country or area *",Sub-Saharan Africa
947,1965,estimates,female,0_4,22207.712
947,1965,estimates,male,0_4,22406.672
947,1965,estimates,female,5_9,17453.204
947,1965,estimates,male,5_9,17488.877
947,1965,estimates,female,10_14,14712.604
947,1965,estimates,male,10_14,14687.994
947,1965,estimates,female,15_19,12402.645
947,1965,estimates,male,15_19,12416.043
947,1965,estimates,female,20_24,10688.28
947,1965,estimates,male,20_24,10630.876
947,1965,estimates,female,25_29,9154.206
947,1965,estimates,male,25_29,9009.667
947,1965,estimates,female,30_34,7892.717
947,1965,estimates,male,30_34,7764.839
947,1965,estimates,female,35_39,6751.385
947,1965,estimates,male,35_39,6640.562
947,1965,estimates,female,40_44,5736.367
947,1965,estimates,male,40_44,5620.873
947,1965,estimates,female,45_49,4876.57
947,1965,estimates,male,45_49,4705.876
947,1965,estimates,female,50_54,4054.545
947,1965,estimates,male,50_54,3826.48
947,1965,estimates,female,55_59,3335.266
947,1965,estimates,male,55_59,3039.646
947,1965,estimates,female,60_64,2590.821
947,1965,estimates,male,60_64,2265.778
947,1965,estimates,female,65_69,1892.568
947,1965,estimates,male,65_69,1556.052
947,1965,estimates,female,70_74,1199.815
947,1965,estimates,male,70_74,949.941
947,1965,estimates,female,75_79,638.064
947,1965,estimates,male,75_79,470.955
947,1965,estimates,female,80plus,346.368
947,1965,estimates,male,80plus,224.679
947,1970,estimates,female,"Region, subregion, country or area *",Sub-Saharan Africa
947,1970,estimates,male,"Region, subregion, country or area *",Sub-Saharan Africa
947,1970,estimates,female,0_4,25319.498
947,1970,estimates,male,0_4,25612.14
947,1970,estimates,female,5_9,20107.955
947,1970,estimates,male,5_9,20206.908
947,1970,estimates,female,10_14,16873.641
947,1970,estimates,male,10_14,16900.8
947,1970,estimates,female,15_19,14325.732
947,1970,estimates,male,15_19,14295.753
947,1970,estimates,female,20_24,11993.087
947,1970,estimates,male,20_24,11949.068
947,1970,estimates,female,25_29,10273.81
947,1970,estimates,male,25_29,10151.11
947,1970,estimates,female,30_34,8756.242
947,1970,estimates,male,30_34,8591.482
947,1970,estimates,female,35_39,7517.83
947,1970,estimates,male,35_39,7377.52
947,1970,estimates,female,40_44,6401.75
947,1970,estimates,male,40_44,6256.057
947,1970,estimates,female,45_49,5413.678
947,1970,estimates,male,45_49,5231.411
947,1970,estimates,female,50_54,4552.686
947,1970,estimates,male,50_54,4302.037
947,1970,estimates,female,55_59,3699.15
947,1970,estimates,male,55_59,3401.167
947,1970,estimates,female,60_64,2918.437
947,1970,estimates,male,60_64,2580.018
947,1970,estimates,female,65_69,2109.66
947,1970,estimates,male,65_69,1784.817
947,1970,estimates,female,70_74,1374.071
947,1970,estimates,male,70_74,1085.781
947,1970,estimates,female,75_79,729.456
947,1970,estimates,male,75_79,546.444
947,1970,estimates,female,80plus,406.833
947,1970,estimates,male,80plus,264.083
947,1975,estimates,female,"Region, subregion, country or area *",Sub-Saharan Africa
