variant,region,year,dependencyratio2564
estimates,1503,1950,105.009
estimates,1503,1951,104.973
estimates,1503,1952,104.297
estimates,1503,1953,103.712
estimates,1503,1954,103.46
estimates,1503,1955,103.493
estimates,1503,1956,103.499
estimates,1503,1957,103.915
estimates,1503,1958,104.457
estimates,1503,1959,104.843
estimates,1503,1960,104.982
estimates,1503,1961,105.468
estimates,1503,1962,105.63
estimates,1503,1963,105.599
estimates,1503,1964,105.617
estimates,1503,1965,105.797
estimates,1503,1966,106.334
estimates,1503,1967,106.932
estimates,1503,1968,107.472
estimates,1503,1969,107.768
estimates,1503,1970,107.727
estimates,1503,1971,107.56
estimates,1503,1972,107.087
estimates,1503,1973,106.345
estimates,1503,1974,105.414
estimates,1503,1975,104.369
estimates,1503,1976,103.866
estimates,1503,1977,103.173
estimates,1503,1978,102.307
estimates,1503,1979,101.28
estimates,1503,1980,100.101
estimates,1503,1981,98.887
estimates,1503,1982,97.579
estimates,1503,1983,96.197
estimates,1503,1984,94.735
estimates,1503,1985,93.208
estimates,1503,1986,92.044
estimates,1503,1987,90.77
estimates,1503,1988,89.481
estimates,1503,1989,88.296
estimates,1503,1990,87.263
estimates,1503,1991,86.548
estimates,1503,1992,85.912
estimates,1503,1993,85.316
estimates,1503,1994,84.688
estimates,1503,1995,83.995
estimates,1503,1996,83.497
estimates,1503,1997,82.913
estimates,1503,1998,82.258
estimates,1503,1999,81.571
estimates,1503,2000,80.886
estimates,1503,2001,80.46
estimates,1503,2002,80.032
estimates,1503,2003,79.575
estimates,1503,2004,79.047
estimates,1503,2005,78.433
estimates,1503,2006,78.107
estimates,1503,2007,77.693
estimates,1503,2008,77.212
estimates,1503,2009,76.699
estimates,1503,2010,76.191
estimates,1503,2011,75.929
estimates,1503,2012,75.647
estimates,1503,2013,75.413
estimates,1503,2014,75.279
estimates,1503,2015,75.251
medium_variant,1503,2015,75.251
medium_variant,1503,2016,75.45
medium_variant,1503,2017,75.76
medium_variant,1503,2018,76.159
medium_variant,1503,2019,76.627
medium_variant,1503,2020,77.16
medium_variant,1503,2021,77.943
medium_variant,1503,2022,78.797
medium_variant,1503,2023,79.698
medium_variant,1503,2024,80.628
medium_variant,1503,2025,81.571
medium_variant,1503,2026,82.613
medium_variant,1503,2027,83.668
medium_variant,1503,2028,84.708
medium_variant,1503,2029,85.694
medium_variant,1503,2030,86.602
medium_variant,1503,2031,87.505
medium_variant,1503,2032,88.331
medium_variant,1503,2033,89.076
medium_variant,1503,2034,89.757
medium_variant,1503,2035,90.39
medium_variant,1503,2036,91.017
medium_variant,1503,2037,91.598
medium_variant,1503,2038,92.146
medium_variant,1503,2039,92.666
medium_variant,1503,2040,93.15
medium_variant,1503,2041,93.633
medium_variant,1503,2042,94.099
medium_variant,1503,2043,94.542
medium_variant,1503,2044,94.964
medium_variant,1503,2045,95.379
medium_variant,1503,2046,95.822
