variant,region,year,dependencyratio2564
estimates,914,1950,169.258
estimates,914,1951,170.006
estimates,914,1952,170.349
estimates,914,1953,170.368
estimates,914,1954,170.148
estimates,914,1955,169.753
estimates,914,1956,170.9
estimates,914,1957,171.647
estimates,914,1958,172.051
estimates,914,1959,172.165
estimates,914,1960,172.049
estimates,914,1961,173.408
estimates,914,1962,174.299
estimates,914,1963,174.81
estimates,914,1964,175.005
estimates,914,1965,174.938
estimates,914,1966,176.086
estimates,914,1967,176.76
estimates,914,1968,177.108
estimates,914,1969,177.296
estimates,914,1970,177.441
estimates,914,1971,178.812
estimates,914,1972,179.998
estimates,914,1973,181.019
estimates,914,1974,181.872
estimates,914,1975,182.578
estimates,914,1976,184.496
estimates,914,1977,185.976
estimates,914,1978,187.089
estimates,914,1979,187.91
estimates,914,1980,188.506
estimates,914,1981,190.578
estimates,914,1982,192.273
estimates,914,1983,193.659
estimates,914,1984,194.771
estimates,914,1985,195.627
estimates,914,1986,197.155
estimates,914,1987,198.181
estimates,914,1988,198.782
estimates,914,1989,199.059
estimates,914,1990,199.11
estimates,914,1991,199.995
estimates,914,1992,200.514
estimates,914,1993,200.677
estimates,914,1994,200.473
estimates,914,1995,199.922
estimates,914,1996,200.241
estimates,914,1997,200.105
estimates,914,1998,199.586
estimates,914,1999,198.761
estimates,914,2000,197.711
estimates,914,2001,197.651
estimates,914,2002,197.24
estimates,914,2003,196.573
estimates,914,2004,195.731
estimates,914,2005,194.782
estimates,914,2006,194.586
estimates,914,2007,194.102
estimates,914,2008,193.437
estimates,914,2009,192.696
estimates,914,2010,191.944
estimates,914,2011,191.698
estimates,914,2012,191.359
estimates,914,2013,190.92
estimates,914,2014,190.335
estimates,914,2015,189.587
medium_variant,914,2015,189.587
medium_variant,914,2016,189.288
medium_variant,914,2017,188.685
medium_variant,914,2018,187.851
medium_variant,914,2019,186.875
medium_variant,914,2020,185.804
medium_variant,914,2021,184.962
medium_variant,914,2022,183.995
medium_variant,914,2023,182.874
medium_variant,914,2024,181.55
medium_variant,914,2025,180.021
medium_variant,914,2026,178.787
medium_variant,914,2027,177.3
medium_variant,914,2028,175.612
medium_variant,914,2029,173.781
medium_variant,914,2030,171.851
medium_variant,914,2031,170.213
medium_variant,914,2032,168.426
medium_variant,914,2033,166.522
medium_variant,914,2034,164.516
medium_variant,914,2035,162.431
medium_variant,914,2036,160.637
medium_variant,914,2037,158.716
medium_variant,914,2038,156.729
medium_variant,914,2039,154.74
medium_variant,914,2040,152.787
medium_variant,914,2041,151.178
medium_variant,914,2042,149.538
medium_variant,914,2043,147.878
medium_variant,914,2044,146.199
medium_variant,914,2045,144.507
medium_variant,914,2046,143.09
medium_variant,914,2047,141.612
medium_variant,914,2048,140.086
medium_variant,914,2049,138.52
medium_variant,914,2050,136.924
medium_variant,914,2051,135.563
medium_variant,914,2052,134.134
medium_variant,914,2053,132.65
medium_variant,914,2054,131.123
medium_variant,914,2055,129.566
medium_variant,914,2056,128.231
medium_variant,914,2057,126.832
medium_variant,914,2058,125.39
medium_variant,914,2059,123.92
medium_variant,914,2060,122.438
medium_variant,914,2061,121.19
medium_variant,914,2062,119.894
medium_variant,914,2063,118.573
medium_variant,914,2064,117.247
medium_variant,914,2065,115.933
medium_variant,914,2066,114.854
medium_variant,914,2067,113.75
medium_variant,914,2068,112.637
medium_variant,914,2069,111.527
medium_variant,914,2070,110.432
medium_variant,914,2071,109.563
medium_variant,914,2072,108.671
medium_variant,914,2073,107.77
medium_variant,914,2074,106.87
medium_variant,914,2075,105.983
medium_variant,914,2076,105.301
medium_variant,914,2077,104.595
medium_variant,914,2078,103.873
medium_variant,914,2079,103.139
medium_variant,914,2080,102.402
medium_variant,914,2081,101.84
medium_variant,914,2082,101.242
medium_variant,914,2083,100.619
medium_variant,914,2084,99.977
medium_variant,914,2085,99.325
medium_variant,914,2086,98.832
medium_variant,914,2087,98.302
medium_variant,914,2088,97.747
medium_variant,914,2089,97.177
medium_variant,914,2090,96.6
medium_variant,914,2091,96.177
medium_variant,914,2092,95.72
medium_variant,914,2093,95.241
medium_variant,914,2094,94.753
medium_variant,914,2095,94.265
medium_variant,914,2096,93.928
medium_variant,914,2097,93.565
medium_variant,914,2098,93.188
medium_variant,914,2099,92.806
medium_variant,914,2100,92.427
high_variant,914,2015,193.310388528522
low_variant,914,2015,193.310388528522
constant_fertility,914,2015,193.310388528522
instant_replacement,914,2015,193.310388528522
zero_migration,914,2015,193.310388528522
constant_mortality,914,2015,193.310388528522
no_change,914,2015,193.310388528522
high_variant,914,2020,191.73618672999
low_variant,914,2020,187.225689038081
constant_fertility,914,2020,192.460588449894
instant_replacement,914,2020,165.291579173363
zero_migration,914,2020,189.239561873754
constant_mortality,914,2020,188.937423194054
no_change,914,2020,191.887310151193
high_variant,914,2025,189.280153457674
low_variant,914,2025,178.270090353642
constant_fertility,914,2025,192.31265471261
instant_replacement,914,2025,141.643707505954
zero_migration,914,2025,183.195991409324
constant_mortality,914,2025,182.355967966028
no_change,914,2025,190.748028352113
high_variant,914,2030,184.791633590667
low_variant,914,2030,166.517797439782
constant_fertility,914,2030,191.835838523943
instant_replacement,914,2030,120.679658090451
zero_migration,914,2030,174.840042311229
constant_mortality,914,2030,173.230865317847
no_change,914,2030,189.041944918764
high_variant,914,2035,178.61582944904
low_variant,914,2035,153.970172586981
constant_fertility,914,2035,191.9129919474
instant_replacement,914,2035,101.848899529471
zero_migration,914,2035,165.411178318949
constant_mortality,914,2035,162.748304865051
no_change,914,2035,187.646414885173
high_variant,914,2040,172.334117502213
low_variant,914,2040,141.480292574873
constant_fertility,914,2040,193.906067410285
instant_replacement,914,2040,84.3320708182887
zero_migration,914,2040,156.017335220919
constant_mortality,914,2040,152.202909215915
no_change,914,2040,187.988846375678
high_variant,914,2045,165.143632869826
low_variant,914,2045,132.554430817244
constant_fertility,914,2045,195.979341634292
instant_replacement,914,2045,88.5816576157397
zero_migration,914,2045,148.02445434739
constant_mortality,914,2045,143.487712550626
no_change,914,2045,188.764894080991
high_variant,914,2050,157.741300472938
low_variant,914,2050,125.077112274588
constant_fertility,914,2050,197.77840867229
instant_replacement,914,2050,90.1471371780445
zero_migration,914,2050,140.632956530127
constant_mortality,914,2050,135.582450962908
no_change,914,2050,189.422116331248
high_variant,914,2055,150.210960905238
low_variant,914,2055,118.15233797503
constant_fertility,914,2055,199.203309669946
instant_replacement,914,2055,89.0205217617071
zero_migration,914,2055,133.43826581448
constant_mortality,914,2055,127.910015970621
no_change,914,2055,189.719812555648
high_variant,914,2060,143.427895957125
low_variant,914,2060,111.158123906443
constant_fertility,914,2060,200.504344962469
instant_replacement,914,2060,86.8787255564063
zero_migration,914,2060,126.580942906835
constant_mortality,914,2060,120.584308616091
no_change,914,2060,189.927682112567
high_variant,914,2065,137.351432354916
low_variant,914,2065,104.955322021528
constant_fertility,914,2065,201.946334196675
instant_replacement,914,2065,86.6231368657392
zero_migration,914,2065,120.516288107665
constant_mortality,914,2065,114.046343945277
no_change,914,2065,190.332836304489
high_variant,914,2070,132.073287981329
low_variant,914,2070,100.209285515392
constant_fertility,914,2070,203.585366042186
instant_replacement,914,2070,89.8619783394371
zero_migration,914,2070,115.574767738822
constant_mortality,914,2070,108.685504082839
no_change,914,2070,191.052926442795
high_variant,914,2075,127.498150535732
low_variant,914,2075,96.9317083073539
constant_fertility,914,2075,205.137145070345
instant_replacement,914,2075,96.5460830126173
zero_migration,914,2075,111.658206308951
constant_mortality,914,2075,104.421088166563
no_change,914,2075,191.83924277807
high_variant,914,2080,123.522034536017
low_variant,914,2080,94.8919120271273
constant_fertility,914,2080,206.350217823531
instant_replacement,914,2080,106.527102204408
zero_migration,914,2080,108.575654494442
constant_mortality,914,2080,100.994805138078
no_change,914,2080,192.434555526512
high_variant,914,2085,120.366848400659
low_variant,914,2085,92.7046026144965
constant_fertility,914,2085,207.605180101618
instant_replacement,914,2085,101.229346268606
zero_migration,914,2085,105.837522329034
constant_mortality,914,2085,97.7699246869281
no_change,914,2085,193.072006248731
high_variant,914,2090,117.819691321551
low_variant,914,2090,90.657150584399
constant_fertility,914,2090,208.847539809516
instant_replacement,914,2090,97.5980441068244
zero_migration,914,2090,103.505388758166
constant_mortality,914,2090,94.8276095403682
no_change,914,2090,193.774150717972
high_variant,914,2095,115.751222040659
low_variant,914,2095,88.9631929679579
constant_fertility,914,2095,210.042091796113
instant_replacement,914,2095,96.5123074902588
zero_migration,914,2095,101.614920178995
constant_mortality,914,2095,92.2645884058581
no_change,914,2095,194.546388837058
high_variant,914,2100,113.942589665657
low_variant,914,2100,88.1506638643022
constant_fertility,914,2100,211.186183283141
instant_replacement,914,2100,98.1605140386258
zero_migration,914,2100,100.255769469713
constant_mortality,914,2100,90.1504194222874
no_change,914,2100,195.36715298114
