variant,region,year,dependencyratio2564
estimates,934,1950,144.393
estimates,934,1951,146.477
estimates,934,1952,148.746
estimates,934,1953,150.483
estimates,934,1954,151.444
estimates,934,1955,151.797
estimates,934,1956,153.806
estimates,934,1957,154.74
estimates,934,1958,155.212
estimates,934,1959,155.737
estimates,934,1960,156.505
estimates,934,1961,157.438
estimates,934,1962,158.91
estimates,934,1963,160.641
estimates,934,1964,162.255
estimates,934,1965,163.65
estimates,934,1966,166.238
estimates,934,1967,168.419
estimates,934,1968,170.248
estimates,934,1969,171.818
estimates,934,1970,173.11
estimates,934,1971,174.758
estimates,934,1972,175.871
estimates,934,1973,176.397
estimates,934,1974,176.175
estimates,934,1975,175.14
estimates,934,1976,173.784
estimates,934,1977,171.643
estimates,934,1978,169.025
estimates,934,1979,166.363
estimates,934,1980,163.918
estimates,934,1981,161.9
estimates,934,1982,160.165
estimates,934,1983,158.516
estimates,934,1984,156.699
estimates,934,1985,154.627
estimates,934,1986,153.111
estimates,934,1987,151.329
estimates,934,1988,149.306
estimates,934,1989,147.016
estimates,934,1990,144.436
estimates,934,1991,142.282
estimates,934,1992,139.57
estimates,934,1993,136.575
estimates,934,1994,133.615
estimates,934,1995,130.84
estimates,934,1996,127.997
estimates,934,1997,125.436
estimates,934,1998,123.069
estimates,934,1999,120.788
estimates,934,2000,118.577
estimates,934,2001,116.872
estimates,934,2002,115.258
estimates,934,2003,113.662
estimates,934,2004,112.017
estimates,934,2005,110.288
estimates,934,2006,108.739
estimates,934,2007,107.036
estimates,934,2008,105.212
estimates,934,2009,103.289
estimates,934,2010,101.302
estimates,934,2011,99.457
estimates,934,2012,97.548
estimates,934,2013,95.675
estimates,934,2014,93.947
estimates,934,2015,92.429
medium_variant,934,2015,92.429
medium_variant,934,2016,91.315
medium_variant,934,2017,90.321
medium_variant,934,2018,89.456
medium_variant,934,2019,88.726
medium_variant,934,2020,88.127
medium_variant,934,2021,87.734
medium_variant,934,2022,87.468
medium_variant,934,2023,87.283
medium_variant,934,2024,87.116
medium_variant,934,2025,86.939
medium_variant,934,2026,86.885
medium_variant,934,2027,86.815
medium_variant,934,2028,86.736
medium_variant,934,2029,86.671
medium_variant,934,2030,86.636
medium_variant,934,2031,86.757
medium_variant,934,2032,86.869
medium_variant,934,2033,86.968
medium_variant,934,2034,87.046
medium_variant,934,2035,87.099
medium_variant,934,2036,87.237
medium_variant,934,2037,87.323
medium_variant,934,2038,87.368
medium_variant,934,2039,87.382
medium_variant,934,2040,87.376
medium_variant,934,2041,87.435
medium_variant,934,2042,87.456
medium_variant,934,2043,87.464
medium_variant,934,2044,87.476
medium_variant,934,2045,87.504
medium_variant,934,2046,87.626
medium_variant,934,2047,87.751
medium_variant,934,2048,87.9
medium_variant,934,2049,88.104
medium_variant,934,2050,88.386
medium_variant,934,2051,88.818
medium_variant,934,2052,89.3
medium_variant,934,2053,89.824
medium_variant,934,2054,90.37
medium_variant,934,2055,90.921
medium_variant,934,2056,91.53
medium_variant,934,2057,92.123
medium_variant,934,2058,92.679
medium_variant,934,2059,93.164
medium_variant,934,2060,93.556
medium_variant,934,2061,93.908
medium_variant,934,2062,94.163
medium_variant,934,2063,94.337
medium_variant,934,2064,94.444
medium_variant,934,2065,94.502
medium_variant,934,2066,94.564
medium_variant,934,2067,94.573
medium_variant,934,2068,94.547
medium_variant,934,2069,94.51
medium_variant,934,2070,94.484
medium_variant,934,2071,94.496
medium_variant,934,2072,94.508
medium_variant,934,2073,94.538
medium_variant,934,2074,94.602
medium_variant,934,2075,94.707
medium_variant,934,2076,94.854
medium_variant,934,2077,95.031
medium_variant,934,2078,95.25
medium_variant,934,2079,95.504
medium_variant,934,2080,95.78
medium_variant,934,2081,96.082
medium_variant,934,2082,96.419
medium_variant,934,2083,96.768
medium_variant,934,2084,97.101
medium_variant,934,2085,97.412
medium_variant,934,2086,97.716
medium_variant,934,2087,98.001
medium_variant,934,2088,98.27
medium_variant,934,2089,98.526
medium_variant,934,2090,98.771
medium_variant,934,2091,98.964
medium_variant,934,2092,99.136
medium_variant,934,2093,99.299
medium_variant,934,2094,99.464
medium_variant,934,2095,99.636
medium_variant,934,2096,99.735
medium_variant,934,2097,99.846
medium_variant,934,2098,99.979
medium_variant,934,2099,100.128
medium_variant,934,2100,100.286
high_variant,934,2015,97.5868097461989
low_variant,934,2015,97.5868097461989
constant_fertility,934,2015,97.5868097461989
instant_replacement,934,2015,97.5868097461989
zero_migration,934,2015,97.5868097461989
constant_mortality,934,2015,97.5868097461989
no_change,934,2015,97.5868097461989
high_variant,934,2020,96.3373728025416
low_variant,934,2020,92.7495474138258
constant_fertility,934,2020,95.2536879614626
instant_replacement,934,2020,93.8958920337057
zero_migration,934,2020,94.5555990069816
constant_mortality,934,2020,94.3391694081002
no_change,934,2020,95.0450704934763
high_variant,934,2025,98.1274402779885
low_variant,934,2025,89.3277007591596
constant_fertility,934,2025,95.7662032685084
instant_replacement,934,2025,92.6767468673504
zero_migration,934,2025,93.7318558947723
constant_mortality,934,2025,93.1234620170874
no_change,934,2025,95.1418799286807
high_variant,934,2030,101.916422138492
low_variant,934,2030,86.9405463855583
constant_fertility,934,2030,98.3586269241106
instant_replacement,934,2030,93.1627491084056
zero_migration,934,2030,94.3973119891391
constant_mortality,934,2030,93.1952830696717
no_change,934,2030,97.0739555346287
high_variant,934,2035,106.484829068465
low_variant,934,2035,85.4108862068797
constant_fertility,934,2035,102.359085935447
instant_replacement,934,2035,94.5722126252314
zero_migration,934,2035,95.8710352593641
constant_mortality,934,2035,93.8087476339609
no_change,934,2035,100.125706174146
high_variant,934,2040,110.315519854423
low_variant,934,2040,82.821902182024
constant_fertility,934,2040,106.076859045706
instant_replacement,934,2040,95.0651446559493
zero_migration,934,2040,96.4337291042553
constant_mortality,934,2040,93.2087973481269
no_change,934,2040,102.614833173995
high_variant,934,2045,110.99722193094
low_variant,934,2045,82.0936816646827
constant_fertility,934,2045,108.80966222871
instant_replacement,934,2045,95.9565677588267
zero_migration,934,2045,96.4584209664948
constant_mortality,934,2045,91.9926607620591
no_change,934,2045,104.059282515192
high_variant,934,2050,112.597739190949
low_variant,934,2050,84.129484718692
constant_fertility,934,2050,113.170989342511
instant_replacement,934,2050,98.4920965802278
zero_migration,934,2050,98.2001394265581
constant_mortality,934,2050,92.4317925503985
no_change,934,2050,107.009472404915
high_variant,934,2055,115.894169236193
low_variant,934,2055,89.0770139417548
constant_fertility,934,2055,119.763718785893
instant_replacement,934,2055,103.126254436389
zero_migration,934,2055,102.033308482672
constant_mortality,934,2055,94.8336002005876
no_change,934,2055,111.995996594959
high_variant,934,2060,117.83760828605
low_variant,934,2060,92.4613776939302
constant_fertility,934,2060,124.674604721869
instant_replacement,934,2060,106.055149954418
zero_migration,934,2060,104.255306144868
constant_mortality,934,2060,95.6336127640954
no_change,934,2060,115.332205795319
high_variant,934,2065,117.596142426997
low_variant,934,2065,94.2471459005119
