variant,region,year,dependencyratio2564
estimates,924,1950,83.98
estimates,924,1951,84.244
estimates,924,1952,84.108
estimates,924,1953,84.242
estimates,924,1954,84.727
estimates,924,1955,85.371
estimates,924,1956,85.604
estimates,924,1957,86.309
estimates,924,1958,87.142
estimates,924,1959,87.872
estimates,924,1960,88.472
estimates,924,1961,89.854
estimates,924,1962,90.959
estimates,924,1963,91.844
estimates,924,1964,92.635
estimates,924,1965,93.378
estimates,924,1966,94.657
estimates,924,1967,95.717
estimates,924,1968,96.568
estimates,924,1969,97.149
estimates,924,1970,97.412
estimates,924,1971,97.578
estimates,924,1972,97.398
estimates,924,1973,96.976
estimates,924,1974,96.487
estimates,924,1975,96.053
estimates,924,1976,96.029
estimates,924,1977,96.09
estimates,924,1978,96.139
estimates,924,1979,96.037
estimates,924,1980,95.703
estimates,924,1981,95.481
estimates,924,1982,95.125
estimates,924,1983,94.618
estimates,924,1984,93.917
estimates,924,1985,93.005
estimates,924,1986,92.278
estimates,924,1987,91.253
estimates,924,1988,90.069
estimates,924,1989,88.892
estimates,924,1990,87.8
estimates,924,1991,86.978
estimates,924,1992,86.193
estimates,924,1993,85.432
estimates,924,1994,84.658
estimates,924,1995,83.854
estimates,924,1996,83.229
estimates,924,1997,82.535
estimates,924,1998,81.808
estimates,924,1999,81.103
estimates,924,2000,80.457
estimates,924,2001,80.251
estimates,924,2002,80.113
estimates,924,2003,79.989
estimates,924,2004,79.817
estimates,924,2005,79.575
estimates,924,2006,79.772
estimates,924,2007,79.9
estimates,924,2008,79.935
estimates,924,2009,79.866
estimates,924,2010,79.714
estimates,924,2011,80.032
estimates,924,2012,80.209
estimates,924,2013,80.348
estimates,924,2014,80.551
estimates,924,2015,80.835
medium_variant,924,2015,80.835
medium_variant,924,2016,81.094
medium_variant,924,2017,81.498
medium_variant,924,2018,81.972
medium_variant,924,2019,82.413
medium_variant,924,2020,82.796
medium_variant,924,2021,83.407
medium_variant,924,2022,83.981
medium_variant,924,2023,84.561
medium_variant,924,2024,85.226
medium_variant,924,2025,86.004
medium_variant,924,2026,86.995
medium_variant,924,2027,88.083
medium_variant,924,2028,89.214
medium_variant,924,2029,90.295
medium_variant,924,2030,91.265
medium_variant,924,2031,92.189
medium_variant,924,2032,93.012
medium_variant,924,2033,93.73
medium_variant,924,2034,94.368
medium_variant,924,2035,94.952
medium_variant,924,2036,95.538
medium_variant,924,2037,96.07
medium_variant,924,2038,96.551
medium_variant,924,2039,96.949
medium_variant,924,2040,97.225
medium_variant,924,2041,97.444
medium_variant,924,2042,97.603
medium_variant,924,2043,97.693
medium_variant,924,2044,97.734
medium_variant,924,2045,97.769
medium_variant,924,2046,97.846
medium_variant,924,2047,97.921
medium_variant,924,2048,98.034
medium_variant,924,2049,98.221
