country,variant,freq,year,lifeexpectancyat80
499,estimates,5yearly,1950,5.0578141
499,estimates,5yearly,1955,5.5281806
499,estimates,5yearly,1960,5.8161764
499,estimates,5yearly,1965,6.0222485
499,estimates,5yearly,1970,6.5855541
499,estimates,5yearly,1975,7.0438271
499,estimates,5yearly,1980,7.2177587
499,estimates,5yearly,1985,7.2895152
499,estimates,5yearly,1990,7.4316447
499,estimates,5yearly,1995,6.4933041
499,estimates,5yearly,2000,6.4522678
499,estimates,5yearly,2005,6.4709829
499,estimates,5yearly,2010,6.839399
499,medium_variant,5yearly,2015,7.1361556
499,medium_variant,5yearly,2020,7.4617554
499,medium_variant,5yearly,2025,7.7810842
499,medium_variant,5yearly,2030,8.0825473
499,medium_variant,5yearly,2035,8.3927044
499,medium_variant,5yearly,2040,8.7150469
499,medium_variant,5yearly,2045,9.0586295
499,medium_variant,5yearly,2050,9.4148205
499,medium_variant,5yearly,2055,9.7720859
499,medium_variant,5yearly,2060,10.107871
499,medium_variant,5yearly,2065,10.424345
499,medium_variant,5yearly,2070,10.742544
499,medium_variant,5yearly,2075,11.052989
499,medium_variant,5yearly,2080,11.360521
499,medium_variant,5yearly,2085,11.675027
499,medium_variant,5yearly,2090,11.99815
499,medium_variant,5yearly,2095,12.372673
