country,variant,freq,year,lifeexpectancyat80
192,estimates,5yearly,1950,5.4496086
192,estimates,5yearly,1955,5.6405874
192,estimates,5yearly,1960,5.8386843
192,estimates,5yearly,1965,6.0568183
192,estimates,5yearly,1970,6.5824116
192,estimates,5yearly,1975,7.4151391
192,estimates,5yearly,1980,7.6198895
192,estimates,5yearly,1985,7.7050241
192,estimates,5yearly,1990,7.7467785
192,estimates,5yearly,1995,8.0116668
192,estimates,5yearly,2000,8.2252306
192,estimates,5yearly,2005,9.5496462
192,estimates,5yearly,2010,9.7628149
192,medium_variant,5yearly,2015,10.065653
192,medium_variant,5yearly,2020,10.305337
192,medium_variant,5yearly,2025,10.62853
192,medium_variant,5yearly,2030,10.954552
192,medium_variant,5yearly,2035,11.29087
192,medium_variant,5yearly,2040,11.620978
192,medium_variant,5yearly,2045,11.92671
192,medium_variant,5yearly,2050,12.216063
192,medium_variant,5yearly,2055,12.497698
192,medium_variant,5yearly,2060,12.771151
192,medium_variant,5yearly,2065,13.047385
192,medium_variant,5yearly,2070,13.322855
192,medium_variant,5yearly,2075,13.60913
192,medium_variant,5yearly,2080,13.887133
192,medium_variant,5yearly,2085,14.182957
192,medium_variant,5yearly,2090,14.483252
192,medium_variant,5yearly,2095,14.786485
