country,variant,freq,year,lifeexpectancyat80
562,estimates,5yearly,1950,3.270677
562,estimates,5yearly,1955,3.3187896
562,estimates,5yearly,1960,3.3866297
562,estimates,5yearly,1965,3.437979
562,estimates,5yearly,1970,3.5590321
562,estimates,5yearly,1975,3.7531764
562,estimates,5yearly,1980,4.0619135
562,estimates,5yearly,1985,4.3463088
562,estimates,5yearly,1990,4.4856592
562,estimates,5yearly,1995,4.5157887
562,estimates,5yearly,2000,4.5442582
562,estimates,5yearly,2005,4.6059124
562,estimates,5yearly,2010,4.8310114
562,medium_variant,5yearly,2015,4.8989828
562,medium_variant,5yearly,2020,5.0004466
562,medium_variant,5yearly,2025,5.0871338
562,medium_variant,5yearly,2030,5.1671121
562,medium_variant,5yearly,2035,5.2555115
562,medium_variant,5yearly,2040,5.3479387
562,medium_variant,5yearly,2045,5.476755
562,medium_variant,5yearly,2050,5.6156808
562,medium_variant,5yearly,2055,5.7469326
562,medium_variant,5yearly,2060,5.886243
562,medium_variant,5yearly,2065,6.0317124
562,medium_variant,5yearly,2070,6.2333192
562,medium_variant,5yearly,2075,6.4321708
562,medium_variant,5yearly,2080,6.6265742
562,medium_variant,5yearly,2085,6.8262013
562,medium_variant,5yearly,2090,7.0377864
562,medium_variant,5yearly,2095,7.260848
