country,variant,freq,year,lifeexpectancyat80
308,estimates,5yearly,1950,4.2835565
308,estimates,5yearly,1955,4.4538194
308,estimates,5yearly,1960,4.6201672
308,estimates,5yearly,1965,4.7873667
308,estimates,5yearly,1970,4.9614896
308,estimates,5yearly,1975,5.136985
308,estimates,5yearly,1980,5.3217626
308,estimates,5yearly,1985,5.5092425
308,estimates,5yearly,1990,5.7037798
308,estimates,5yearly,1995,5.9214168
308,estimates,5yearly,2000,6.2447761
308,estimates,5yearly,2005,6.5772563
308,estimates,5yearly,2010,6.9429104
308,medium_variant,5yearly,2015,7.1389215
308,medium_variant,5yearly,2020,7.3197979
308,medium_variant,5yearly,2025,7.4959722
308,medium_variant,5yearly,2030,7.6586157
308,medium_variant,5yearly,2035,7.8378803
308,medium_variant,5yearly,2040,8.0321953
308,medium_variant,5yearly,2045,8.2390955
308,medium_variant,5yearly,2050,8.4345809
308,medium_variant,5yearly,2055,8.6461257
308,medium_variant,5yearly,2060,8.8861525
308,medium_variant,5yearly,2065,9.134468
308,medium_variant,5yearly,2070,9.3936172
308,medium_variant,5yearly,2075,9.6631501
308,medium_variant,5yearly,2080,9.9355337
308,medium_variant,5yearly,2085,10.227874
308,medium_variant,5yearly,2090,10.50229
308,medium_variant,5yearly,2095,10.775865
