country,variant,freq,year,lifeexpectancyat80
858,estimates,5yearly,1950,6.344845
858,estimates,5yearly,1955,6.4484403
858,estimates,5yearly,1960,6.5872725
858,estimates,5yearly,1965,6.6311388
858,estimates,5yearly,1970,6.6718799
858,estimates,5yearly,1975,6.6129416
858,estimates,5yearly,1980,6.9160692
858,estimates,5yearly,1985,7.2625559
858,estimates,5yearly,1990,7.6367399
858,estimates,5yearly,1995,7.9058169
858,estimates,5yearly,2000,7.9962521
858,estimates,5yearly,2005,8.9688223
858,estimates,5yearly,2010,9.3081119
858,medium_variant,5yearly,2015,9.5550107
858,medium_variant,5yearly,2020,9.728606
858,medium_variant,5yearly,2025,9.8960493
858,medium_variant,5yearly,2030,10.070212
858,medium_variant,5yearly,2035,10.256536
858,medium_variant,5yearly,2040,10.462246
858,medium_variant,5yearly,2045,10.674895
858,medium_variant,5yearly,2050,10.898094
858,medium_variant,5yearly,2055,11.11699
858,medium_variant,5yearly,2060,11.324329
858,medium_variant,5yearly,2065,11.527297
858,medium_variant,5yearly,2070,11.743751
858,medium_variant,5yearly,2075,11.96295
858,medium_variant,5yearly,2080,12.195198
858,medium_variant,5yearly,2085,12.432232
858,medium_variant,5yearly,2090,12.688194
858,medium_variant,5yearly,2095,12.952711
858,estimates,5yearly,Regi,Uruguay
858,medium_variant,5yearly,Regi,Uruguay
