country,variant,freq,year,lifeexpectancyat80
800,estimates,5yearly,1950,4.510769
800,estimates,5yearly,1955,4.7328845
800,estimates,5yearly,1960,4.9698809
800,estimates,5yearly,1965,5.1526396
800,estimates,5yearly,1970,5.215565
800,estimates,5yearly,1975,5.2241861
800,estimates,5yearly,1980,5.2357593
800,estimates,5yearly,1985,5.2736223
800,estimates,5yearly,1990,5.4080443
800,estimates,5yearly,1995,5.5209261
800,estimates,5yearly,2000,5.7584046
800,estimates,5yearly,2005,5.9397638
800,estimates,5yearly,2010,6.0295327
800,medium_variant,5yearly,2015,6.0910223
800,medium_variant,5yearly,2020,6.2093841
800,medium_variant,5yearly,2025,6.319871
800,medium_variant,5yearly,2030,6.4249075
800,medium_variant,5yearly,2035,6.5428576
800,medium_variant,5yearly,2040,6.6563728
800,medium_variant,5yearly,2045,6.8300078
800,medium_variant,5yearly,2050,7.0086175
800,medium_variant,5yearly,2055,7.1985462
800,medium_variant,5yearly,2060,7.4181737
800,medium_variant,5yearly,2065,7.6600494
800,medium_variant,5yearly,2070,7.8925379
800,medium_variant,5yearly,2075,8.1199599
800,medium_variant,5yearly,2080,8.3371852
800,medium_variant,5yearly,2085,8.5469161
800,medium_variant,5yearly,2090,8.7515222
800,medium_variant,5yearly,2095,8.9514228
