country,variant,freq,year,lifeexpectancyat80
776,estimates,5yearly,1950,5.5438988
776,estimates,5yearly,1955,5.6726428
776,estimates,5yearly,1960,5.8184057
776,estimates,5yearly,1965,5.9666934
776,estimates,5yearly,1970,6.1372135
776,estimates,5yearly,1975,6.2851465
776,estimates,5yearly,1980,6.4356342
776,estimates,5yearly,1985,6.572909
776,estimates,5yearly,1990,6.6442333
776,estimates,5yearly,1995,6.7541668
776,estimates,5yearly,2000,6.9413814
776,estimates,5yearly,2005,7.1376272
776,estimates,5yearly,2010,7.3243817
776,medium_variant,5yearly,2015,7.4967108
776,medium_variant,5yearly,2020,7.6645156
776,medium_variant,5yearly,2025,7.8738262
776,medium_variant,5yearly,2030,8.1054591
776,medium_variant,5yearly,2035,8.3259208
776,medium_variant,5yearly,2040,8.5356204
776,medium_variant,5yearly,2045,8.7510761
776,medium_variant,5yearly,2050,8.9744256
776,medium_variant,5yearly,2055,9.2212147
776,medium_variant,5yearly,2060,9.4673452
776,medium_variant,5yearly,2065,9.7072738
776,medium_variant,5yearly,2070,9.9505085
776,medium_variant,5yearly,2075,10.203214
776,medium_variant,5yearly,2080,10.473763
776,medium_variant,5yearly,2085,10.753993
776,medium_variant,5yearly,2090,11.054159
776,medium_variant,5yearly,2095,11.339809
776,estimates,5yearly,Regi,Tonga
776,medium_variant,5yearly,Regi,Tonga
