country,variant,freq,year,lifeexpectancyat80
8,estimates,5yearly,1950,6.278186
8,estimates,5yearly,1955,6.5913671
8,estimates,5yearly,1960,7.0427536
8,estimates,5yearly,1965,6.4322266
8,estimates,5yearly,1970,6.0210648
8,estimates,5yearly,1975,6.0768124
8,estimates,5yearly,1980,6.1182997
8,estimates,5yearly,1985,6.2470235
8,estimates,5yearly,1990,5.9218375
8,estimates,5yearly,1995,6.1194495
8,estimates,5yearly,2000,6.6494394
8,estimates,5yearly,2005,6.6470538
8,estimates,5yearly,2010,7.4423464
8,medium_variant,5yearly,2015,7.6991716
8,medium_variant,5yearly,2020,8.0027173
8,medium_variant,5yearly,2025,8.3177836
8,medium_variant,5yearly,2030,8.6512756
8,medium_variant,5yearly,2035,9.0050923
8,medium_variant,5yearly,2040,9.3695486
8,medium_variant,5yearly,2045,9.7418117
8,medium_variant,5yearly,2050,10.117498
8,medium_variant,5yearly,2055,10.459678
8,medium_variant,5yearly,2060,10.779632
8,medium_variant,5yearly,2065,11.075327
8,medium_variant,5yearly,2070,11.354555
8,medium_variant,5yearly,2075,11.666082
8,medium_variant,5yearly,2080,12.000233
8,medium_variant,5yearly,2085,12.340742
8,medium_variant,5yearly,2090,12.695544
8,medium_variant,5yearly,2095,13.055799
