country,variant,freq,year,lifeexpectancyat80
426,estimates,5yearly,1950,4.6794688
426,estimates,5yearly,1955,4.8311612
426,estimates,5yearly,1960,4.9593807
426,estimates,5yearly,1965,4.9901714
426,estimates,5yearly,1970,5.0371874
426,estimates,5yearly,1975,5.1206855
426,estimates,5yearly,1980,5.2195509
426,estimates,5yearly,1985,5.2868761
426,estimates,5yearly,1990,5.4454963
426,estimates,5yearly,1995,5.4632932
426,estimates,5yearly,2000,5.4209499
426,estimates,5yearly,2005,5.4858345
426,estimates,5yearly,2010,5.5457187
426,medium_variant,5yearly,2015,5.6300775
426,medium_variant,5yearly,2020,5.6928879
426,medium_variant,5yearly,2025,5.775522
426,medium_variant,5yearly,2030,5.8846646
426,medium_variant,5yearly,2035,6.0368094
426,medium_variant,5yearly,2040,6.2102714
426,medium_variant,5yearly,2045,6.3642323
426,medium_variant,5yearly,2050,6.5509431
426,medium_variant,5yearly,2055,6.7323834
426,medium_variant,5yearly,2060,6.9578904
426,medium_variant,5yearly,2065,7.1945895
426,medium_variant,5yearly,2070,7.4230652
426,medium_variant,5yearly,2075,7.6612265
426,medium_variant,5yearly,2080,7.8960165
426,medium_variant,5yearly,2085,8.1206564
426,medium_variant,5yearly,2090,8.340319
426,medium_variant,5yearly,2095,8.5666409
426,estimates,5yearly,Regi,Lesotho
426,medium_variant,5yearly,Regi,Lesotho
