country,variant,freq,year,lifeexpectancyat80
528,estimates,5yearly,1950,5.9813273
528,estimates,5yearly,1955,6.0656908
528,estimates,5yearly,1960,6.320969
528,estimates,5yearly,1965,6.5377573
528,estimates,5yearly,1970,6.678887
528,estimates,5yearly,1975,7.1413174
528,estimates,5yearly,1980,7.4508009
528,estimates,5yearly,1985,7.5654939
528,estimates,5yearly,1990,7.6124572
528,estimates,5yearly,1995,7.6975981
528,estimates,5yearly,2000,7.8867296
528,estimates,5yearly,2005,8.4262197
528,estimates,5yearly,2010,8.8314596
528,medium_variant,5yearly,2015,9.0774746
528,medium_variant,5yearly,2020,9.349251
528,medium_variant,5yearly,2025,9.6433357
528,medium_variant,5yearly,2030,9.936302
528,medium_variant,5yearly,2035,10.210396
528,medium_variant,5yearly,2040,10.473477
528,medium_variant,5yearly,2045,10.731869
528,medium_variant,5yearly,2050,10.989675
528,medium_variant,5yearly,2055,11.256445
528,medium_variant,5yearly,2060,11.523327
528,medium_variant,5yearly,2065,11.79114
528,medium_variant,5yearly,2070,12.067572
528,medium_variant,5yearly,2075,12.34581
528,medium_variant,5yearly,2080,12.637416
528,medium_variant,5yearly,2085,12.938292
528,medium_variant,5yearly,2090,13.25338
528,medium_variant,5yearly,2095,13.56047
528,estimates,5yearly,Regi,Netherlands
528,medium_variant,5yearly,Regi,Netherlands
