country,variant,freq,year,lifeexpectancyat80
840,estimates,5yearly,1950,6.5872069
840,estimates,5yearly,1955,6.6375122
840,estimates,5yearly,1960,6.7054178
840,estimates,5yearly,1965,6.9076606
840,estimates,5yearly,1970,7.2714309
840,estimates,5yearly,1975,7.8343143
840,estimates,5yearly,1980,8.049719
840,estimates,5yearly,1985,8.1510152
840,estimates,5yearly,1990,8.3794918
840,estimates,5yearly,1995,8.2992978
840,estimates,5yearly,2000,8.4064586
840,estimates,5yearly,2005,8.9063622
840,estimates,5yearly,2010,9.2444413
840,medium_variant,5yearly,2015,9.4639085
840,medium_variant,5yearly,2020,9.7033218
840,medium_variant,5yearly,2025,9.9499712
840,medium_variant,5yearly,2030,10.200467
840,medium_variant,5yearly,2035,10.458249
840,medium_variant,5yearly,2040,10.715076
840,medium_variant,5yearly,2045,10.96654
840,medium_variant,5yearly,2050,11.203292
840,medium_variant,5yearly,2055,11.43138
840,medium_variant,5yearly,2060,11.64817
840,medium_variant,5yearly,2065,11.868739
840,medium_variant,5yearly,2070,12.081643
840,medium_variant,5yearly,2075,12.30284
840,medium_variant,5yearly,2080,12.528401
840,medium_variant,5yearly,2085,12.756094
840,medium_variant,5yearly,2090,12.995259
840,medium_variant,5yearly,2095,13.231234
840,estimates,5yearly,Regi,United States of America
840,medium_variant,5yearly,Regi,United States of America
