country,variant,freq,year,lifeexpectancyat80
233,estimates,5yearly,1950,5.9463901
233,estimates,5yearly,1955,6.0451358
233,estimates,5yearly,1960,6.0810521
233,estimates,5yearly,1965,6.1687131
233,estimates,5yearly,1970,6.293435
233,estimates,5yearly,1975,6.2083636
233,estimates,5yearly,1980,6.2993745
233,estimates,5yearly,1985,6.3287702
233,estimates,5yearly,1990,6.3739026
233,estimates,5yearly,1995,6.8502237
233,estimates,5yearly,2000,7.1937446
233,estimates,5yearly,2005,7.6064697
233,estimates,5yearly,2010,8.3244823
233,medium_variant,5yearly,2015,8.6403581
233,medium_variant,5yearly,2020,8.9338736
233,medium_variant,5yearly,2025,9.2127102
233,medium_variant,5yearly,2030,9.4930873
233,medium_variant,5yearly,2035,9.7717862
233,medium_variant,5yearly,2040,10.045454
233,medium_variant,5yearly,2045,10.3042
233,medium_variant,5yearly,2050,10.552159
233,medium_variant,5yearly,2055,10.798577
233,medium_variant,5yearly,2060,11.049359
233,medium_variant,5yearly,2065,11.307488
233,medium_variant,5yearly,2070,11.57005
233,medium_variant,5yearly,2075,11.841759
233,medium_variant,5yearly,2080,12.128568
233,medium_variant,5yearly,2085,12.419528
233,medium_variant,5yearly,2090,12.715348
233,medium_variant,5yearly,2095,13.020357
233,estimates,5yearly,Regi,Estonia
233,medium_variant,5yearly,Regi,Estonia
