country,variant,freq,year,lifeexpectancyat80
52,estimates,5yearly,1950,5.3894752
52,estimates,5yearly,1955,5.4907117
52,estimates,5yearly,1960,5.6178634
52,estimates,5yearly,1965,5.7538117
52,estimates,5yearly,1970,5.8435749
52,estimates,5yearly,1975,5.9472197
52,estimates,5yearly,1980,6.0658383
52,estimates,5yearly,1985,6.1459043
52,estimates,5yearly,1990,6.2322064
52,estimates,5yearly,1995,6.3327536
52,estimates,5yearly,2000,6.4381014
52,estimates,5yearly,2005,6.5460918
52,estimates,5yearly,2010,6.7006189
52,medium_variant,5yearly,2015,6.9314996
52,medium_variant,5yearly,2020,7.1931991
52,medium_variant,5yearly,2025,7.456549
52,medium_variant,5yearly,2030,7.7435459
52,medium_variant,5yearly,2035,8.0391374
52,medium_variant,5yearly,2040,8.3538558
52,medium_variant,5yearly,2045,8.6672743
52,medium_variant,5yearly,2050,8.9816628
52,medium_variant,5yearly,2055,9.3130672
52,medium_variant,5yearly,2060,9.6571001
52,medium_variant,5yearly,2065,10.000739
52,medium_variant,5yearly,2070,10.342659
52,medium_variant,5yearly,2075,10.674085
52,medium_variant,5yearly,2080,10.988469
52,medium_variant,5yearly,2085,11.296277
52,medium_variant,5yearly,2090,11.608726
52,medium_variant,5yearly,2095,11.927921
52,estimates,5yearly,Regi,Barbados
52,medium_variant,5yearly,Regi,Barbados
