country,variant,freq,year,lifeexpectancyat80
894,estimates,5yearly,1950,4.6733802
894,estimates,5yearly,1955,4.8493704
894,estimates,5yearly,1960,5.0170189
894,estimates,5yearly,1965,5.1288061
894,estimates,5yearly,1970,5.2651025
894,estimates,5yearly,1975,5.3558574
894,estimates,5yearly,1980,5.3881925
894,estimates,5yearly,1985,5.3878875
894,estimates,5yearly,1990,5.4106409
894,estimates,5yearly,1995,5.5239075
894,estimates,5yearly,2000,5.8629776
894,estimates,5yearly,2005,6.0464568
894,estimates,5yearly,2010,6.1666633
894,medium_variant,5yearly,2015,6.2875882
894,medium_variant,5yearly,2020,6.3898779
894,medium_variant,5yearly,2025,6.5008975
894,medium_variant,5yearly,2030,6.6208182
894,medium_variant,5yearly,2035,6.7745692
894,medium_variant,5yearly,2040,6.9434933
894,medium_variant,5yearly,2045,7.1123898
894,medium_variant,5yearly,2050,7.3515698
894,medium_variant,5yearly,2055,7.6042651
894,medium_variant,5yearly,2060,7.8757281
894,medium_variant,5yearly,2065,8.1377054
894,medium_variant,5yearly,2070,8.3878982
894,medium_variant,5yearly,2075,8.6403942
894,medium_variant,5yearly,2080,8.8755549
894,medium_variant,5yearly,2085,9.1026735
894,medium_variant,5yearly,2090,9.3241651
894,medium_variant,5yearly,2095,9.543285
894,estimates,5yearly,Regi,Zambia
894,medium_variant,5yearly,Regi,Zambia
