country,variant,freq,year,lifeexpectancyat80
276,estimates,5yearly,1950,5.4038359
276,estimates,5yearly,1955,5.4860402
276,estimates,5yearly,1960,5.6031506
276,estimates,5yearly,1965,5.679893
276,estimates,5yearly,1970,5.8209689
276,estimates,5yearly,1975,6.0819549
276,estimates,5yearly,1980,6.3971801
276,estimates,5yearly,1985,6.7775309
276,estimates,5yearly,1990,7.2465502
276,estimates,5yearly,1995,7.7299009
276,estimates,5yearly,2000,8.1498577
276,estimates,5yearly,2005,8.4582153
276,estimates,5yearly,2010,8.650484
276,medium_variant,5yearly,2015,8.8996598
276,medium_variant,5yearly,2020,9.1935316
276,medium_variant,5yearly,2025,9.5079104
276,medium_variant,5yearly,2030,9.8262015
276,medium_variant,5yearly,2035,10.120235
276,medium_variant,5yearly,2040,10.404813
276,medium_variant,5yearly,2045,10.681405
276,medium_variant,5yearly,2050,10.965571
276,medium_variant,5yearly,2055,11.253508
276,medium_variant,5yearly,2060,11.5442
276,medium_variant,5yearly,2065,11.83375
276,medium_variant,5yearly,2070,12.135551
276,medium_variant,5yearly,2075,12.444379
276,medium_variant,5yearly,2080,12.753932
276,medium_variant,5yearly,2085,13.083342
276,medium_variant,5yearly,2090,13.413078
276,medium_variant,5yearly,2095,13.759426
