country,variant,freq,year,lifeexpectancyat80
620,estimates,5yearly,1950,5.7871453
620,estimates,5yearly,1955,5.6615099
620,estimates,5yearly,1960,5.8503923
620,estimates,5yearly,1965,5.8154144
620,estimates,5yearly,1970,5.9362901
620,estimates,5yearly,1975,6.171701
620,estimates,5yearly,1980,6.5896971
620,estimates,5yearly,1985,6.9566283
620,estimates,5yearly,1990,7.1503465
620,estimates,5yearly,1995,7.4221626
620,estimates,5yearly,2000,7.8197
620,estimates,5yearly,2005,8.2944378
620,estimates,5yearly,2010,8.6742305
620,medium_variant,5yearly,2015,8.9840064
620,medium_variant,5yearly,2020,9.322725
620,medium_variant,5yearly,2025,9.6414715
620,medium_variant,5yearly,2030,9.9343618
620,medium_variant,5yearly,2035,10.222834
620,medium_variant,5yearly,2040,10.511714
620,medium_variant,5yearly,2045,10.811188
620,medium_variant,5yearly,2050,11.104911
620,medium_variant,5yearly,2055,11.410144
620,medium_variant,5yearly,2060,11.719721
620,medium_variant,5yearly,2065,12.031135
620,medium_variant,5yearly,2070,12.351825
620,medium_variant,5yearly,2075,12.677157
620,medium_variant,5yearly,2080,13.009992
620,medium_variant,5yearly,2085,13.348479
620,medium_variant,5yearly,2090,13.691348
620,medium_variant,5yearly,2095,14.051567
620,estimates,5yearly,Regi,Portugal
620,medium_variant,5yearly,Regi,Portugal
