country,variant,freq,year,mortality15to50per1000aliveat15
616,estimates,5yearly,1950,132.097583335365
616,estimates,5yearly,1955,94.2046797226587
616,estimates,5yearly,1960,75.2058937597456
616,estimates,5yearly,1965,71.2604243638162
616,estimates,5yearly,1970,72.3314896534766
616,estimates,5yearly,1975,79.53416773343
616,estimates,5yearly,1980,78.1683212961507
616,estimates,5yearly,1985,79.5927863381965
616,estimates,5yearly,1990,81.9989674670415
616,estimates,5yearly,1995,73.3090418443609
616,estimates,5yearly,2000,61.7435874851067
616,estimates,5yearly,2005,58.3365929325758
616,estimates,5yearly,2010,49.1744075688918
616,medium_variant,5yearly,2015,45.8860011717687
616,medium_variant,5yearly,2020,42.2379424167637
616,medium_variant,5yearly,2025,38.2806995843938
616,medium_variant,5yearly,2030,34.5014727585919
616,medium_variant,5yearly,2035,30.9406457961936
616,medium_variant,5yearly,2040,27.7395349546899
616,medium_variant,5yearly,2045,25.1057239169018
616,medium_variant,5yearly,2050,22.8984874618665
616,medium_variant,5yearly,2055,20.9767539979598
616,medium_variant,5yearly,2060,19.2849867943383
616,medium_variant,5yearly,2065,17.7036521235983
616,medium_variant,5yearly,2070,16.265686670947
616,medium_variant,5yearly,2075,14.9174813267599
616,medium_variant,5yearly,2080,13.6695581862094
616,medium_variant,5yearly,2085,12.5345653245865
616,medium_variant,5yearly,2090,11.4631655480177
616,medium_variant,5yearly,2095,10.2506660344786
