country,variant,freq,year,mortality15to50per1000aliveat15
428,estimates,5yearly,1950,121.080580433497
428,estimates,5yearly,1955,96.3585919459546
428,estimates,5yearly,1960,87.0938591361372
428,estimates,5yearly,1965,92.6344752056266
428,estimates,5yearly,1970,103.298949803065
428,estimates,5yearly,1975,112.96290202375
428,estimates,5yearly,1980,117.055787215612
428,estimates,5yearly,1985,94.5661993572976
428,estimates,5yearly,1990,136.273261683342
428,estimates,5yearly,1995,126.265543387358
428,estimates,5yearly,2000,105.010838388988
428,estimates,5yearly,2005,98.3701316773472
428,estimates,5yearly,2010,76.1238792633815
428,medium_variant,5yearly,2015,69.6542913153922
428,medium_variant,5yearly,2020,65.1324790045075
428,medium_variant,5yearly,2025,60.5869535594743
428,medium_variant,5yearly,2030,56.0800282884361
428,medium_variant,5yearly,2035,51.5248563619862
428,medium_variant,5yearly,2040,47.1246870994918
428,medium_variant,5yearly,2045,42.4528513248255
428,medium_variant,5yearly,2050,38.0260248729185
428,medium_variant,5yearly,2055,34.0152101426228
428,medium_variant,5yearly,2060,30.5168756149551
428,medium_variant,5yearly,2065,27.5580272899334
428,medium_variant,5yearly,2070,25.0738782146644
428,medium_variant,5yearly,2075,22.891306452408
428,medium_variant,5yearly,2080,20.9286000462221
428,medium_variant,5yearly,2085,19.151917972223
428,medium_variant,5yearly,2090,17.5025491529951
428,medium_variant,5yearly,2095,16.0026921316371
