country,variant,freq,year,mortality15to50per1000aliveat15
678,estimates,5yearly,1950,260.86101082374
678,estimates,5yearly,1955,242.120450309967
678,estimates,5yearly,1960,218.935692977388
678,estimates,5yearly,1965,198.649975386716
678,estimates,5yearly,1970,176.090955051304
678,estimates,5yearly,1975,155.02632920661
678,estimates,5yearly,1980,152.105782334947
678,estimates,5yearly,1985,146.008397865533
678,estimates,5yearly,1990,140.123609344405
678,estimates,5yearly,1995,134.708173220258
678,estimates,5yearly,2000,129.441483622485
678,estimates,5yearly,2005,118.216335243356
678,estimates,5yearly,2010,113.961806991294
678,medium_variant,5yearly,2015,109.330611114213
678,medium_variant,5yearly,2020,104.826680124228
678,medium_variant,5yearly,2025,100.719067670895
678,medium_variant,5yearly,2030,96.7694259852274
678,medium_variant,5yearly,2035,93.0570523372446
678,medium_variant,5yearly,2040,89.3021895051592
678,medium_variant,5yearly,2045,85.9742130711894
678,medium_variant,5yearly,2050,82.7218735135103
678,medium_variant,5yearly,2055,79.7121537762542
678,medium_variant,5yearly,2060,76.6279160545347
678,medium_variant,5yearly,2065,73.5422955678705
678,medium_variant,5yearly,2070,70.4773962015434
678,medium_variant,5yearly,2075,67.420807350568
678,medium_variant,5yearly,2080,64.3989765212442
678,medium_variant,5yearly,2085,61.3623415646896
678,medium_variant,5yearly,2090,58.2975424070512
678,medium_variant,5yearly,2095,55.0892327622553
