country,variant,freq,year,mortality15to50per1000aliveat15
144,estimates,5yearly,1950,176.559783145641
144,estimates,5yearly,1955,145.715109321693
144,estimates,5yearly,1960,140.287157289664
144,estimates,5yearly,1965,120.512898390771
144,estimates,5yearly,1970,112.173749759311
144,estimates,5yearly,1975,103.146292802192
144,estimates,5yearly,1980,93.7982533827204
144,estimates,5yearly,1985,111.920227350901
144,estimates,5yearly,1990,103.763313112723
144,estimates,5yearly,1995,114.220677917691
144,estimates,5yearly,2000,78.2485827268921
144,estimates,5yearly,2005,70.4514905202773
144,estimates,5yearly,2010,73.2159986598952
144,medium_variant,5yearly,2015,68.3015165748883
144,medium_variant,5yearly,2020,62.4194200143641
144,medium_variant,5yearly,2025,56.8796313609129
144,medium_variant,5yearly,2030,51.318186337767
144,medium_variant,5yearly,2035,46.4172078833215
144,medium_variant,5yearly,2040,41.7970289175759
144,medium_variant,5yearly,2045,37.4382096900161
144,medium_variant,5yearly,2050,33.3531700474485
144,medium_variant,5yearly,2055,29.7895227448554
144,medium_variant,5yearly,2060,26.7199112632002
144,medium_variant,5yearly,2065,24.0655751973585
144,medium_variant,5yearly,2070,21.7248297008887
144,medium_variant,5yearly,2075,19.6699098544102
144,medium_variant,5yearly,2080,17.8518293738664
144,medium_variant,5yearly,2085,16.1670658479064
144,medium_variant,5yearly,2090,14.6509566119656
144,medium_variant,5yearly,2095,13.2745090685185
