country,variant,freq,year,mortality15to50per1000aliveat15
320,estimates,5yearly,1950,288.62282311357
320,estimates,5yearly,1955,255.771311254127
320,estimates,5yearly,1960,229.251795966882
320,estimates,5yearly,1965,202.575605144328
320,estimates,5yearly,1970,181.492667720531
320,estimates,5yearly,1975,178.517839260322
320,estimates,5yearly,1980,174.866387033759
320,estimates,5yearly,1985,162.17673705487
320,estimates,5yearly,1990,148.334166754453
320,estimates,5yearly,1995,131.8588983845
320,estimates,5yearly,2000,120.502151454162
320,estimates,5yearly,2005,113.274296208594
320,estimates,5yearly,2010,101.900751932014
320,medium_variant,5yearly,2015,96.1543183145528
320,medium_variant,5yearly,2020,88.86975226851
320,medium_variant,5yearly,2025,81.7519974403181
320,medium_variant,5yearly,2030,74.7990833720822
320,medium_variant,5yearly,2035,67.2861509875024
320,medium_variant,5yearly,2040,60.264295808134
320,medium_variant,5yearly,2045,53.6289856912205
320,medium_variant,5yearly,2050,47.5895323393558
320,medium_variant,5yearly,2055,42.013715759206
320,medium_variant,5yearly,2060,37.1074779886551
320,medium_variant,5yearly,2065,32.8940119921008
320,medium_variant,5yearly,2070,29.3017709128049
320,medium_variant,5yearly,2075,26.1445358354458
320,medium_variant,5yearly,2080,23.3664901131382
320,medium_variant,5yearly,2085,20.9007636153978
320,medium_variant,5yearly,2090,18.7088776103347
320,medium_variant,5yearly,2095,16.7404951938291
320,estimates,5yearly,Regi,Guatemala
320,medium_variant,5yearly,Regi,Guatemala
