country,variant,freq,year,mortality15to50per1000aliveat15
686,estimates,5yearly,1950,361.680856666768
686,estimates,5yearly,1955,336.902628677756
686,estimates,5yearly,1960,321.917863281305
686,estimates,5yearly,1965,320.2542864432
686,estimates,5yearly,1970,292.8079667606
686,estimates,5yearly,1975,239.392494393027
686,estimates,5yearly,1980,196.565127156449
686,estimates,5yearly,1985,156.463013551341
686,estimates,5yearly,1990,145.094791767641
686,estimates,5yearly,1995,148.41343246361
686,estimates,5yearly,2000,148.198976659421
686,estimates,5yearly,2005,131.498608784559
686,estimates,5yearly,2010,109.980553964195
686,medium_variant,5yearly,2015,96.6219969579528
686,medium_variant,5yearly,2020,86.550568375116
686,medium_variant,5yearly,2025,78.2460223513216
686,medium_variant,5yearly,2030,70.9941313279375
686,medium_variant,5yearly,2035,64.8138247603011
686,medium_variant,5yearly,2040,61.1743255819196
686,medium_variant,5yearly,2045,57.9284009811051
686,medium_variant,5yearly,2050,54.7507540871435
686,medium_variant,5yearly,2055,51.5785784651295
686,medium_variant,5yearly,2060,48.5742132766942
686,medium_variant,5yearly,2065,45.613535393669
686,medium_variant,5yearly,2070,42.423392441329
686,medium_variant,5yearly,2075,39.4198054304137
686,medium_variant,5yearly,2080,36.5438624784668
686,medium_variant,5yearly,2085,33.7649769220384
686,medium_variant,5yearly,2090,31.2087406162711
686,medium_variant,5yearly,2095,28.7609576079992
686,estimates,5yearly,Regi,Senegal
686,medium_variant,5yearly,Regi,Senegal
