country,variant,freq,year,mortality15to50per1000aliveat15
598,estimates,5yearly,1950,428.995710875765
598,estimates,5yearly,1955,394.617886004979
598,estimates,5yearly,1960,374.711444392079
598,estimates,5yearly,1965,323.823603054068
598,estimates,5yearly,1970,282.204309869358
598,estimates,5yearly,1975,236.429519126416
598,estimates,5yearly,1980,192.971689142852
598,estimates,5yearly,1985,184.021135978163
598,estimates,5yearly,1990,166.259330639903
598,estimates,5yearly,1995,152.375570419586
598,estimates,5yearly,2000,137.159308661008
598,estimates,5yearly,2005,120.43642442473
598,estimates,5yearly,2010,113.704164362435
598,medium_variant,5yearly,2015,107.154537511223
598,medium_variant,5yearly,2020,100.954289100161
598,medium_variant,5yearly,2025,95.2867251644781
598,medium_variant,5yearly,2030,91.0413312392647
598,medium_variant,5yearly,2035,87.0921402563175
598,medium_variant,5yearly,2040,83.142569681385
598,medium_variant,5yearly,2045,79.4079561291454
598,medium_variant,5yearly,2050,75.8068773453274
598,medium_variant,5yearly,2055,72.3584244992441
598,medium_variant,5yearly,2060,68.7599209055605
598,medium_variant,5yearly,2065,65.7516957111375
598,medium_variant,5yearly,2070,62.7531401020245
598,medium_variant,5yearly,2075,59.6221437551442
598,medium_variant,5yearly,2080,56.7770890370801
598,medium_variant,5yearly,2085,53.8377353238803
598,medium_variant,5yearly,2090,50.809134281764
598,medium_variant,5yearly,2095,47.6745566096726
598,estimates,5yearly,Regi,Papua New Guinea
598,medium_variant,5yearly,Regi,Papua New Guinea
