country,variant,freq,year,mortality15to50per1000aliveat15
70,estimates,5yearly,1950,108.668460623791
70,estimates,5yearly,1955,97.3569449324034
70,estimates,5yearly,1960,90.2750579856673
70,estimates,5yearly,1965,82.4632236613918
70,estimates,5yearly,1970,74.0950578361842
70,estimates,5yearly,1975,67.7439969735424
70,estimates,5yearly,1980,65.8623802480618
70,estimates,5yearly,1985,62.764990027994
70,estimates,5yearly,1990,95.2257991438539
70,estimates,5yearly,1995,53.01894665811
70,estimates,5yearly,2000,46.0809723130592
70,estimates,5yearly,2005,41.9816686496771
70,estimates,5yearly,2010,39.4451928378253
70,medium_variant,5yearly,2015,36.7827306760947
70,medium_variant,5yearly,2020,33.7046061624534
70,medium_variant,5yearly,2025,30.7623934123568
70,medium_variant,5yearly,2030,27.9610118839101
70,medium_variant,5yearly,2035,25.378097769056
70,medium_variant,5yearly,2040,22.9690664144165
70,medium_variant,5yearly,2045,20.8124966979052
70,medium_variant,5yearly,2050,18.8078135186944
70,medium_variant,5yearly,2055,17.0655239396966
70,medium_variant,5yearly,2060,15.5717387811136
70,medium_variant,5yearly,2065,14.2841183755803
70,medium_variant,5yearly,2070,13.142615684513
70,medium_variant,5yearly,2075,12.1588815880394
70,medium_variant,5yearly,2080,11.2479390104574
70,medium_variant,5yearly,2085,10.3868816206121
70,medium_variant,5yearly,2090,9.55668445212865
70,medium_variant,5yearly,2095,8.66982634179114
