country,variant,freq,year,mortality15to50per1000aliveat15
246,estimates,5yearly,1950,101.602418831574
246,estimates,5yearly,1955,87.4316870692738
246,estimates,5yearly,1960,82.3306066968732
246,estimates,5yearly,1965,80.2932693086281
246,estimates,5yearly,1970,77.870960227085
246,estimates,5yearly,1975,67.2310224361496
246,estimates,5yearly,1980,57.1856222225302
246,estimates,5yearly,1985,59.6518907263989
246,estimates,5yearly,1990,56.8909236685711
246,estimates,5yearly,1995,50.5512415930059
246,estimates,5yearly,2000,45.57904785586
246,estimates,5yearly,2005,41.7200971817328
246,estimates,5yearly,2010,34.9482453197191
246,medium_variant,5yearly,2015,31.926388445833
246,medium_variant,5yearly,2020,28.7206502640317
246,medium_variant,5yearly,2025,25.980993178873
246,medium_variant,5yearly,2030,23.7723457179437
246,medium_variant,5yearly,2035,21.8570323797456
246,medium_variant,5yearly,2040,20.135059065243
246,medium_variant,5yearly,2045,18.5248179862459
246,medium_variant,5yearly,2050,17.0247622883858
246,medium_variant,5yearly,2055,15.611829609097
246,medium_variant,5yearly,2060,14.2497614850098
246,medium_variant,5yearly,2065,13.0131579368855
246,medium_variant,5yearly,2070,11.8121436626655
246,medium_variant,5yearly,2075,10.6828698383064
246,medium_variant,5yearly,2080,9.62062635228056
246,medium_variant,5yearly,2085,8.64293924902881
246,medium_variant,5yearly,2090,7.74425666452794
246,medium_variant,5yearly,2095,6.9069885860773
