global,year,variant,agebroad,feminityratio_femaleper100male
900,1960,estimates,11_16,96.0662877755147
900,1960,estimates,11_17,95.9999172866877
900,1960,estimates,11_18,95.9590692290844
900,1960,estimates,12_14,96.2025184983268
900,1960,estimates,12_16,96.0374506170101
900,1960,estimates,12_17,95.9627076889872
900,1960,estimates,12_18,95.9198867504617
900,1960,estimates,13_17,95.8853121696275
900,1960,estimates,13_18,95.8463671841112
900,1960,estimates,13_19,95.8470300015074
900,1960,estimates,15plus,102.585456981869
900,1960,estimates,15_17,95.6935158666215
900,1960,estimates,15_24,96.0013496422329
900,1960,estimates,15_49,98.3121377912375
900,1960,estimates,15_59,99.516212342418
900,1960,estimates,15_64,100.231853658276
900,1960,estimates,16plus,102.791201440605
900,1960,estimates,17plus,103.007438745527
900,1960,estimates,18plus,103.233577460926
900,1960,estimates,18_23,96.1041542298118
900,1960,estimates,20plus,103.710211249229
900,1960,estimates,20_64,101.035580185702
900,1960,estimates,20_69,101.840410898782
900,1960,estimates,21plus,103.961790957271
900,1960,estimates,25plus,105.091589551308
900,1960,estimates,25_49,99.6108974467163
900,1960,estimates,25_64,102.010556547904
900,1960,estimates,25_69,102.931278881177
900,1960,estimates,50plus,116.591263641287
900,1960,estimates,60plus,127.229799328678
900,1960,estimates,65plus,134.547600881192
900,1960,estimates,70plus,143.463132017414
900,1960,estimates,75plus,154.311637277194
900,1960,estimates,80plus,166.183922749969
900,1960,estimates,85plus,185.913430203969
900,1960,estimates,90plus,215.20678707624
900,1965,estimates,total,99.794148584308
900,1965,estimates,0_1,95.7047880798869
900,1965,estimates,0_4,95.7279013714098
900,1965,estimates,0_14,95.7044590442723
900,1965,estimates,0_17,95.790519323769
900,1965,estimates,0_19,95.8440888832117
900,1965,estimates,0_24,95.9031006663841
900,1965,estimates,3_4,95.7464926687024
900,1965,estimates,3_5,95.7407576826794
900,1965,estimates,3_6,95.7327877222244
900,1965,estimates,4_5,95.7363229078443
900,1965,estimates,4_6,95.7269654745791
900,1965,estimates,5_10,95.6758933836285
900,1965,estimates,5_11,95.6636591238749
900,1965,estimates,5_14,95.6901356769295
900,1965,estimates,6_9,95.6746886835662
900,1965,estimates,6_10,95.6646655349857
900,1965,estimates,6_11,95.6520581700729
900,1965,estimates,6_12,95.6465387000758
900,1965,estimates,7_10,95.6534611851731
900,1965,estimates,7_12,95.6357618556704
900,1965,estimates,11_16,95.8827251123161
900,1965,estimates,11_17,95.9673680943909
900,1965,estimates,11_18,96.0323871125713
900,1965,estimates,12_14,95.7586235989649
900,1965,estimates,12_16,95.948456319409
900,1965,estimates,12_17,96.0393879390448
900,1965,estimates,12_18,96.1062473321339
900,1965,estimates,13_17,96.1367806639518
900,1965,estimates,13_18,96.2021959453496
900,1965,estimates,13_19,96.2368037954303
900,1965,estimates,15plus,102.376555586376
900,1965,estimates,15_17,96.3621086271067
900,1965,estimates,15_24,96.3547966739121
900,1965,estimates,15_49,97.5983997690134
900,1965,estimates,15_59,99.0383021117834
900,1965,estimates,15_64,99.7752840534621
900,1965,estimates,16plus,102.590587604209
900,1965,estimates,17plus,102.800372086741
900,1965,estimates,18plus,103.008435750206
900,1965,estimates,18_23,96.3637721385691
900,1965,estimates,20plus,103.441518688925
900,1965,estimates,20_64,100.428320114771
900,1965,estimates,20_69,101.318273745662
900,1965,estimates,21plus,103.670536908488
900,1965,estimates,25plus,104.691589519545
900,1965,estimates,25_49,98.3065386503628
900,1965,estimates,25_64,101.230364238618
900,1965,estimates,25_69,102.248112171337
900,1965,estimates,50plus,117.961645959595
900,1965,estimates,60plus,128.589729865857
900,1965,estimates,65plus,137.180849736402
900,1965,estimates,70plus,147.797361512684
900,1965,estimates,75plus,160.40757735442
900,1965,estimates,80plus,176.433136339189
900,1965,estimates,85plus,193.487902446566
900,1965,estimates,90plus,222.313700609173
900,1970,estimates,total,99.5770051905294
900,1970,estimates,0_1,96.2204823047252
900,1970,estimates,0_4,96.1024522686214
900,1970,estimates,0_14,95.8361141835299
900,1970,estimates,0_17,95.8197099547529
900,1970,estimates,0_19,95.8527565310682
900,1970,estimates,0_24,96.0489041152
900,1970,estimates,3_4,95.9780934665013
900,1970,estimates,3_5,95.9412230587963
900,1970,estimates,3_6,95.9061924909225
900,1970,estimates,4_5,95.9021056379215
900,1970,estimates,4_6,95.8674741336804
900,1970,estimates,5_10,95.7214546558872
900,1970,estimates,5_11,95.7030574762274
900,1970,estimates,5_14,95.67502126355
900,1970,estimates,6_9,95.7115969281118
900,1970,estimates,6_10,95.690507773702
900,1970,estimates,6_11,95.6735664513519
900,1970,estimates,6_12,95.6610836732717
900,1970,estimates,7_10,95.6625089456315
900,1970,estimates,7_12,95.6365516224915
900,1970,estimates,11_16,95.6233284693283
900,1970,estimates,11_17,95.6476257066957
900,1970,estimates,11_18,95.6951737912772
900,1970,estimates,12_14,95.6011609408024
900,1970,estimates,12_16,95.6321129501018
900,1970,estimates,12_17,95.6593022579041
900,1970,estimates,12_18,95.7125797519741
900,1970,estimates,13_17,95.6760895203823
900,1970,estimates,13_18,95.7361070922311
900,1970,estimates,13_19,95.8247702716173
900,1970,estimates,15plus,101.901577786799
900,1970,estimates,15_17,95.7199324432277
900,1970,estimates,15_24,96.4932905923211
900,1970,estimates,15_49,97.1396277952753
900,1970,estimates,15_59,98.3275414538038
900,1970,estimates,15_64,99.1203282990132
900,1970,estimates,16plus,102.1246754055
900,1970,estimates,17plus,102.360690941712
900,1970,estimates,18plus,102.604969937299
900,1970,estimates,18_23,96.8688901562489
900,1970,estimates,20plus,103.084154161576
900,1970,estimates,20_64,99.8130458013148
900,1970,estimates,20_69,100.738871421445
900,1970,estimates,21plus,103.31136080895
900,1970,estimates,25plus,104.19245560361
900,1970,estimates,25_49,97.5459909400188
900,1970,estimates,25_64,100.359847766886
900,1970,estimates,25_69,101.444571580852
900,1970,estimates,50plus,117.917157740888
900,1970,estimates,60plus,129.241206979389
900,1970,estimates,65plus,137.842353984194
900,1970,estimates,70plus,149.848309953541
900,1970,estimates,75plus,164.506343165484
900,1970,estimates,80plus,183.806854295019
900,1970,estimates,85plus,207.586798663928
900,1970,estimates,90plus,234.4294638735
900,1975,estimates,total,99.3199602521747
900,1975,estimates,0_1,95.3429989016197
900,1975,estimates,0_4,95.6649910149146
900,1975,estimates,0_14,95.8202416064429
900,1975,estimates,0_17,95.8118729073693
900,1975,estimates,0_19,95.8197174792733
900,1975,estimates,0_24,95.8905548117661
900,1975,estimates,3_4,95.9641899692658
900,1975,estimates,3_5,96.0047553590896
900,1975,estimates,3_6,96.0301949293355
900,1975,estimates,4_5,96.0548839493582
900,1975,estimates,4_6,96.0726274407428
900,1975,estimates,5_10,96.035381037242
900,1975,estimates,5_11,95.998452190231
900,1975,estimates,5_14,95.9085265765369
900,1975,estimates,6_9,96.0577890589712
900,1975,estimates,6_10,96.024320594308
900,1975,estimates,6_11,95.9825784727654
900,1975,estimates,6_12,95.9411497075296
900,1975,estimates,7_10,96.0021283217446
900,1975,estimates,7_12,95.9112089697644
900,1975,estimates,11_16,95.7099531597661
900,1975,estimates,11_17,95.7225088887276
900,1975,estimates,11_18,95.7393570093743
900,1975,estimates,12_14,95.6743056199586
900,1975,estimates,12_16,95.6990212048232
900,1975,estimates,12_17,95.7155643418076
900,1975,estimates,12_18,95.7359972785911
900,1975,estimates,13_17,95.724730387664
900,1975,estimates,13_18,95.7474635866189
900,1975,estimates,13_19,95.7742140179219
900,1975,estimates,15plus,101.427438107659
900,1975,estimates,15_17,95.7604234962297
900,1975,estimates,15_24,96.029400914462
900,1975,estimates,15_49,96.5636201161056
900,1975,estimates,15_59,97.6963705597728
900,1975,estimates,15_64,98.4647492276003
900,1975,estimates,16plus,101.625815677468
900,1975,estimates,17plus,101.830684169156
900,1975,estimates,18plus,102.042801246838
900,1975,estimates,18_23,96.0858763281441
900,1975,estimates,20plus,102.495711395774
900,1975,estimates,20_64,99.0177918797286
900,1975,estimates,20_69,100.004549640334
900,1975,estimates,21plus,102.73850421228
900,1975,estimates,25plus,103.795837111227
900,1975,estimates,25_49,96.9124600058929
900,1975,estimates,25_64,99.6612993475846
900,1975,estimates,25_69,100.835011585471
900,1975,estimates,50plus,117.892732315374
900,1975,estimates,60plus,129.533488353463
900,1975,estimates,65plus,138.300152253256
900,1975,estimates,70plus,150.031682928753
900,1975,estimates,75plus,166.935311535516
900,1975,estimates,80plus,188.228561981594
900,1975,estimates,85plus,216.582109930961
900,1975,estimates,90plus,250.123280270082
900,1980,estimates,total,99.1718503009264
900,1980,estimates,0_1,95.9012722142962
900,1980,estimates,0_4,95.6639191451639
900,1980,estimates,0_14,95.6847748742439
900,1980,estimates,0_17,95.6932449111575
900,1980,estimates,0_19,95.6997672079827
900,1980,estimates,0_24,95.7602294650936
900,1980,estimates,3_4,95.4530393119047
900,1980,estimates,3_5,95.4371010781181
900,1980,estimates,3_6,95.4346101523857
900,1980,estimates,4_5,95.4132163408804
900,1980,estimates,4_6,95.4177866248053
900,1980,estimates,5_10,95.5438131706136
900,1980,estimates,5_11,95.5939182635594
900,1980,estimates,5_14,95.6959033555342
900,1980,estimates,6_9,95.5264704400248
900,1980,estimates,6_10,95.5722914194241
900,1980,estimates,6_11,95.6263666873511
900,1980,estimates,6_12,95.6766562991867
900,1980,estimates,7_10,95.6093983815785
900,1980,estimates,7_12,95.7196190323316
900,1980,estimates,11_16,95.8835569840462
900,1980,estimates,11_17,95.8571149755407
900,1980,estimates,11_18,95.8417306545727
900,1980,estimates,12_14,95.9489801177826
900,1980,estimates,12_16,95.8790612625373
900,1980,estimates,12_17,95.8486256815521
900,1980,estimates,12_18,95.8319983417661
900,1980,estimates,13_17,95.8185150788776
900,1980,estimates,13_18,95.8036267770363
900,1980,estimates,13_19,95.8053970355624
900,1980,estimates,15plus,101.136656283718
900,1980,estimates,15_17,95.7415135437881
900,1980,estimates,15_24,95.9012758372397
900,1980,estimates,15_49,96.5808655824772
900,1980,estimates,15_59,97.5194397878397
900,1980,estimates,15_64,98.0814991254498
900,1980,estimates,16plus,101.322592043574
900,1980,estimates,17plus,101.520283750864
900,1980,estimates,18plus,101.728620801289
900,1980,estimates,18_23,95.9445118772829
900,1980,estimates,20plus,102.16760622081
900,1980,estimates,20_64,98.5720905617008
900,1980,estimates,20_69,99.4958740970964
900,1980,estimates,21plus,102.396612087216
900,1980,estimates,25plus,103.395668076896
900,1980,estimates,25_49,97.0184136842184
900,1980,estimates,25_64,99.1376522926354
900,1980,estimates,25_69,100.232093633336
900,1980,estimates,50plus,116.353955683149
900,1980,estimates,60plus,128.854945889367
900,1980,estimates,65plus,138.104204465168
900,1980,estimates,70plus,150.464083861135
900,1980,estimates,75plus,167.124512228764
900,1980,estimates,80plus,193.926352289551
900,1980,estimates,85plus,225.546584897502
900,1980,estimates,90plus,265.961409820333
900,1985,estimates,total,99.0550049607744
900,1985,estimates,0_1,95.4267291388159
900,1985,estimates,0_4,95.5164178726342
900,1985,estimates,0_14,95.5321599170253
900,1985,estimates,0_17,95.5955039536748
900,1985,estimates,0_19,95.6411991195602
900,1985,estimates,0_24,95.7262356042001
900,1985,estimates,3_4,95.601244556258
900,1985,estimates,3_5,95.60592882613
900,1985,estimates,3_6,95.6051704697631
900,1985,estimates,4_5,95.6141556897887
900,1985,estimates,4_6,95.6104344380125
900,1985,estimates,5_10,95.5589985070152
900,1985,estimates,5_11,95.5410170220803
900,1985,estimates,5_14,95.5409716818903
900,1985,estimates,6_9,95.5631965125852
900,1985,estimates,6_10,95.547370070091
900,1985,estimates,6_11,95.5282365602219
900,1985,estimates,6_12,95.5149658016121
900,1985,estimates,7_10,95.5332850708822
900,1985,estimates,7_12,95.5000728396525
900,1985,estimates,11_16,95.6330524476689
900,1985,estimates,11_17,95.692791296933
900,1985,estimates,11_18,95.7421144291606
900,1985,estimates,12_14,95.5408638524207
900,1985,estimates,12_16,95.6741231617811
900,1985,estimates,12_17,95.7374581541919
900,1985,estimates,12_18,95.7879602642463
900,1985,estimates,13_17,95.799895888829
900,1985,estimates,13_18,95.8491187506328
900,1985,estimates,13_19,95.8831481260175
900,1985,estimates,15plus,100.908012325596
900,1985,estimates,15_17,95.940894423672
900,1985,estimates,15_24,96.0670867668542
900,1985,estimates,15_49,96.6933144689071
900,1985,estimates,15_59,97.2869078560822
900,1985,estimates,15_64,97.9516545051841
900,1985,estimates,16plus,101.079738812459
900,1985,estimates,17plus,101.256116580711
900,1985,estimates,18plus,101.438334104718
900,1985,estimates,18_23,96.1141316588979
900,1985,estimates,20plus,101.828484920415
900,1985,estimates,20_64,98.3530060540622
900,1985,estimates,20_69,99.0588443639228
900,1985,estimates,21plus,102.038157443935
900,1985,estimates,25plus,102.977711781234
900,1985,estimates,25_49,97.0920398264025
900,1985,estimates,25_64,98.8541246587577
900,1985,estimates,25_69,99.6897101716185
900,1985,estimates,50plus,115.0081143819
900,1985,estimates,60plus,128.480875689631
900,1985,estimates,65plus,137.323081061041
900,1985,estimates,70plus,150.369601125101
900,1985,estimates,75plus,168.234081048265
900,1985,estimates,80plus,192.974716846043
900,1985,estimates,85plus,233.16057200644
900,1985,estimates,90plus,277.020544459684
900,1990,estimates,total,98.8324061463234
900,1990,estimates,0_1,94.5961000113039
900,1990,estimates,0_4,94.8369384360057
900,1990,estimates,0_14,95.2492498335096
900,1990,estimates,0_17,95.2905751551281
900,1990,estimates,0_19,95.3321875126791
900,1990,estimates,0_24,95.5049385777383
900,1990,estimates,3_4,95.0806261162197
900,1990,estimates,3_5,95.1381816032292
900,1990,estimates,3_6,95.1892594254523
900,1990,estimates,4_5,95.2013487856692
900,1990,estimates,4_6,95.2496963086822
900,1990,estimates,5_10,95.4304446465494
900,1990,estimates,5_11,95.4521180839147
900,1990,estimates,5_14,95.490470222927
900,1990,estimates,6_9,95.4448819155667
900,1990,estimates,6_10,95.4673458461985
900,1990,estimates,6_11,95.4870567243292
900,1990,estimates,6_12,95.5027233145594
900,1990,estimates,7_10,95.4983032632424
900,1990,estimates,7_12,95.530064378923
900,1990,estimates,11_16,95.5658593085297
900,1990,estimates,11_17,95.5598256919206
900,1990,estimates,11_18,95.5712946930806
900,1990,estimates,12_14,95.5871606632053
900,1990,estimates,12_16,95.5606146316746
900,1990,estimates,12_17,95.5544295041408
900,1990,estimates,12_18,95.5683325382126
900,1990,estimates,13_17,95.5446954655334
900,1990,estimates,13_18,95.56254011627
900,1990,estimates,13_19,95.6027926003398
900,1990,estimates,15plus,100.636789967868
900,1990,estimates,15_17,95.5216385679007
900,1990,estimates,15_24,95.9498517749193
900,1990,estimates,15_49,96.7202190438372
900,1990,estimates,15_59,97.2254982317267
900,1990,estimates,15_64,97.6895702073325
900,1990,estimates,16plus,100.79452401337
900,1990,estimates,17plus,100.963834372292
900,1990,estimates,18plus,101.143075569717
900,1990,estimates,18_23,96.0973404229775
900,1990,estimates,20plus,101.517366658555
900,1990,estimates,20_64,98.0898941824125
900,1990,estimates,20_69,98.8912160667856
900,1990,estimates,21plus,101.71042694745
900,1990,estimates,25plus,102.545605273266
900,1990,estimates,25_49,97.185871935298
900,1990,estimates,25_64,98.4842965941003
900,1990,estimates,25_69,99.4358362646849
900,1990,estimates,50plus,113.615065711459
900,1990,estimates,60plus,125.60749867133
900,1990,estimates,65plus,135.92610268406
900,1990,estimates,70plus,148.090173983844
900,1990,estimates,75plus,167.213990477958
900,1990,estimates,80plus,194.532910551311
900,1990,estimates,85plus,230.773506967902
900,1990,estimates,90plus,289.413035592818
900,1995,estimates,total,98.6784373431887
900,1995,estimates,0_1,93.8923467859802
900,1995,estimates,0_4,94.1133432678629
900,1995,estimates,0_14,94.7643334045763
900,1995,estimates,0_17,94.9011223836526
900,1995,estimates,0_19,94.9813860439675
900,1995,estimates,0_24,95.1747513213422
900,1995,estimates,3_4,94.3233927212709
900,1995,estimates,3_5,94.3925189043457
900,1995,estimates,3_6,94.4611143987474
900,1995,estimates,4_5,94.4615767134898
900,1995,estimates,4_6,94.5300844092569
900,1995,estimates,5_10,94.8674616185604
900,1995,estimates,5_11,94.9341937754263
900,1995,estimates,5_14,95.1050433580309
900,1995,estimates,6_9,94.870837348343
900,1995,estimates,6_10,94.93740831329
900,1995,estimates,6_11,95.0047526612864
900,1995,estimates,6_12,95.0688129993184
900,1995,estimates,7_10,95.0073615696768
900,1995,estimates,7_12,95.1397550294165
900,1995,estimates,11_16,95.5543779308373
900,1995,estimates,11_17,95.5793235200678
900,1995,estimates,11_18,95.6043055013227
900,1995,estimates,12_14,95.5473617566724
900,1995,estimates,12_16,95.5950186578755
900,1995,estimates,12_17,95.6179620685696
900,1995,estimates,12_18,95.6415326922996
900,1995,estimates,13_17,95.6463121393965
900,1995,estimates,13_18,95.6695148228467
900,1995,estimates,13_19,95.694134272873
900,1995,estimates,15plus,100.564230168614
900,1995,estimates,15_17,95.6926879249646
900,1995,estimates,15_24,95.9041278603302
900,1995,estimates,15_49,96.8479116527452
900,1995,estimates,15_59,97.349305780061
900,1995,estimates,15_64,97.7301738479723
900,1995,estimates,16plus,100.707308440641
900,1995,estimates,17plus,100.854439780582
900,1995,estimates,18plus,101.006660798804
900,1995,estimates,18_23,95.9378472803216
900,1995,estimates,20plus,101.332268737781
900,1995,estimates,20_64,98.079923612569
900,1995,estimates,20_69,98.7059232513775
900,1995,estimates,21plus,101.507905028594
900,1995,estimates,25plus,102.297499743329
900,1995,estimates,25_49,97.3631282666175
900,1995,estimates,25_64,98.4951204041653
900,1995,estimates,25_69,99.2233922316454
900,1995,estimates,50plus,112.847075935008
900,1995,estimates,60plus,123.205569299013
900,1995,estimates,65plus,132.406748643041
900,1995,estimates,70plus,146.013928238814
900,1995,estimates,75plus,162.994031503333
900,1995,estimates,80plus,190.854029005461
900,1995,estimates,85plus,231.078904549843
900,1995,estimates,90plus,283.025139698228
900,2000,estimates,total,98.623676944425
900,2000,estimates,0_1,93.7809125497628
900,2000,estimates,0_4,93.7182379234684
900,2000,estimates,0_14,94.1691462861948
900,2000,estimates,0_17,94.3892269112316
900,2000,estimates,0_19,94.5292993436916
900,2000,estimates,0_24,94.8270296281166
900,2000,estimates,3_4,93.6772125397339
900,2000,estimates,3_5,93.7041362004842
900,2000,estimates,3_6,93.7416460061776
900,2000,estimates,4_5,93.7250139488454
900,2000,estimates,4_6,93.7679458366347
900,2000,estimates,5_10,94.0676084071979
900,2000,estimates,5_11,94.145173132695
900,2000,estimates,5_14,94.3901118527546
900,2000,estimates,6_9,94.0518342756318
900,2000,estimates,6_10,94.1283026055373
900,2000,estimates,6_11,94.2081788865684
900,2000,estimates,6_12,94.2902794976416
900,2000,estimates,7_10,94.1958739006348
900,2000,estimates,7_12,94.3614178725161
900,2000,estimates,11_16,95.0597851411138
900,2000,estimates,11_17,95.1537577556533
900,2000,estimates,11_18,95.239342369461
900,2000,estimates,12_14,94.960737222656
900,2000,estimates,12_16,95.1560986527854
900,2000,estimates,12_17,95.2515819109366
900,2000,estimates,12_18,95.3372808413245
900,2000,estimates,13_17,95.3534963043836
900,2000,estimates,13_18,95.4386893280294
900,2000,estimates,13_19,95.5115580239886
900,2000,estimates,15plus,100.610686213755
900,2000,estimates,15_17,95.5646839895638
900,2000,estimates,15_24,95.9579460989067
900,2000,estimates,15_49,96.9446884447811
900,2000,estimates,15_59,97.5366236837138
900,2000,estimates,15_64,97.9226845191449
900,2000,estimates,16plus,100.765167748963
900,2000,estimates,17plus,100.918114783295
900,2000,estimates,18plus,101.070514651146
900,2000,estimates,18_23,96.1119051736259
900,2000,estimates,20plus,101.382342998081
900,2000,estimates,20_64,98.3094218168618
900,2000,estimates,20_69,98.8364199301211
900,2000,estimates,21plus,101.543402343265
900,2000,estimates,25plus,102.241080532842
900,2000,estimates,25_49,97.4547991760616
900,2000,estimates,25_64,98.701224218943
900,2000,estimates,25_69,99.3034257495922
900,2000,estimates,50plus,112.311354735134
900,2000,estimates,60plus,121.457015276933
900,2000,estimates,65plus,129.30077232447
900,2000,estimates,70plus,141.287002684814
900,2000,estimates,75plus,159.298993914235
900,2000,estimates,80plus,182.658618606241
900,2000,estimates,85plus,223.070543032109
900,2000,estimates,90plus,281.920072997065
900,2005,estimates,total,98.4618757105585
900,2005,estimates,0_1,93.45843202235
900,2005,estimates,0_4,93.5022247137059
900,2005,estimates,0_14,93.7182220752145
900,2005,estimates,0_17,93.8831504261067
900,2005,estimates,0_19,94.0208294236779
900,2005,estimates,0_24,94.419490985774
900,2005,estimates,3_4,93.5455565231409
900,2005,estimates,3_5,93.5574121676947
900,2005,estimates,3_6,93.5700356263132
900,2005,estimates,4_5,93.5693970959972
900,2005,estimates,4_6,93.5823172849413
900,2005,estimates,5_10,93.6733851685719
900,2005,estimates,5_11,93.6994988248092
900,2005,estimates,5_14,93.8290553735036
900,2005,estimates,6_9,93.6663136167455
900,2005,estimates,6_10,93.6917512654501
900,2005,estimates,6_11,93.7191044231442
900,2005,estimates,6_12,93.7533129920737
900,2005,estimates,7_10,93.7124912295566
900,2005,estimates,7_12,93.7772147549421
900,2005,estimates,11_16,94.2351504565934
900,2005,estimates,11_17,94.3292242349972
900,2005,estimates,11_18,94.4291236114255
900,2005,estimates,12_14,94.1234260376989
900,2005,estimates,12_16,94.309701022729
900,2005,estimates,12_17,94.4065201137432
900,2005,estimates,12_18,94.5093819040864
900,2005,estimates,13_17,94.4949572662071
900,2005,estimates,13_18,94.6000179622928
900,2005,estimates,13_19,94.711849563351
900,2005,estimates,15plus,100.373909803545
900,2005,estimates,15_17,94.6842432256577
900,2005,estimates,15_24,95.5114146082796
900,2005,estimates,15_49,96.7949760385494
900,2005,estimates,15_59,97.4653699872459
900,2005,estimates,15_64,97.8068063336109
900,2005,estimates,16plus,100.540526622153
900,2005,estimates,17plus,100.712804303589
900,2005,estimates,18plus,100.888788738258
900,2005,estimates,18_23,95.7995368080391
900,2005,estimates,20plus,101.238414324712
900,2005,estimates,20_64,98.3178870271344
900,2005,estimates,20_69,98.8258606971343
900,2005,estimates,21plus,101.408963941688
900,2005,estimates,25plus,102.072299800255
900,2005,estimates,25_49,97.4748176840684
900,2005,estimates,25_64,98.7186744337176
900,2005,estimates,25_69,99.2971246850323
