variant,region,year,potentialsupport1664_65
estimates,941,1950,16.9
estimates,941,1951,17.057
estimates,941,1952,17.32
estimates,941,1953,17.683
estimates,941,1954,18.138
estimates,941,1955,18.677
estimates,941,1956,18.646
estimates,941,1957,18.699
estimates,941,1958,18.83
estimates,941,1959,19.034
estimates,941,1960,19.302
estimates,941,1961,19.112
estimates,941,1962,19.009
estimates,941,1963,18.979
estimates,941,1964,19.003
estimates,941,1965,19.07
estimates,941,1966,18.786
estimates,941,1967,18.579
estimates,941,1968,18.443
estimates,941,1969,18.373
estimates,941,1970,18.363
estimates,941,1971,18.069
estimates,941,1972,17.851
estimates,941,1973,17.698
estimates,941,1974,17.601
estimates,941,1975,17.551
estimates,941,1976,17.333
estimates,941,1977,17.191
estimates,941,1978,17.109
estimates,941,1979,17.077
estimates,941,1980,17.088
estimates,941,1981,16.967
estimates,941,1982,16.917
estimates,941,1983,16.929
estimates,941,1984,16.991
estimates,941,1985,17.095
estimates,941,1986,16.948
estimates,941,1987,16.85
estimates,941,1988,16.798
estimates,941,1989,16.786
estimates,941,1990,16.81
estimates,941,1991,16.69
estimates,941,1992,16.616
estimates,941,1993,16.58
estimates,941,1994,16.571
estimates,941,1995,16.581
estimates,941,1996,16.47
estimates,941,1997,16.399
estimates,941,1998,16.362
estimates,941,1999,16.358
estimates,941,2000,16.384
estimates,941,2001,16.311
estimates,941,2002,16.28
estimates,941,2003,16.274
estimates,941,2004,16.276
estimates,941,2005,16.278
estimates,941,2006,16.16
estimates,941,2007,16.066
estimates,941,2008,15.996
estimates,941,2009,15.952
estimates,941,2010,15.932
estimates,941,2011,15.871
estimates,941,2012,15.834
estimates,941,2013,15.816
estimates,941,2014,15.809
estimates,941,2015,15.809
medium_variant,941,2015,15.809
medium_variant,941,2016,15.749
medium_variant,941,2017,15.705
medium_variant,941,2018,15.668
medium_variant,941,2019,15.625
medium_variant,941,2020,15.569
medium_variant,941,2021,15.444
medium_variant,941,2022,15.32
medium_variant,941,2023,15.192
medium_variant,941,2024,15.051
medium_variant,941,2025,14.895
medium_variant,941,2026,14.685
medium_variant,941,2027,14.476
medium_variant,941,2028,14.267
medium_variant,941,2029,14.059
medium_variant,941,2030,13.852
medium_variant,941,2031,13.623
medium_variant,941,2032,13.403
medium_variant,941,2033,13.191
medium_variant,941,2034,12.984
medium_variant,941,2035,12.78
medium_variant,941,2036,12.565
medium_variant,941,2037,12.361
medium_variant,941,2038,12.16
medium_variant,941,2039,11.958
medium_variant,941,2040,11.75
medium_variant,941,2041,11.53
medium_variant,941,2042,11.316
medium_variant,941,2043,11.102
medium_variant,941,2044,10.882
medium_variant,941,2045,10.655
medium_variant,941,2046,10.422
medium_variant,941,2047,10.192
medium_variant,941,2048,9.965
medium_variant,941,2049,9.747
medium_variant,941,2050,9.538
medium_variant,941,2051,9.341
medium_variant,941,2052,9.156
