variant,region,year,potentialsupport1664_65
estimates,914,1950,17.999
estimates,914,1951,18.122
estimates,914,1952,18.384
estimates,914,1953,18.769
estimates,914,1954,19.269
estimates,914,1955,19.879
estimates,914,1956,19.762
estimates,914,1957,19.762
estimates,914,1958,19.866
estimates,914,1959,20.061
estimates,914,1960,20.339
estimates,914,1961,20.054
estimates,914,1962,19.88
estimates,914,1963,19.812
estimates,914,1964,19.85
estimates,914,1965,19.989
estimates,914,1966,19.725
estimates,914,1967,19.584
estimates,914,1968,19.541
estimates,914,1969,19.577
estimates,914,1970,19.675
estimates,914,1971,19.403
estimates,914,1972,19.225
estimates,914,1973,19.131
estimates,914,1974,19.109
estimates,914,1975,19.15
estimates,914,1976,18.911
estimates,914,1977,18.763
estimates,914,1978,18.686
estimates,914,1979,18.664
estimates,914,1980,18.687
estimates,914,1981,18.402
estimates,914,1982,18.189
estimates,914,1983,18.038
estimates,914,1984,17.943
estimates,914,1985,17.897
estimates,914,1986,17.713
estimates,914,1987,17.6
estimates,914,1988,17.548
estimates,914,1989,17.55
estimates,914,1990,17.596
estimates,914,1991,17.522
estimates,914,1992,17.515
estimates,914,1993,17.563
estimates,914,1994,17.659
estimates,914,1995,17.792
estimates,914,1996,17.816
estimates,914,1997,17.906
estimates,914,1998,18.049
estimates,914,1999,18.23
estimates,914,2000,18.44
estimates,914,2001,18.419
estimates,914,2002,18.459
estimates,914,2003,18.547
estimates,914,2004,18.669
estimates,914,2005,18.818
estimates,914,2006,18.701
estimates,914,2007,18.639
estimates,914,2008,18.632
estimates,914,2009,18.678
estimates,914,2010,18.773
estimates,914,2011,18.722
estimates,914,2012,18.729
estimates,914,2013,18.787
estimates,914,2014,18.888
estimates,914,2015,19.023
medium_variant,914,2015,19.023
medium_variant,914,2016,18.988
medium_variant,914,2017,19.008
medium_variant,914,2018,19.065
medium_variant,914,2019,19.143
medium_variant,914,2020,19.227
medium_variant,914,2021,19.135
medium_variant,914,2022,19.078
medium_variant,914,2023,19.048
medium_variant,914,2024,19.037
medium_variant,914,2025,19.039
medium_variant,914,2026,18.902
medium_variant,914,2027,18.8
medium_variant,914,2028,18.723
medium_variant,914,2029,18.666
medium_variant,914,2030,18.619
medium_variant,914,2031,18.456
medium_variant,914,2032,18.326
medium_variant,914,2033,18.211
medium_variant,914,2034,18.096
medium_variant,914,2035,17.971
medium_variant,914,2036,17.737
medium_variant,914,2037,17.522
medium_variant,914,2038,17.318
medium_variant,914,2039,17.113
medium_variant,914,2040,16.903
medium_variant,914,2041,16.613
medium_variant,914,2042,16.345
medium_variant,914,2043,16.095
medium_variant,914,2044,15.858
medium_variant,914,2045,15.629
medium_variant,914,2046,15.354
medium_variant,914,2047,15.107
medium_variant,914,2048,14.882
medium_variant,914,2049,14.674
medium_variant,914,2050,14.479
medium_variant,914,2051,14.251
medium_variant,914,2052,14.05
medium_variant,914,2053,13.865
medium_variant,914,2054,13.691
medium_variant,914,2055,13.522
medium_variant,914,2056,13.322
medium_variant,914,2057,13.139
medium_variant,914,2058,12.965
medium_variant,914,2059,12.794
medium_variant,914,2060,12.62
medium_variant,914,2061,12.412
medium_variant,914,2062,12.216
medium_variant,914,2063,12.024
medium_variant,914,2064,11.83
medium_variant,914,2065,11.628
medium_variant,914,2066,11.396
medium_variant,914,2067,11.172
medium_variant,914,2068,10.953
medium_variant,914,2069,10.736
medium_variant,914,2070,10.518
medium_variant,914,2071,10.282
medium_variant,914,2072,10.059
medium_variant,914,2073,9.843
medium_variant,914,2074,9.63
medium_variant,914,2075,9.419
medium_variant,914,2076,9.197
medium_variant,914,2077,8.985
medium_variant,914,2078,8.784
medium_variant,914,2079,8.592
medium_variant,914,2080,8.409
medium_variant,914,2081,8.227
medium_variant,914,2082,8.058
medium_variant,914,2083,7.898
medium_variant,914,2084,7.745
medium_variant,914,2085,7.596
medium_variant,914,2086,7.445
medium_variant,914,2087,7.302
medium_variant,914,2088,7.166
medium_variant,914,2089,7.034
medium_variant,914,2090,6.904
medium_variant,914,2091,6.772
medium_variant,914,2092,6.646
medium_variant,914,2093,6.525
medium_variant,914,2094,6.407
medium_variant,914,2095,6.29
medium_variant,914,2096,6.169
medium_variant,914,2097,6.053
medium_variant,914,2098,5.941
medium_variant,914,2099,5.832
medium_variant,914,2100,5.723
high_variant,914,2015,19.0228111857198
low_variant,914,2015,19.0228111857198
constant_fertility,914,2015,19.0228111857198
instant_replacement,914,2015,19.0228111857198
zero_migration,914,2015,19.0228111857198
constant_mortality,914,2015,19.0228111857198
no_change,914,2015,19.0228111857198
high_variant,914,2020,19.2269792160923
low_variant,914,2020,19.2269792160923
constant_fertility,914,2020,19.2269792160923
instant_replacement,914,2020,19.226981198488
zero_migration,914,2020,19.2779500514442
constant_mortality,914,2020,19.3757721774659
no_change,914,2020,19.3757729892838
high_variant,914,2025,19.0389341860649
low_variant,914,2025,19.0389341860649
constant_fertility,914,2025,19.0389341860649
instant_replacement,914,2025,19.0389526966767
zero_migration,914,2025,19.1207358703255
constant_mortality,914,2025,19.4528942874397
no_change,914,2025,19.4528936695966
high_variant,914,2030,18.6190480230376
low_variant,914,2030,18.6190480230376
constant_fertility,914,2030,18.6190480230376
instant_replacement,914,2030,18.6193187468778
zero_migration,914,2030,18.7122328974924
constant_mortality,914,2030,19.315760067933
no_change,914,2030,19.31572014826
high_variant,914,2035,18.1307669728911
low_variant,914,2035,17.8112186125984
constant_fertility,914,2035,18.1820402607379
