variant,region,year,potentialsupport1664_65
estimates,923,1950,11.035
estimates,923,1951,10.891
estimates,923,1952,10.799
estimates,923,1953,10.727
estimates,923,1954,10.646
estimates,923,1955,10.54
estimates,923,1956,10.366
estimates,923,1957,10.171
estimates,923,1958,9.97
estimates,923,1959,9.778
estimates,923,1960,9.606
estimates,923,1961,9.381
estimates,923,1962,9.186
estimates,923,1963,9.009
estimates,923,1964,8.832
estimates,923,1965,8.648
estimates,923,1966,8.457
estimates,923,1967,8.273
estimates,923,1968,8.092
estimates,923,1969,7.915
estimates,923,1970,7.738
estimates,923,1971,7.549
estimates,923,1972,7.381
estimates,923,1973,7.22
estimates,923,1974,7.053
estimates,923,1975,6.879
estimates,923,1976,6.684
estimates,923,1977,6.487
estimates,923,1978,6.318
estimates,923,1979,6.212
estimates,923,1980,6.182
estimates,923,1981,6.208
estimates,923,1982,6.301
estimates,923,1983,6.427
estimates,923,1984,6.536
estimates,923,1985,6.594
estimates,923,1986,6.557
estimates,923,1987,6.49
estimates,923,1988,6.394
estimates,923,1989,6.273
estimates,923,1990,6.131
estimates,923,1991,5.948
estimates,923,1992,5.757
estimates,923,1993,5.583
estimates,923,1994,5.455
estimates,923,1995,5.384
estimates,923,1996,5.324
estimates,923,1997,5.318
estimates,923,1998,5.339
estimates,923,1999,5.348
estimates,923,2000,5.325
estimates,923,2001,5.227
estimates,923,2002,5.109
estimates,923,2003,4.998
estimates,923,2004,4.933
estimates,923,2005,4.931
estimates,923,2006,4.923
estimates,923,2007,4.958
estimates,923,2008,5.009
estimates,923,2009,5.045
estimates,923,2010,5.05
estimates,923,2011,5.014
estimates,923,2012,4.967
estimates,923,2013,4.909
estimates,923,2014,4.832
estimates,923,2015,4.732
medium_variant,923,2015,4.732
medium_variant,923,2016,4.581
medium_variant,923,2017,4.415
medium_variant,923,2018,4.247
medium_variant,923,2019,4.095
medium_variant,923,2020,3.965
medium_variant,923,2021,3.83
medium_variant,923,2022,3.715
medium_variant,923,2023,3.617
medium_variant,923,2024,3.533
medium_variant,923,2025,3.459
medium_variant,923,2026,3.379
medium_variant,923,2027,3.311
medium_variant,923,2028,3.254
medium_variant,923,2029,3.213
medium_variant,923,2030,3.188
medium_variant,923,2031,3.167
medium_variant,923,2032,3.159
medium_variant,923,2033,3.159
medium_variant,923,2034,3.157
medium_variant,923,2035,3.15
medium_variant,923,2036,3.125
medium_variant,923,2037,3.095
medium_variant,923,2038,3.061
medium_variant,923,2039,3.025
medium_variant,923,2040,2.989
medium_variant,923,2041,2.942
medium_variant,923,2042,2.895
medium_variant,923,2043,2.849
medium_variant,923,2044,2.801
medium_variant,923,2045,2.755
medium_variant,923,2046,2.698
medium_variant,923,2047,2.643
medium_variant,923,2048,2.59
medium_variant,923,2049,2.537
medium_variant,923,2050,2.486
medium_variant,923,2051,2.425
medium_variant,923,2052,2.366
medium_variant,923,2053,2.313
medium_variant,923,2054,2.271
medium_variant,923,2055,2.244
medium_variant,923,2056,2.223
medium_variant,923,2057,2.214
medium_variant,923,2058,2.216
medium_variant,923,2059,2.228
medium_variant,923,2060,2.249
medium_variant,923,2061,2.275
medium_variant,923,2062,2.31
medium_variant,923,2063,2.351
medium_variant,923,2064,2.395
medium_variant,923,2065,2.44
medium_variant,923,2066,2.48
medium_variant,923,2067,2.519
medium_variant,923,2068,2.556
medium_variant,923,2069,2.59
medium_variant,923,2070,2.619
medium_variant,923,2071,2.635
medium_variant,923,2072,2.645
medium_variant,923,2073,2.648
medium_variant,923,2074,2.648
medium_variant,923,2075,2.644
medium_variant,923,2076,2.627
medium_variant,923,2077,2.606
medium_variant,923,2078,2.583
medium_variant,923,2079,2.56
medium_variant,923,2080,2.54
medium_variant,923,2081,2.515
medium_variant,923,2082,2.49
medium_variant,923,2083,2.467
medium_variant,923,2084,2.447
medium_variant,923,2085,2.43
medium_variant,923,2086,2.414
medium_variant,923,2087,2.399
medium_variant,923,2088,2.387
medium_variant,923,2089,2.378
medium_variant,923,2090,2.371
medium_variant,923,2091,2.369
medium_variant,923,2092,2.369
medium_variant,923,2093,2.371
medium_variant,923,2094,2.374
medium_variant,923,2095,2.377
medium_variant,923,2096,2.386
medium_variant,923,2097,2.395
medium_variant,923,2098,2.402
medium_variant,923,2099,2.408
medium_variant,923,2100,2.412
high_variant,923,2015,4.73179394518152
low_variant,923,2015,4.73179394518152
constant_fertility,923,2015,4.73179394518152
instant_replacement,923,2015,4.73179394518152
zero_migration,923,2015,4.73179394518152
constant_mortality,923,2015,4.73179394518152
no_change,923,2015,4.73179394518152
high_variant,923,2020,3.96457035809363
low_variant,923,2020,3.96457035809363
constant_fertility,923,2020,3.96457035809363
instant_replacement,923,2020,3.96457035809363
zero_migration,923,2020,3.95619935643691
constant_mortality,923,2020,3.99359443456789
no_change,923,2020,3.99359443456789
high_variant,923,2025,3.4586394920644
low_variant,923,2025,3.4586394920644
constant_fertility,923,2025,3.4586394920644
instant_replacement,923,2025,3.4586394920644
zero_migration,923,2025,3.44614047315703
constant_mortality,923,2025,3.52274928802722
no_change,923,2025,3.52274928802722
high_variant,923,2030,3.18772607833958
low_variant,923,2030,3.18772607833958
constant_fertility,923,2030,3.18772607833958
instant_replacement,923,2030,3.18772607833958
zero_migration,923,2030,3.17082775161317
constant_mortality,923,2030,3.29395760962246
no_change,923,2030,3.29395760962246
high_variant,923,2035,3.19475012672337
low_variant,923,2035,3.10426048460482
constant_fertility,923,2035,3.13039854617799
instant_replacement,923,2035,3.23974171675698
zero_migration,923,2035,3.12733487880338
constant_mortality,923,2035,3.31719733325266
no_change,923,2035,3.29690341179858
high_variant,923,2040,3.09661492110124
low_variant,923,2040,2.8811843713034
constant_fertility,923,2040,2.94085091377373
instant_replacement,923,2040,3.14968460858806
zero_migration,923,2040,2.96267879163398
constant_mortality,923,2040,3.21617618224536
no_change,923,2040,3.16387824893064
high_variant,923,2045,2.92630470010276
low_variant,923,2045,2.58271503906881
constant_fertility,923,2045,2.68314756314623
instant_replacement,923,2045,2.96629884421033
zero_migration,923,2045,2.72568210778373
constant_mortality,923,2045,3.02725105752532
no_change,923,2045,2.94770957771069
high_variant,923,2050,2.71099880683163
low_variant,923,2050,2.26046071661256
constant_fertility,923,2050,2.40071355892085
instant_replacement,923,2050,2.73536001906404
zero_migration,923,2050,2.45456712959327
constant_mortality,923,2050,2.78717918780427
no_change,923,2050,2.69060357907446
high_variant,923,2055,2.5215978168477
low_variant,923,2055,1.96779874387234
constant_fertility,923,2055,2.14259726786313
instant_replacement,923,2055,2.52941236171227
zero_migration,923,2055,2.21084420010621
constant_mortality,923,2055,2.57140564633222
no_change,923,2055,2.45401141943483
high_variant,923,2060,2.61013193066249
low_variant,923,2060,1.89713340471421
constant_fertility,923,2060,2.11099343012357
instant_replacement,923,2060,2.60262913495486
zero_migration,923,2060,2.21373484318625
constant_mortality,923,2060,2.6596456959207
no_change,923,2060,2.49388174549654
high_variant,923,2065,2.9310557767192
low_variant,923,2065,1.97339516838756
constant_fertility,923,2065,2.23915528516408
instant_replacement,923,2065,2.90693218250353
zero_migration,923,2065,2.40146193338703
constant_mortality,923,2065,3.000618896306
