variant,region,year,potentialsupport1664_65
estimates,902,1950,15.209
estimates,902,1951,15.119
estimates,902,1952,15.112
estimates,902,1953,15.19
estimates,902,1954,15.357
estimates,902,1955,15.613
estimates,902,1956,15.537
estimates,902,1957,15.551
estimates,902,1958,15.648
estimates,902,1959,15.818
estimates,902,1960,16.055
estimates,902,1961,15.882
estimates,902,1962,15.788
estimates,902,1963,15.77
estimates,902,1964,15.831
estimates,902,1965,15.968
estimates,902,1966,15.73
estimates,902,1967,15.569
estimates,902,1968,15.465
estimates,902,1969,15.398
estimates,902,1970,15.353
estimates,902,1971,15.154
estimates,902,1972,14.995
estimates,902,1973,14.874
estimates,902,1974,14.79
estimates,902,1975,14.741
estimates,902,1976,14.578
estimates,902,1977,14.459
estimates,902,1978,14.376
estimates,902,1979,14.324
estimates,902,1980,14.298
estimates,902,1981,14.195
estimates,902,1982,14.13
estimates,902,1983,14.092
estimates,902,1984,14.075
estimates,902,1985,14.071
estimates,902,1986,13.988
estimates,902,1987,13.93
estimates,902,1988,13.885
estimates,902,1989,13.835
estimates,902,1990,13.772
estimates,902,1991,13.613
estimates,902,1992,13.461
estimates,902,1993,13.316
estimates,902,1994,13.179
estimates,902,1995,13.05
estimates,902,1996,12.856
estimates,902,1997,12.683
estimates,902,1998,12.531
estimates,902,1999,12.398
estimates,902,2000,12.283
estimates,902,2001,12.127
estimates,902,2002,11.997
estimates,902,2003,11.889
estimates,902,2004,11.802
estimates,902,2005,11.729
estimates,902,2006,11.624
estimates,902,2007,11.533
estimates,902,2008,11.445
estimates,902,2009,11.35
estimates,902,2010,11.241
estimates,902,2011,11.091
estimates,902,2012,10.938
estimates,902,2013,10.769
estimates,902,2014,10.566
estimates,902,2015,10.325
medium_variant,902,2015,10.325
medium_variant,902,2016,10.028
medium_variant,902,2017,9.714
medium_variant,902,2018,9.403
medium_variant,902,2019,9.115
medium_variant,902,2020,8.856
medium_variant,902,2021,8.607
medium_variant,902,2022,8.385
medium_variant,902,2023,8.177
medium_variant,902,2024,7.972
medium_variant,902,2025,7.764
medium_variant,902,2026,7.55
medium_variant,902,2027,7.343
medium_variant,902,2028,7.14
medium_variant,902,2029,6.938
medium_variant,902,2030,6.738
medium_variant,902,2031,6.541
medium_variant,902,2032,6.35
medium_variant,902,2033,6.166
medium_variant,902,2034,5.994
medium_variant,902,2035,5.833
medium_variant,902,2036,5.684
medium_variant,902,2037,5.546
medium_variant,902,2038,5.419
medium_variant,902,2039,5.303
medium_variant,902,2040,5.198
medium_variant,902,2041,5.107
medium_variant,902,2042,5.025
medium_variant,902,2043,4.949
medium_variant,902,2044,4.873
medium_variant,902,2045,4.794
medium_variant,902,2046,4.717
medium_variant,902,2047,4.64
medium_variant,902,2048,4.561
medium_variant,902,2049,4.479
medium_variant,902,2050,4.392
medium_variant,902,2051,4.304
medium_variant,902,2052,4.213
medium_variant,902,2053,4.124
medium_variant,902,2054,4.041
medium_variant,902,2055,3.965
medium_variant,902,2056,3.901
medium_variant,902,2057,3.844
medium_variant,902,2058,3.792
medium_variant,902,2059,3.746
medium_variant,902,2060,3.704
medium_variant,902,2061,3.67
medium_variant,902,2062,3.64
medium_variant,902,2063,3.612
medium_variant,902,2064,3.586
medium_variant,902,2065,3.559
medium_variant,902,2066,3.536
