variant,continent,year,gender,childdependencyratio2564
estimates,904,1950,male,154.772
estimates,904,1951,male,155.582
estimates,904,1952,male,156.351
estimates,904,1953,male,156.998
estimates,904,1954,male,157.517
estimates,904,1955,male,157.972
estimates,904,1956,male,159.363
estimates,904,1957,male,160.474
estimates,904,1958,male,161.462
estimates,904,1959,male,162.447
estimates,904,1960,male,163.475
estimates,904,1961,male,164.6
estimates,904,1962,male,165.792
estimates,904,1963,male,166.952
estimates,904,1964,male,167.928
estimates,904,1965,male,168.661
estimates,904,1966,male,170.046
estimates,904,1967,male,170.967
estimates,904,1968,male,171.531
estimates,904,1969,male,171.892
estimates,904,1970,male,172.105
estimates,904,1971,male,172.321
estimates,904,1972,male,172.376
estimates,904,1973,male,172.182
estimates,904,1974,male,171.608
estimates,904,1975,male,170.626
estimates,904,1976,male,169.691
estimates,904,1977,male,168.386
estimates,904,1978,male,166.812
estimates,904,1979,male,165.109
estimates,904,1980,male,163.359
estimates,904,1981,male,161.847
estimates,904,1982,male,160.197
estimates,904,1983,male,158.404
estimates,904,1984,male,156.425
estimates,904,1985,male,154.248
estimates,904,1986,male,151.999
estimates,904,1987,male,149.556
estimates,904,1988,male,147.008
estimates,904,1989,male,144.46
estimates,904,1990,male,141.976
estimates,904,1991,male,139.688
estimates,904,1992,male,137.433
estimates,904,1993,male,135.197
estimates,904,1994,male,132.952
estimates,904,1995,male,130.689
estimates,904,1996,male,128.424
estimates,904,1997,male,126.173
estimates,904,1998,male,123.923
estimates,904,1999,male,121.649
estimates,904,2000,male,119.344
estimates,904,2001,male,117.05
estimates,904,2002,male,114.699
estimates,904,2003,male,112.329
estimates,904,2004,male,109.974
estimates,904,2005,male,107.653
estimates,904,2006,male,105.303
estimates,904,2007,male,102.962
estimates,904,2008,male,100.646
estimates,904,2009,male,98.372
estimates,904,2010,male,96.161
estimates,904,2011,male,94.045
estimates,904,2012,male,92.012
estimates,904,2013,male,90.048
estimates,904,2014,male,88.13
estimates,904,2015,male,86.249
medium_variant,904,2015,male,86.249
medium_variant,904,2016,male,84.545
medium_variant,904,2017,male,82.832
medium_variant,904,2018,male,81.145
medium_variant,904,2019,male,79.518
medium_variant,904,2020,male,77.965
medium_variant,904,2021,male,76.481
medium_variant,904,2022,male,75.059
medium_variant,904,2023,male,73.696
medium_variant,904,2024,male,72.379
medium_variant,904,2025,male,71.106
medium_variant,904,2026,male,69.933
medium_variant,904,2027,male,68.796
medium_variant,904,2028,male,67.701
medium_variant,904,2029,male,66.661
medium_variant,904,2030,male,65.68
medium_variant,904,2031,male,64.801
medium_variant,904,2032,male,63.968
medium_variant,904,2033,male,63.167
medium_variant,904,2034,male,62.376
medium_variant,904,2035,male,61.583
medium_variant,904,2036,male,60.838
medium_variant,904,2037,male,60.085
medium_variant,904,2038,male,59.333
medium_variant,904,2039,male,58.598
medium_variant,904,2040,male,57.889
medium_variant,904,2041,male,57.245
medium_variant,904,2042,male,56.616
medium_variant,904,2043,male,56.007
medium_variant,904,2044,male,55.421
medium_variant,904,2045,male,54.861
medium_variant,904,2046,male,54.367
medium_variant,904,2047,male,53.892
medium_variant,904,2048,male,53.436
medium_variant,904,2049,male,53.003
medium_variant,904,2050,male,52.594
medium_variant,904,2051,male,52.246
medium_variant,904,2052,male,51.912
medium_variant,904,2053,male,51.594
medium_variant,904,2054,male,51.291
medium_variant,904,2055,male,51.003
medium_variant,904,2056,male,50.765
medium_variant,904,2057,male,50.533
medium_variant,904,2058,male,50.309
medium_variant,904,2059,male,50.094
medium_variant,904,2060,male,49.888
medium_variant,904,2061,male,49.726
medium_variant,904,2062,male,49.566
medium_variant,904,2063,male,49.409
medium_variant,904,2064,male,49.258
medium_variant,904,2065,male,49.112
medium_variant,904,2066,male,49.009
medium_variant,904,2067,male,48.903
medium_variant,904,2068,male,48.795
medium_variant,904,2069,male,48.686
medium_variant,904,2070,male,48.578
medium_variant,904,2071,male,48.502
medium_variant,904,2072,male,48.42
medium_variant,904,2073,male,48.333
medium_variant,904,2074,male,48.241
medium_variant,904,2075,male,48.147
medium_variant,904,2076,male,48.085
medium_variant,904,2077,male,48.012
medium_variant,904,2078,male,47.935
medium_variant,904,2079,male,47.861
medium_variant,904,2080,male,47.797
medium_variant,904,2081,male,47.772
medium_variant,904,2082,male,47.748
medium_variant,904,2083,male,47.727
medium_variant,904,2084,male,47.706
medium_variant,904,2085,male,47.686
medium_variant,904,2086,male,47.696
medium_variant,904,2087,male,47.701
medium_variant,904,2088,male,47.702
medium_variant,904,2089,male,47.701
medium_variant,904,2090,male,47.698
medium_variant,904,2091,male,47.723
medium_variant,904,2092,male,47.74
medium_variant,904,2093,male,47.75
medium_variant,904,2094,male,47.755
medium_variant,904,2095,male,47.756
medium_variant,904,2096,male,47.782
medium_variant,904,2097,male,47.797
medium_variant,904,2098,male,47.804
medium_variant,904,2099,male,47.806
medium_variant,904,2100,male,47.804
estimates,904,1950,female,150.194
estimates,904,1951,female,150.69
estimates,904,1952,female,151.202
estimates,904,1953,female,151.599
estimates,904,1954,female,151.863
estimates,904,1955,female,152.068
estimates,904,1956,female,153.231
estimates,904,1957,female,154.101
estimates,904,1958,female,154.861
estimates,904,1959,female,155.659
estimates,904,1960,female,156.551
estimates,904,1961,female,157.53
estimates,904,1962,female,158.649
estimates,904,1963,female,159.792
estimates,904,1964,female,160.781
estimates,904,1965,female,161.542
estimates,904,1966,female,162.889
estimates,904,1967,female,163.803
estimates,904,1968,female,164.388
estimates,904,1969,female,164.798
estimates,904,1970,female,165.085
estimates,904,1971,female,165.263
estimates,904,1972,female,165.307
estimates,904,1973,female,165.129
estimates,904,1974,female,164.586
estimates,904,1975,female,163.64
estimates,904,1976,female,162.568
estimates,904,1977,female,161.126
estimates,904,1978,female,159.417
estimates,904,1979,female,157.584
estimates,904,1980,female,155.709
estimates,904,1981,female,154.058
estimates,904,1982,female,152.292
estimates,904,1983,female,150.402
estimates,904,1984,female,148.341
estimates,904,1985,female,146.092
estimates,904,1986,female,143.759
estimates,904,1987,female,141.243
estimates,904,1988,female,138.631
estimates,904,1989,female,136.025
estimates,904,1990,female,133.49
estimates,904,1991,female,131.088
estimates,904,1992,female,128.719
estimates,904,1993,female,126.376
estimates,904,1994,female,124.042
estimates,904,1995,female,121.714
estimates,904,1996,female,119.483
estimates,904,1997,female,117.28
estimates,904,1998,female,115.088
estimates,904,1999,female,112.877
estimates,904,2000,female,110.632
estimates,904,2001,female,108.407
estimates,904,2002,female,106.126
estimates,904,2003,female,103.827
estimates,904,2004,female,101.555
estimates,904,2005,female,99.328
estimates,904,2006,female,97.107
estimates,904,2007,female,94.915
estimates,904,2008,female,92.759
estimates,904,2009,female,90.644
estimates,904,2010,female,88.583
estimates,904,2011,female,86.65
estimates,904,2012,female,84.784
estimates,904,2013,female,82.978
estimates,904,2014,female,81.217
estimates,904,2015,female,79.496
medium_variant,904,2015,female,79.496
medium_variant,904,2016,female,77.941
medium_variant,904,2017,female,76.386
