variant,continent,year,gender,childdependencyratio2564
estimates,905,1950,male,80.263
estimates,905,1951,male,80.812
estimates,905,1952,male,81.287
estimates,905,1953,male,81.925
estimates,905,1954,male,82.834
estimates,905,1955,male,84.029
estimates,905,1956,male,85.726
estimates,905,1957,male,87.596
estimates,905,1958,male,89.405
estimates,905,1959,male,90.987
estimates,905,1960,male,92.313
estimates,905,1961,male,94.38
estimates,905,1962,male,96.119
estimates,905,1963,male,97.502
estimates,905,1964,male,98.549
estimates,905,1965,male,99.284
estimates,905,1966,male,99.839
estimates,905,1967,male,99.981
estimates,905,1968,male,99.712
estimates,905,1969,male,99.107
estimates,905,1970,male,98.289
estimates,905,1971,male,97.709
estimates,905,1972,male,96.914
estimates,905,1973,male,95.743
estimates,905,1974,male,94.11
estimates,905,1975,male,92.092
estimates,905,1976,male,91.235
estimates,905,1977,male,90.111
estimates,905,1978,male,88.778
estimates,905,1979,male,87.326
estimates,905,1980,male,85.817
estimates,905,1981,male,83.909
estimates,905,1982,male,81.914
estimates,905,1983,male,79.884
estimates,905,1984,male,77.862
estimates,905,1985,male,75.896
estimates,905,1986,male,74.248
estimates,905,1987,male,72.686
estimates,905,1988,male,71.264
estimates,905,1989,male,70.021
estimates,905,1990,male,68.96
estimates,905,1991,male,68.232
estimates,905,1992,male,67.628
estimates,905,1993,male,67.135
estimates,905,1994,male,66.705
estimates,905,1995,male,66.313
estimates,905,1996,male,66.217
estimates,905,1997,male,66.013
estimates,905,1998,male,65.74
estimates,905,1999,male,65.451
estimates,905,2000,male,65.165
estimates,905,2001,male,64.79
estimates,905,2002,male,64.559
estimates,905,2003,male,64.38
estimates,905,2004,male,64.129
estimates,905,2005,male,63.752
estimates,905,2006,male,63.521
estimates,905,2007,male,63.125
estimates,905,2008,male,62.623
estimates,905,2009,male,62.082
estimates,905,2010,male,61.521
estimates,905,2011,male,61.039
estimates,905,2012,male,60.407
estimates,905,2013,male,59.698
estimates,905,2014,male,58.987
estimates,905,2015,male,58.308
medium_variant,905,2015,male,58.308
medium_variant,905,2016,male,57.66
medium_variant,905,2017,male,57.127
medium_variant,905,2018,male,56.667
medium_variant,905,2019,male,56.223
medium_variant,905,2020,male,55.781
medium_variant,905,2021,male,55.687
medium_variant,905,2022,male,55.557
medium_variant,905,2023,male,55.419
medium_variant,905,2024,male,55.311
medium_variant,905,2025,male,55.237
medium_variant,905,2026,male,55.305
medium_variant,905,2027,male,55.397
medium_variant,905,2028,male,55.49
medium_variant,905,2029,male,55.542
medium_variant,905,2030,male,55.528
medium_variant,905,2031,male,55.608
medium_variant,905,2032,male,55.63
medium_variant,905,2033,male,55.605
medium_variant,905,2034,male,55.56
medium_variant,905,2035,male,55.509
medium_variant,905,2036,male,55.605
medium_variant,905,2037,male,55.701
medium_variant,905,2038,male,55.771
medium_variant,905,2039,male,55.778
medium_variant,905,2040,male,55.701
medium_variant,905,2041,male,55.703
medium_variant,905,2042,male,55.63
medium_variant,905,2043,male,55.491
medium_variant,905,2044,male,55.299
medium_variant,905,2045,male,55.066
medium_variant,905,2046,male,54.939
medium_variant,905,2047,male,54.774
medium_variant,905,2048,male,54.579
medium_variant,905,2049,male,54.366
medium_variant,905,2050,male,54.14
medium_variant,905,2051,male,54.042
medium_variant,905,2052,male,53.942
medium_variant,905,2053,male,53.838
medium_variant,905,2054,male,53.73
medium_variant,905,2055,male,53.615
medium_variant,905,2056,male,53.627
medium_variant,905,2057,male,53.635
medium_variant,905,2058,male,53.638
medium_variant,905,2059,male,53.64
medium_variant,905,2060,male,53.638
medium_variant,905,2061,male,53.744
medium_variant,905,2062,male,53.851
medium_variant,905,2063,male,53.945
medium_variant,905,2064,male,54.009
medium_variant,905,2065,male,54.033
medium_variant,905,2066,male,54.124
medium_variant,905,2067,male,54.182
medium_variant,905,2068,male,54.206
medium_variant,905,2069,male,54.199
medium_variant,905,2070,male,54.163
medium_variant,905,2071,male,54.2
medium_variant,905,2072,male,54.21
medium_variant,905,2073,male,54.194
medium_variant,905,2074,male,54.155
medium_variant,905,2075,male,54.092
medium_variant,905,2076,male,54.104
medium_variant,905,2077,male,54.101
medium_variant,905,2078,male,54.076
medium_variant,905,2079,male,54.017
medium_variant,905,2080,male,53.921
medium_variant,905,2081,male,53.88
medium_variant,905,2082,male,53.807
medium_variant,905,2083,male,53.71
medium_variant,905,2084,male,53.601
medium_variant,905,2085,male,53.489
medium_variant,905,2086,male,53.453
medium_variant,905,2087,male,53.417
medium_variant,905,2088,male,53.378
medium_variant,905,2089,male,53.333
medium_variant,905,2090,male,53.281
medium_variant,905,2091,male,53.293
medium_variant,905,2092,male,53.302
medium_variant,905,2093,male,53.304
medium_variant,905,2094,male,53.297
medium_variant,905,2095,male,53.277
medium_variant,905,2096,male,53.309
medium_variant,905,2097,male,53.331
medium_variant,905,2098,male,53.34
medium_variant,905,2099,male,53.332
medium_variant,905,2100,male,53.305
estimates,905,1950,female,76.986
estimates,905,1951,female,77.348
estimates,905,1952,female,77.7
estimates,905,1953,female,78.269
estimates,905,1954,female,79.115
estimates,905,1955,female,80.193
estimates,905,1956,female,81.325
estimates,905,1957,female,82.687
estimates,905,1958,female,84.113
estimates,905,1959,female,85.451
estimates,905,1960,female,86.625
estimates,905,1961,female,88.344
estimates,905,1962,female,89.813
estimates,905,1963,female,91.038
estimates,905,1964,female,92.038
estimates,905,1965,female,92.785
estimates,905,1966,female,93.257
estimates,905,1967,female,93.451
estimates,905,1968,female,93.376
estimates,905,1969,female,93.027
estimates,905,1970,female,92.403
estimates,905,1971,female,91.515
estimates,905,1972,female,90.429
estimates,905,1973,female,89.114
estimates,905,1974,female,87.568
estimates,905,1975,female,85.832
estimates,905,1976,female,84.268
estimates,905,1977,female,82.521
estimates,905,1978,female,80.643
estimates,905,1979,female,78.696
estimates,905,1980,female,76.72
estimates,905,1981,female,75.013
estimates,905,1982,female,73.292
estimates,905,1983,female,71.602
estimates,905,1984,female,69.968
estimates,905,1985,female,68.412
estimates,905,1986,female,67.193
estimates,905,1987,female,66.027
estimates,905,1988,female,64.972
estimates,905,1989,female,64.078
estimates,905,1990,female,63.355
estimates,905,1991,female,62.97
estimates,905,1992,female,62.682
estimates,905,1993,female,62.462
estimates,905,1994,female,62.253
estimates,905,1995,female,62.027
estimates,905,1996,female,62.067
estimates,905,1997,female,61.967
estimates,905,1998,female,61.768
estimates,905,1999,female,61.534
estimates,905,2000,female,61.297
estimates,905,2001,female,60.97
estimates,905,2002,female,60.739
estimates,905,2003,female,60.514
estimates,905,2004,female,60.192
estimates,905,2005,female,59.74
estimates,905,2006,female,59.543
estimates,905,2007,female,59.184
estimates,905,2008,female,58.712
estimates,905,2009,female,58.19
estimates,905,2010,female,57.647
estimates,905,2011,female,57.265
estimates,905,2012,female,56.759
estimates,905,2013,female,56.188
estimates,905,2014,female,55.614
estimates,905,2015,female,55.064
medium_variant,905,2015,female,55.064
medium_variant,905,2016,female,54.548
medium_variant,905,2017,female,54.141
medium_variant,905,2018,female,53.8
medium_variant,905,2019,female,53.468
medium_variant,905,2020,female,53.127
medium_variant,905,2021,female,53.112
medium_variant,905,2022,female,53.055
medium_variant,905,2023,female,52.982
medium_variant,905,2024,female,52.931
medium_variant,905,2025,female,52.91
medium_variant,905,2026,female,53.029
medium_variant,905,2027,female,53.168
medium_variant,905,2028,female,53.305
medium_variant,905,2029,female,53.395
medium_variant,905,2030,female,53.414
medium_variant,905,2031,female,53.525
medium_variant,905,2032,female,53.576
medium_variant,905,2033,female,53.575
medium_variant,905,2034,female,53.549
medium_variant,905,2035,female,53.512
medium_variant,905,2036,female,53.621
medium_variant,905,2037,female,53.726
medium_variant,905,2038,female,53.803
medium_variant,905,2039,female,53.823
medium_variant,905,2040,female,53.766
medium_variant,905,2041,female,53.799
medium_variant,905,2042,female,53.766
medium_variant,905,2043,female,53.671
medium_variant,905,2044,female,53.523
medium_variant,905,2045,female,53.331
medium_variant,905,2046,female,53.248
medium_variant,905,2047,female,53.126
medium_variant,905,2048,female,52.971
medium_variant,905,2049,female,52.794
medium_variant,905,2050,female,52.601
medium_variant,905,2051,female,52.535
medium_variant,905,2052,female,52.464
medium_variant,905,2053,female,52.386
medium_variant,905,2054,female,52.299
medium_variant,905,2055,female,52.2
medium_variant,905,2056,female,52.225
medium_variant,905,2057,female,52.242
medium_variant,905,2058,female,52.252
medium_variant,905,2059,female,52.257
medium_variant,905,2060,female,52.256
medium_variant,905,2061,female,52.364
medium_variant,905,2062,female,52.47
medium_variant,905,2063,female,52.564
medium_variant,905,2064,female,52.63
medium_variant,905,2065,female,52.657
medium_variant,905,2066,female,52.754
medium_variant,905,2067,female,52.821
medium_variant,905,2068,female,52.856
medium_variant,905,2069,female,52.86
medium_variant,905,2070,female,52.834
medium_variant,905,2071,female,52.881
medium_variant,905,2072,female,52.904
medium_variant,905,2073,female,52.901
medium_variant,905,2074,female,52.874
medium_variant,905,2075,female,52.824
medium_variant,905,2076,female,52.849
medium_variant,905,2077,female,52.86
medium_variant,905,2078,female,52.849
medium_variant,905,2079,female,52.805
medium_variant,905,2080,female,52.723
medium_variant,905,2081,female,52.696
medium_variant,905,2082,female,52.637
medium_variant,905,2083,female,52.554
medium_variant,905,2084,female,52.46
medium_variant,905,2085,female,52.361
medium_variant,905,2086,female,52.336
medium_variant,905,2087,female,52.312
medium_variant,905,2088,female,52.285
