variant,country,year,gender,dependencyratio2064
estimates,566,1950,male,123.663
estimates,566,1951,male,124.073
estimates,566,1952,male,123.95
estimates,566,1953,male,123.617
estimates,566,1954,male,123.189
estimates,566,1955,male,122.651
estimates,566,1956,male,123.056
estimates,566,1957,male,123.293
estimates,566,1958,male,123.299
estimates,566,1959,male,123.044
estimates,566,1960,male,122.56
estimates,566,1961,male,123.317
estimates,566,1962,male,123.628
estimates,566,1963,male,123.627
estimates,566,1964,male,123.444
estimates,566,1965,male,123.139
estimates,566,1966,male,123.743
estimates,566,1967,male,124.058
estimates,566,1968,male,124.216
estimates,566,1969,male,124.358
estimates,566,1970,male,124.566
estimates,566,1971,male,125.716
estimates,566,1972,male,126.876
estimates,566,1973,male,127.976
estimates,566,1974,male,128.911
estimates,566,1975,male,129.644
estimates,566,1976,male,130.93
estimates,566,1977,male,131.744
estimates,566,1978,male,132.212
estimates,566,1979,male,132.453
estimates,566,1980,male,132.521
estimates,566,1981,male,134.084
estimates,566,1982,male,135.42
estimates,566,1983,male,136.573
estimates,566,1984,male,137.565
estimates,566,1985,male,138.397
estimates,566,1986,male,139.612
estimates,566,1987,male,140.478
estimates,566,1988,male,141.009
estimates,566,1989,male,141.198
estimates,566,1990,male,141.042
estimates,566,1991,male,141.4
estimates,566,1992,male,141.376
estimates,566,1993,male,141.003
estimates,566,1994,male,140.321
estimates,566,1995,male,139.375
estimates,566,1996,male,139.101
estimates,566,1997,male,138.515
estimates,566,1998,male,137.7
estimates,566,1999,male,136.738
estimates,566,2000,male,135.69
estimates,566,2001,male,135.475
estimates,566,2002,male,135.077
estimates,566,2003,male,134.586
estimates,566,2004,male,134.071
estimates,566,2005,male,133.565
estimates,566,2006,male,133.785
estimates,566,2007,male,133.858
estimates,566,2008,male,133.857
estimates,566,2009,male,133.842
estimates,566,2010,male,133.826
estimates,566,2011,male,134.243
estimates,566,2012,male,134.593
estimates,566,2013,male,134.838
estimates,566,2014,male,134.902
estimates,566,2015,male,134.742
medium_variant,566,2015,male,134.742
medium_variant,566,2016,male,134.899
medium_variant,566,2017,male,134.755
medium_variant,566,2018,male,134.365
medium_variant,566,2019,male,133.791
medium_variant,566,2020,male,133.056
medium_variant,566,2021,male,132.416
medium_variant,566,2022,male,131.602
medium_variant,566,2023,male,130.63
medium_variant,566,2024,male,129.509
medium_variant,566,2025,male,128.254
medium_variant,566,2026,male,127.227
medium_variant,566,2027,male,126.053
medium_variant,566,2028,male,124.759
medium_variant,566,2029,male,123.36
medium_variant,566,2030,male,121.873
medium_variant,566,2031,male,120.605
medium_variant,566,2032,male,119.22
medium_variant,566,2033,male,117.776
medium_variant,566,2034,male,116.329
medium_variant,566,2035,male,114.907
medium_variant,566,2036,male,113.76
medium_variant,566,2037,male,112.585
medium_variant,566,2038,male,111.4
medium_variant,566,2039,male,110.212
medium_variant,566,2040,male,109.024
medium_variant,566,2041,male,108.056
medium_variant,566,2042,male,107.046
medium_variant,566,2043,male,106.005
medium_variant,566,2044,male,104.934
medium_variant,566,2045,male,103.837
medium_variant,566,2046,male,102.908
medium_variant,566,2047,male,101.922
medium_variant,566,2048,male,100.886
medium_variant,566,2049,male,99.808
medium_variant,566,2050,male,98.693
medium_variant,566,2051,male,97.732
medium_variant,566,2052,male,96.716
medium_variant,566,2053,male,95.659
medium_variant,566,2054,male,94.568
medium_variant,566,2055,male,93.45
medium_variant,566,2056,male,92.492
medium_variant,566,2057,male,91.483
medium_variant,566,2058,male,90.449
medium_variant,566,2059,male,89.411
medium_variant,566,2060,male,88.386
medium_variant,566,2061,male,87.524
medium_variant,566,2062,male,86.653
medium_variant,566,2063,male,85.787
medium_variant,566,2064,male,84.934
medium_variant,566,2065,male,84.103
medium_variant,566,2066,male,83.454
medium_variant,566,2067,male,82.799
medium_variant,566,2068,male,82.144
medium_variant,566,2069,male,81.495
medium_variant,566,2070,male,80.856
medium_variant,566,2071,male,80.37
medium_variant,566,2072,male,79.862
medium_variant,566,2073,male,79.347
medium_variant,566,2074,male,78.838
medium_variant,566,2075,male,78.341
medium_variant,566,2076,male,77.983
medium_variant,566,2077,male,77.611
medium_variant,566,2078,male,77.228
medium_variant,566,2079,male,76.83
medium_variant,566,2080,male,76.417
medium_variant,566,2081,male,76.125
medium_variant,566,2082,male,75.798
medium_variant,566,2083,male,75.447
medium_variant,566,2084,male,75.081
medium_variant,566,2085,male,74.706
medium_variant,566,2086,male,74.444
medium_variant,566,2087,male,74.155
medium_variant,566,2088,male,73.849
medium_variant,566,2089,male,73.533
medium_variant,566,2090,male,73.213
medium_variant,566,2091,male,73.015
medium_variant,566,2092,male,72.791
medium_variant,566,2093,male,72.551
medium_variant,566,2094,male,72.307
medium_variant,566,2095,male,72.067
medium_variant,566,2096,male,71.938
medium_variant,566,2097,male,71.792
medium_variant,566,2098,male,71.636
medium_variant,566,2099,male,71.477
medium_variant,566,2100,male,71.316
estimates,566,1950,female,118.606
estimates,566,1951,female,119.222
estimates,566,1952,female,119.451
estimates,566,1953,female,119.431
estimates,566,1954,female,119.228
estimates,566,1955,female,118.858
estimates,566,1956,female,119.571
estimates,566,1957,female,119.985
estimates,566,1958,female,120.126
estimates,566,1959,female,120.031
estimates,566,1960,female,119.753
estimates,566,1961,female,120.58
estimates,566,1962,female,121.042
estimates,566,1963,female,121.238
estimates,566,1964,female,121.248
estimates,566,1965,female,121.115
estimates,566,1966,female,121.892
estimates,566,1967,female,122.37
estimates,566,1968,female,122.653
estimates,566,1969,female,122.854
estimates,566,1970,female,123.047
estimates,566,1971,female,124.102
estimates,566,1972,female,125.085
estimates,566,1973,female,125.97
estimates,566,1974,female,126.701
estimates,566,1975,female,127.274
estimates,566,1976,female,128.546
estimates,566,1977,female,129.433
estimates,566,1978,female,130.038
estimates,566,1979,female,130.452
estimates,566,1980,female,130.712
estimates,566,1981,female,132.091
estimates,566,1982,female,133.221
estimates,566,1983,female,134.146
estimates,566,1984,female,134.898
estimates,566,1985,female,135.489
estimates,566,1986,female,136.543
estimates,566,1987,female,137.273
estimates,566,1988,female,137.694
estimates,566,1989,female,137.805
estimates,566,1990,female,137.612
estimates,566,1991,female,137.918
estimates,566,1992,female,137.871
estimates,566,1993,female,137.506
estimates,566,1994,female,136.857
estimates,566,1995,female,135.969
estimates,566,1996,female,135.748
estimates,566,1997,female,135.234
estimates,566,1998,female,134.503
estimates,566,1999,female,133.633
estimates,566,2000,female,132.683
estimates,566,2001,female,132.535
estimates,566,2002,female,132.209
estimates,566,2003,female,131.786
estimates,566,2004,female,131.328
estimates,566,2005,female,130.868
estimates,566,2006,female,131.105
estimates,566,2007,female,131.196
estimates,566,2008,female,131.211
estimates,566,2009,female,131.205
estimates,566,2010,female,131.189
estimates,566,2011,female,131.555
estimates,566,2012,female,131.851
estimates,566,2013,female,132.046
estimates,566,2014,female,132.08
estimates,566,2015,female,131.919
medium_variant,566,2015,female,131.919
medium_variant,566,2016,female,132.044
medium_variant,566,2017,female,131.894
medium_variant,566,2018,female,131.518
medium_variant,566,2019,female,130.968
medium_variant,566,2020,female,130.268
medium_variant,566,2021,female,129.662
medium_variant,566,2022,female,128.898
medium_variant,566,2023,female,127.991
medium_variant,566,2024,female,126.948
medium_variant,566,2025,female,125.786
medium_variant,566,2026,female,124.846
medium_variant,566,2027,female,123.766
medium_variant,566,2028,female,122.575
medium_variant,566,2029,female,121.293
medium_variant,566,2030,female,119.939
medium_variant,566,2031,female,118.773
medium_variant,566,2032,female,117.504
medium_variant,566,2033,female,116.183
medium_variant,566,2034,female,114.861
medium_variant,566,2035,female,113.566
medium_variant,566,2036,female,112.497
medium_variant,566,2037,female,111.41
medium_variant,566,2038,female,110.316
medium_variant,566,2039,female,109.218
medium_variant,566,2040,female,108.117
medium_variant,566,2041,female,107.188
medium_variant,566,2042,female,106.219
medium_variant,566,2043,female,105.219
medium_variant,566,2044,female,104.193
medium_variant,566,2045,female,103.143
medium_variant,566,2046,female,102.219
medium_variant,566,2047,female,101.244
medium_variant,566,2048,female,100.227
medium_variant,566,2049,female,99.174
medium_variant,566,2050,female,98.09
medium_variant,566,2051,female,97.111
medium_variant,566,2052,female,96.085
medium_variant,566,2053,female,95.025
medium_variant,566,2054,female,93.939
medium_variant,566,2055,female,92.837
medium_variant,566,2056,female,91.852
medium_variant,566,2057,female,90.832
medium_variant,566,2058,female,89.797
medium_variant,566,2059,female,88.769
medium_variant,566,2060,female,87.763
medium_variant,566,2061,female,86.88
medium_variant,566,2062,female,86.002
medium_variant,566,2063,female,85.139
medium_variant,566,2064,female,84.301
medium_variant,566,2065,female,83.497
medium_variant,566,2066,female,82.833
medium_variant,566,2067,female,82.178
medium_variant,566,2068,female,81.538
medium_variant,566,2069,female,80.92
medium_variant,566,2070,female,80.326
medium_variant,566,2071,female,79.843
medium_variant,566,2072,female,79.359
medium_variant,566,2073,female,78.885
medium_variant,566,2074,female,78.431
medium_variant,566,2075,female,78.004
medium_variant,566,2076,female,77.67
medium_variant,566,2077,female,77.341
medium_variant,566,2078,female,77.018
medium_variant,566,2079,female,76.698
medium_variant,566,2080,female,76.38
medium_variant,566,2081,female,76.135
medium_variant,566,2082,female,75.876
medium_variant,566,2083,female,75.611
medium_variant,566,2084,female,75.349
medium_variant,566,2085,female,75.098
medium_variant,566,2086,female,74.908
medium_variant,566,2087,female,74.712
medium_variant,566,2088,female,74.518
medium_variant,566,2089,female,74.332
medium_variant,566,2090,female,74.16
medium_variant,566,2091,female,74.05
medium_variant,566,2092,female,73.934
medium_variant,566,2093,female,73.822
medium_variant,566,2094,female,73.722
medium_variant,566,2095,female,73.641
medium_variant,566,2096,female,73.612
medium_variant,566,2097,female,73.584
medium_variant,566,2098,female,73.564
medium_variant,566,2099,female,73.558
medium_variant,566,2100,female,73.567
