variant,country,year,gender,dependencyratio2064
estimates,356,1950,male,100.569
estimates,356,1951,male,101.521
estimates,356,1952,male,102.91
estimates,356,1953,male,104.093
estimates,356,1954,male,104.825
estimates,356,1955,male,105.195
estimates,356,1956,male,106.771
estimates,356,1957,male,107.582
estimates,356,1958,male,108.111
estimates,356,1959,male,108.782
estimates,356,1960,male,109.735
estimates,356,1961,male,110.881
estimates,356,1962,male,112.319
estimates,356,1963,male,113.854
estimates,356,1964,male,115.181
estimates,356,1965,male,116.177
estimates,356,1966,male,117.804
estimates,356,1967,male,119.037
estimates,356,1968,male,119.847
estimates,356,1969,male,120.229
estimates,356,1970,male,120.18
estimates,356,1971,male,120.243
estimates,356,1972,male,119.796
estimates,356,1973,male,118.981
estimates,356,1974,male,117.953
estimates,356,1975,male,116.823
estimates,356,1976,male,116.389
estimates,356,1977,male,115.735
estimates,356,1978,male,114.932
estimates,356,1979,male,114.052
estimates,356,1980,male,113.141
estimates,356,1981,male,112.746
estimates,356,1982,male,112.307
estimates,356,1983,male,111.798
estimates,356,1984,male,111.159
estimates,356,1985,male,110.37
estimates,356,1986,male,110.188
estimates,356,1987,male,109.711
estimates,356,1988,male,109.02
estimates,356,1989,male,108.212
estimates,356,1990,male,107.325
estimates,356,1991,male,106.713
estimates,356,1992,male,105.992
estimates,356,1993,male,105.16
estimates,356,1994,male,104.205
estimates,356,1995,male,103.138
estimates,356,1996,male,102.381
estimates,356,1997,male,101.511
estimates,356,1998,male,100.511
estimates,356,1999,male,99.363
estimates,356,2000,male,98.065
estimates,356,2001,male,97.002
estimates,356,2002,male,95.77
estimates,356,2003,male,94.415
estimates,356,2004,male,92.984
estimates,356,2005,male,91.511
estimates,356,2006,male,90.271
estimates,356,2007,male,88.975
estimates,356,2008,male,87.636
estimates,356,2009,male,86.243
estimates,356,2010,male,84.793
estimates,356,2011,male,83.525
estimates,356,2012,male,82.153
estimates,356,2013,male,80.747
estimates,356,2014,male,79.408
estimates,356,2015,male,78.189
medium_variant,356,2015,male,78.189
medium_variant,356,2016,male,77.1
medium_variant,356,2017,male,76.179
medium_variant,356,2018,male,75.338
medium_variant,356,2019,male,74.463
medium_variant,356,2020,male,73.51
medium_variant,356,2021,male,72.803
medium_variant,356,2022,male,71.964
medium_variant,356,2023,male,71.057
medium_variant,356,2024,male,70.169
medium_variant,356,2025,male,69.337
medium_variant,356,2026,male,68.608
medium_variant,356,2027,male,67.905
medium_variant,356,2028,male,67.239
medium_variant,356,2029,male,66.614
medium_variant,356,2030,male,66.035
medium_variant,356,2031,male,65.652
medium_variant,356,2032,male,65.301
medium_variant,356,2033,male,64.967
medium_variant,356,2034,male,64.627
medium_variant,356,2035,male,64.267
medium_variant,356,2036,male,64.009
medium_variant,356,2037,male,63.718
medium_variant,356,2038,male,63.405
medium_variant,356,2039,male,63.081
medium_variant,356,2040,male,62.761
medium_variant,356,2041,male,62.569
medium_variant,356,2042,male,62.364
medium_variant,356,2043,male,62.159
medium_variant,356,2044,male,61.973
medium_variant,356,2045,male,61.818
medium_variant,356,2046,male,61.833
medium_variant,356,2047,male,61.856
medium_variant,356,2048,male,61.891
medium_variant,356,2049,male,61.937
medium_variant,356,2050,male,61.997
medium_variant,356,2051,male,62.209
medium_variant,356,2052,male,62.41
medium_variant,356,2053,male,62.61
medium_variant,356,2054,male,62.817
medium_variant,356,2055,male,63.038
medium_variant,356,2056,male,63.391
medium_variant,356,2057,male,63.733
medium_variant,356,2058,male,64.071
medium_variant,356,2059,male,64.411
medium_variant,356,2060,male,64.758
medium_variant,356,2061,male,65.233
medium_variant,356,2062,male,65.69
medium_variant,356,2063,male,66.136
medium_variant,356,2064,male,66.574
medium_variant,356,2065,male,67.007
medium_variant,356,2066,male,67.557
medium_variant,356,2067,male,68.071
medium_variant,356,2068,male,68.558
medium_variant,356,2069,male,69.024
medium_variant,356,2070,male,69.476
medium_variant,356,2071,male,70.043
medium_variant,356,2072,male,70.572
medium_variant,356,2073,male,71.055
medium_variant,356,2074,male,71.476
medium_variant,356,2075,male,71.827
medium_variant,356,2076,male,72.248
medium_variant,356,2077,male,72.575
medium_variant,356,2078,male,72.84
medium_variant,356,2079,male,73.086
medium_variant,356,2080,male,73.344
medium_variant,356,2081,male,73.745
medium_variant,356,2082,male,74.125
medium_variant,356,2083,male,74.493
medium_variant,356,2084,male,74.847
medium_variant,356,2085,male,75.191
medium_variant,356,2086,male,75.67
medium_variant,356,2087,male,76.111
medium_variant,356,2088,male,76.527
medium_variant,356,2089,male,76.93
medium_variant,356,2090,male,77.329
medium_variant,356,2091,male,77.849
medium_variant,356,2092,male,78.333
medium_variant,356,2093,male,78.788
medium_variant,356,2094,male,79.219
medium_variant,356,2095,male,79.632
medium_variant,356,2096,male,80.145
medium_variant,356,2097,male,80.607
medium_variant,356,2098,male,81.029
medium_variant,356,2099,male,81.421
medium_variant,356,2100,male,81.794
estimates,356,1950,female,106.598
estimates,356,1951,female,107.6
estimates,356,1952,female,108.756
estimates,356,1953,female,109.635
estimates,356,1954,female,110.048
estimates,356,1955,female,110.06
estimates,356,1956,female,111.184
estimates,356,1957,female,111.58
estimates,356,1958,female,111.688
estimates,356,1959,female,111.921
estimates,356,1960,female,112.437
estimates,356,1961,female,113.485
estimates,356,1962,female,114.759
estimates,356,1963,female,116.073
