variant,country,year,gender,dependencyratio2064
estimates,840,1950,male,73.242
estimates,840,1951,male,74.632
estimates,840,1952,male,76.06
estimates,840,1953,male,77.748
estimates,840,1954,male,79.713
estimates,840,1955,male,81.858
estimates,840,1956,male,83.777
estimates,840,1957,male,85.693
estimates,840,1958,male,87.466
estimates,840,1959,male,88.933
estimates,840,1960,male,90.016
estimates,840,1961,male,91.527
estimates,840,1962,male,92.494
estimates,840,1963,male,93.015
estimates,840,1964,male,93.203
estimates,840,1965,male,93.09
estimates,840,1966,male,92.672
estimates,840,1967,male,92.08
estimates,840,1968,male,91.435
estimates,840,1969,male,90.735
estimates,840,1970,male,89.882
estimates,840,1971,male,88.488
estimates,840,1972,male,86.918
estimates,840,1973,male,85.202
estimates,840,1974,male,83.335
estimates,840,1975,male,81.327
estimates,840,1976,male,80.565
estimates,840,1977,male,79.624
estimates,840,1978,male,78.604
estimates,840,1979,male,77.582
estimates,840,1980,male,76.572
estimates,840,1981,male,75.069
estimates,840,1982,male,73.555
estimates,840,1983,male,72.151
estimates,840,1984,male,70.94
estimates,840,1985,male,69.94
estimates,840,1986,male,69.396
estimates,840,1987,male,68.983
estimates,840,1988,male,68.685
estimates,840,1989,male,68.458
estimates,840,1990,male,68.265
estimates,840,1991,male,68.356
estimates,840,1992,male,68.473
estimates,840,1993,male,68.585
estimates,840,1994,male,68.627
estimates,840,1995,male,68.555
estimates,840,1996,male,68.545
estimates,840,1997,male,68.329
estimates,840,1998,male,68.004
estimates,840,1999,male,67.676
estimates,840,2000,male,67.375
estimates,840,2001,male,67.125
estimates,840,2002,male,66.981
estimates,840,2003,male,66.847
estimates,840,2004,male,66.613
estimates,840,2005,male,66.252
estimates,840,2006,male,66.241
estimates,840,2007,male,66.112
estimates,840,2008,male,65.947
estimates,840,2009,male,65.852
estimates,840,2010,male,65.864
estimates,840,2011,male,65.902
estimates,840,2012,male,65.879
estimates,840,2013,male,65.863
estimates,840,2014,male,65.93
estimates,840,2015,male,66.132
medium_variant,840,2015,male,66.132
medium_variant,840,2016,male,66.485
medium_variant,840,2017,male,67.042
medium_variant,840,2018,male,67.728
medium_variant,840,2019,male,68.439
medium_variant,840,2020,male,69.13
medium_variant,840,2021,male,70.137
medium_variant,840,2022,male,71.059
medium_variant,840,2023,male,71.918
medium_variant,840,2024,male,72.757
medium_variant,840,2025,male,73.588
medium_variant,840,2026,male,74.459
medium_variant,840,2027,male,75.27
medium_variant,840,2028,male,76.026
medium_variant,840,2029,male,76.729
medium_variant,840,2030,male,77.388
medium_variant,840,2031,male,78.095
medium_variant,840,2032,male,78.753
medium_variant,840,2033,male,79.33
medium_variant,840,2034,male,79.791
medium_variant,840,2035,male,80.124
medium_variant,840,2036,male,80.426
medium_variant,840,2037,male,80.593
medium_variant,840,2038,male,80.645
medium_variant,840,2039,male,80.616
medium_variant,840,2040,male,80.54
medium_variant,840,2041,male,80.506
medium_variant,840,2042,male,80.407
medium_variant,840,2043,male,80.265
medium_variant,840,2044,male,80.118
medium_variant,840,2045,male,80.002
medium_variant,840,2046,male,79.999
medium_variant,840,2047,male,80.004
medium_variant,840,2048,male,80.033
medium_variant,840,2049,male,80.105
medium_variant,840,2050,male,80.24
medium_variant,840,2051,male,80.507
medium_variant,840,2052,male,80.803
medium_variant,840,2053,male,81.135
medium_variant,840,2054,male,81.518
medium_variant,840,2055,male,81.968
medium_variant,840,2056,male,82.538
medium_variant,840,2057,male,83.132
medium_variant,840,2058,male,83.733
medium_variant,840,2059,male,84.315
medium_variant,840,2060,male,84.871
medium_variant,840,2061,male,85.398
medium_variant,840,2062,male,85.857
medium_variant,840,2063,male,86.271
medium_variant,840,2064,male,86.677
medium_variant,840,2065,male,87.104
medium_variant,840,2066,male,87.494
medium_variant,840,2067,male,87.861
medium_variant,840,2068,male,88.218
medium_variant,840,2069,male,88.585
medium_variant,840,2070,male,88.981
medium_variant,840,2071,male,89.309
medium_variant,840,2072,male,89.638
medium_variant,840,2073,male,89.952
medium_variant,840,2074,male,90.231
medium_variant,840,2075,male,90.475
medium_variant,840,2076,male,90.564
medium_variant,840,2077,male,90.581
medium_variant,840,2078,male,90.569
medium_variant,840,2079,male,90.589
medium_variant,840,2080,male,90.695
medium_variant,840,2081,male,90.737
medium_variant,840,2082,male,90.808
medium_variant,840,2083,male,90.924
medium_variant,840,2084,male,91.099
medium_variant,840,2085,male,91.353
medium_variant,840,2086,male,91.525
medium_variant,840,2087,male,91.719
medium_variant,840,2088,male,91.949
medium_variant,840,2089,male,92.231
medium_variant,840,2090,male,92.593
medium_variant,840,2091,male,92.835
medium_variant,840,2092,male,93.086
medium_variant,840,2093,male,93.367
medium_variant,840,2094,male,93.7
medium_variant,840,2095,male,94.105
medium_variant,840,2096,male,94.332
medium_variant,840,2097,male,94.564
medium_variant,840,2098,male,94.817
medium_variant,840,2099,male,95.111
medium_variant,840,2100,male,95.471
estimates,840,1950,female,72.182
estimates,840,1951,female,73.598
estimates,840,1952,female,75.002
