variant,region,year,gender,dependencyratio2064
estimates,947,1950,male,123.622
estimates,947,1951,male,124.405
estimates,947,1952,male,124.922
estimates,947,1953,male,125.157
estimates,947,1954,male,125.156
estimates,947,1955,male,124.982
estimates,947,1956,male,126.121
estimates,947,1957,male,126.881
estimates,947,1958,male,127.365
estimates,947,1959,male,127.652
estimates,947,1960,male,127.788
estimates,947,1961,male,128.956
estimates,947,1962,male,129.832
estimates,947,1963,male,130.476
estimates,947,1964,male,130.924
estimates,947,1965,male,131.206
estimates,947,1966,male,132.479
estimates,947,1967,male,133.415
estimates,947,1968,male,134.083
estimates,947,1969,male,134.549
estimates,947,1970,male,134.854
estimates,947,1971,male,136.007
estimates,947,1972,male,136.904
estimates,947,1973,male,137.584
estimates,947,1974,male,138.061
estimates,947,1975,male,138.359
estimates,947,1976,male,139.335
estimates,947,1977,male,139.999
estimates,947,1978,male,140.442
estimates,947,1979,male,140.735
estimates,947,1980,male,140.912
estimates,947,1981,male,142.101
estimates,947,1982,male,142.998
estimates,947,1983,male,143.643
estimates,947,1984,male,144.06
estimates,947,1985,male,144.264
estimates,947,1986,male,145.172
estimates,947,1987,male,145.769
estimates,947,1988,male,146.093
estimates,947,1989,male,146.143
estimates,947,1990,male,145.913
estimates,947,1991,male,146.076
estimates,947,1992,male,145.869
estimates,947,1993,male,145.363
estimates,947,1994,male,144.65
estimates,947,1995,male,143.805
estimates,947,1996,male,143.782
estimates,947,1997,male,143.563
estimates,947,1998,male,143.165
estimates,947,1999,male,142.569
estimates,947,2000,male,141.775
estimates,947,2001,male,141.601
estimates,947,2002,male,141.146
estimates,947,2003,male,140.521
estimates,947,2004,male,139.837
estimates,947,2005,male,139.143
estimates,947,2006,male,138.81
estimates,947,2007,male,138.386
estimates,947,2008,male,137.901
estimates,947,2009,male,137.357
estimates,947,2010,male,136.745
estimates,947,2011,male,136.324
estimates,947,2012,male,135.769
estimates,947,2013,male,135.098
estimates,947,2014,male,134.311
estimates,947,2015,male,133.403
medium_variant,947,2015,male,133.403
medium_variant,947,2016,male,132.669
medium_variant,947,2017,male,131.753
