variant,region,year,gender,dependencyratio2064
estimates,5500,1950,male,102.888
estimates,5500,1951,male,104.168
estimates,5500,1952,male,105.98
estimates,5500,1953,male,108.198
estimates,5500,1954,male,109.928
estimates,5500,1955,male,110.648
estimates,5500,1956,male,111.466
estimates,5500,1957,male,111.021
estimates,5500,1958,male,110.291
estimates,5500,1959,male,110.42
estimates,5500,1960,male,111.938
estimates,5500,1961,male,114.374
estimates,5500,1962,male,118.045
estimates,5500,1963,male,122.418
estimates,5500,1964,male,126.606
estimates,5500,1965,male,130.03
estimates,5500,1966,male,133.687
estimates,5500,1967,male,136.497
estimates,5500,1968,male,138.474
estimates,5500,1969,male,139.8
estimates,5500,1970,male,140.554
estimates,5500,1971,male,140.481
estimates,5500,1972,male,139.948
estimates,5500,1973,male,138.749
estimates,5500,1974,male,136.721
estimates,5500,1975,male,133.993
estimates,5500,1976,male,131.985
estimates,5500,1977,male,129.466
estimates,5500,1978,male,126.658
estimates,5500,1979,male,123.813
estimates,5500,1980,male,121.053
estimates,5500,1981,male,118.501
estimates,5500,1982,male,115.986
estimates,5500,1983,male,113.646
estimates,5500,1984,male,111.619
estimates,5500,1985,male,110.008
estimates,5500,1986,male,109.224
estimates,5500,1987,male,108.804
estimates,5500,1988,male,108.645
estimates,5500,1989,male,108.61
estimates,5500,1990,male,108.592
estimates,5500,1991,male,109.418
estimates,5500,1992,male,109.976
estimates,5500,1993,male,110.253
estimates,5500,1994,male,110.217
estimates,5500,1995,male,109.833
estimates,5500,1996,male,109.132
estimates,5500,1997,male,108.081
estimates,5500,1998,male,106.792
estimates,5500,1999,male,105.399
estimates,5500,2000,male,103.961
estimates,5500,2001,male,102.01
estimates,5500,2002,male,100.166
estimates,5500,2003,male,98.208
estimates,5500,2004,male,95.924
estimates,5500,2005,male,93.3
estimates,5500,2006,male,90.951
estimates,5500,2007,male,88.451
estimates,5500,2008,male,85.911
estimates,5500,2009,male,83.469
estimates,5500,2010,male,81.222
estimates,5500,2011,male,79.513
estimates,5500,2012,male,77.821
estimates,5500,2013,male,76.335
estimates,5500,2014,male,75.218
estimates,5500,2015,male,74.502
medium_variant,5500,2015,male,74.502
medium_variant,5500,2016,male,74.294
medium_variant,5500,2017,male,74.309
medium_variant,5500,2018,male,74.521
medium_variant,5500,2019,male,74.89
medium_variant,5500,2020,male,75.376
medium_variant,5500,2021,male,75.84
medium_variant,5500,2022,male,76.515
medium_variant,5500,2023,male,77.216
medium_variant,5500,2024,male,77.721
medium_variant,5500,2025,male,77.92
medium_variant,5500,2026,male,78.102
medium_variant,5500,2027,male,77.98
medium_variant,5500,2028,male,77.547
medium_variant,5500,2029,male,76.831
medium_variant,5500,2030,male,75.866
medium_variant,5500,2031,male,74.81
medium_variant,5500,2032,male,73.519
medium_variant,5500,2033,male,72.121
medium_variant,5500,2034,male,70.758
medium_variant,5500,2035,male,69.521
medium_variant,5500,2036,male,68.585
medium_variant,5500,2037,male,67.742
medium_variant,5500,2038,male,67.002
medium_variant,5500,2039,male,66.352
medium_variant,5500,2040,male,65.782
medium_variant,5500,2041,male,65.459
medium_variant,5500,2042,male,65.199
medium_variant,5500,2043,male,65.018
medium_variant,5500,2044,male,64.922
medium_variant,5500,2045,male,64.91
medium_variant,5500,2046,male,65.123
medium_variant,5500,2047,male,65.374
medium_variant,5500,2048,male,65.677
medium_variant,5500,2049,male,66.05
medium_variant,5500,2050,male,66.499
medium_variant,5500,2051,male,67.136
medium_variant,5500,2052,male,67.803
medium_variant,5500,2053,male,68.458
medium_variant,5500,2054,male,69.047
medium_variant,5500,2055,male,69.537
medium_variant,5500,2056,male,70.06
medium_variant,5500,2057,male,70.472
medium_variant,5500,2058,male,70.745
medium_variant,5500,2059,male,70.843
medium_variant,5500,2060,male,70.752
medium_variant,5500,2061,male,70.618
medium_variant,5500,2062,male,70.31
medium_variant,5500,2063,male,69.866
medium_variant,5500,2064,male,69.323
medium_variant,5500,2065,male,68.713
medium_variant,5500,2066,male,68.189
medium_variant,5500,2067,male,67.591
medium_variant,5500,2068,male,66.998
medium_variant,5500,2069,male,66.502
medium_variant,5500,2070,male,66.159
medium_variant,5500,2071,male,66.103
medium_variant,5500,2072,male,66.158
medium_variant,5500,2073,male,66.336
medium_variant,5500,2074,male,66.638
medium_variant,5500,2075,male,67.064
medium_variant,5500,2076,male,67.761
medium_variant,5500,2077,male,68.556
medium_variant,5500,2078,male,69.406
medium_variant,5500,2079,male,70.244
medium_variant,5500,2080,male,71.025
medium_variant,5500,2081,male,71.886
medium_variant,5500,2082,male,72.661
medium_variant,5500,2083,male,73.354
medium_variant,5500,2084,male,73.967
medium_variant,5500,2085,male,74.504
medium_variant,5500,2086,male,75.061
medium_variant,5500,2087,male,75.512
medium_variant,5500,2088,male,75.869
medium_variant,5500,2089,male,76.148
medium_variant,5500,2090,male,76.362
medium_variant,5500,2091,male,76.568
medium_variant,5500,2092,male,76.693
medium_variant,5500,2093,male,76.765
medium_variant,5500,2094,male,76.819
medium_variant,5500,2095,male,76.88
medium_variant,5500,2096,male,76.979
medium_variant,5500,2097,male,77.066
medium_variant,5500,2098,male,77.164
medium_variant,5500,2099,male,77.294
medium_variant,5500,2100,male,77.475
estimates,5500,1950,female,86.407
estimates,5500,1951,female,87.355
estimates,5500,1952,female,88.55
estimates,5500,1953,female,90.182
estimates,5500,1954,female,91.642
estimates,5500,1955,female,92.492
estimates,5500,1956,female,93.145
estimates,5500,1957,female,93.011
estimates,5500,1958,female,92.791
estimates,5500,1959,female,93.365
estimates,5500,1960,female,95.162
estimates,5500,1961,female,97.901
estimates,5500,1962,female,101.7
estimates,5500,1963,female,106.132
estimates,5500,1964,female,110.498
estimates,5500,1965,female,114.318
estimates,5500,1966,female,118.263
