variant,region,year,gender,dependencyratio2064
estimates,931,1950,male,113.127
estimates,931,1951,male,114.062
estimates,931,1952,male,114.979
estimates,931,1953,male,115.886
estimates,931,1954,male,116.654
estimates,931,1955,male,117.215
estimates,931,1956,male,118.404
estimates,931,1957,male,119.281
estimates,931,1958,male,119.988
estimates,931,1959,male,120.706
estimates,931,1960,male,121.525
estimates,931,1961,male,122.724
estimates,931,1962,male,124.004
estimates,931,1963,male,125.204
estimates,931,1964,male,126.09
estimates,931,1965,male,126.545
estimates,931,1966,male,127.368
estimates,931,1967,male,127.626
estimates,931,1968,male,127.429
estimates,931,1969,male,126.915
estimates,931,1970,male,126.149
estimates,931,1971,male,125.42
estimates,931,1972,male,124.403
estimates,931,1973,male,123.178
estimates,931,1974,male,121.848
estimates,931,1975,male,120.501
estimates,931,1976,male,119.503
estimates,931,1977,male,118.595
estimates,931,1978,male,117.659
estimates,931,1979,male,116.531
estimates,931,1980,male,115.15
estimates,931,1981,male,114.155
estimates,931,1982,male,112.784
estimates,931,1983,male,111.215
estimates,931,1984,male,109.639
estimates,931,1985,male,108.132
estimates,931,1986,male,106.823
estimates,931,1987,male,105.503
estimates,931,1988,male,104.196
estimates,931,1989,male,102.914
estimates,931,1990,male,101.664
estimates,931,1991,male,100.614
estimates,931,1992,male,99.621
estimates,931,1993,male,98.598
estimates,931,1994,male,97.438
estimates,931,1995,male,96.097
estimates,931,1996,male,94.813
estimates,931,1997,male,93.396
estimates,931,1998,male,91.879
estimates,931,1999,male,90.304
estimates,931,2000,male,88.695
estimates,931,2001,male,87.184
estimates,931,2002,male,85.61
estimates,931,2003,male,84.014
estimates,931,2004,male,82.434
estimates,931,2005,male,80.89
estimates,931,2006,male,79.391
estimates,931,2007,male,77.936
estimates,931,2008,male,76.543
estimates,931,2009,male,75.227
estimates,931,2010,male,74
estimates,931,2011,male,72.911
estimates,931,2012,male,71.925
estimates,931,2013,male,71.023
estimates,931,2014,male,70.178
estimates,931,2015,male,69.374
medium_variant,931,2015,male,69.374
medium_variant,931,2016,male,68.738
medium_variant,931,2017,male,68.103
medium_variant,931,2018,male,67.495
medium_variant,931,2019,male,66.95
medium_variant,931,2020,male,66.48
medium_variant,931,2021,male,66.07
medium_variant,931,2022,male,65.718
medium_variant,931,2023,male,65.43
medium_variant,931,2024,male,65.208
medium_variant,931,2025,male,65.055
medium_variant,931,2026,male,64.998
medium_variant,931,2027,male,64.997
medium_variant,931,2028,male,65.035
medium_variant,931,2029,male,65.083
medium_variant,931,2030,male,65.128
medium_variant,931,2031,male,65.19
medium_variant,931,2032,male,65.239
medium_variant,931,2033,male,65.282
medium_variant,931,2034,male,65.326
medium_variant,931,2035,male,65.379
medium_variant,931,2036,male,65.448
medium_variant,931,2037,male,65.509
medium_variant,931,2038,male,65.592
medium_variant,931,2039,male,65.732
medium_variant,931,2040,male,65.948
medium_variant,931,2041,male,66.237
medium_variant,931,2042,male,66.584
medium_variant,931,2043,male,66.988
medium_variant,931,2044,male,67.447
medium_variant,931,2045,male,67.959
medium_variant,931,2046,male,68.519
medium_variant,931,2047,male,69.115
medium_variant,931,2048,male,69.744
medium_variant,931,2049,male,70.398
medium_variant,931,2050,male,71.075
medium_variant,931,2051,male,71.76
medium_variant,931,2052,male,72.443
medium_variant,931,2053,male,73.13
medium_variant,931,2054,male,73.83
medium_variant,931,2055,male,74.548
medium_variant,931,2056,male,75.244
medium_variant,931,2057,male,75.928
medium_variant,931,2058,male,76.611
medium_variant,931,2059,male,77.309
medium_variant,931,2060,male,78.034
medium_variant,931,2061,male,78.722
medium_variant,931,2062,male,79.405
medium_variant,931,2063,male,80.089
medium_variant,931,2064,male,80.774
medium_variant,931,2065,male,81.465
medium_variant,931,2066,male,82.074
medium_variant,931,2067,male,82.657
medium_variant,931,2068,male,83.225
medium_variant,931,2069,male,83.789
medium_variant,931,2070,male,84.358
medium_variant,931,2071,male,84.83
medium_variant,931,2072,male,85.269
medium_variant,931,2073,male,85.699
medium_variant,931,2074,male,86.152
medium_variant,931,2075,male,86.656
medium_variant,931,2076,male,87.104
medium_variant,931,2077,male,87.557
medium_variant,931,2078,male,88.028
medium_variant,931,2079,male,88.522
medium_variant,931,2080,male,89.052
medium_variant,931,2081,male,89.49
medium_variant,931,2082,male,89.915
medium_variant,931,2083,male,90.345
medium_variant,931,2084,male,90.797
medium_variant,931,2085,male,91.289
medium_variant,931,2086,male,91.669
medium_variant,931,2087,male,92.035
medium_variant,931,2088,male,92.406
medium_variant,931,2089,male,92.802
medium_variant,931,2090,male,93.241
medium_variant,931,2091,male,93.557
medium_variant,931,2092,male,93.862
medium_variant,931,2093,male,94.175
medium_variant,931,2094,male,94.518
medium_variant,931,2095,male,94.912
medium_variant,931,2096,male,95.172
medium_variant,931,2097,male,95.424
medium_variant,931,2098,male,95.692
medium_variant,931,2099,male,96.001
medium_variant,931,2100,male,96.375
estimates,931,1950,female,112.213
estimates,931,1951,female,113.059
estimates,931,1952,female,113.922
estimates,931,1953,female,114.797
estimates,931,1954,female,115.546
estimates,931,1955,female,116.098
estimates,931,1956,female,117.188
estimates,931,1957,female,117.983
estimates,931,1958,female,118.632
estimates,931,1959,female,119.322
estimates,931,1960,female,120.143
estimates,931,1961,female,121.276
estimates,931,1962,female,122.529
estimates,931,1963,female,123.736
estimates,931,1964,female,124.657
estimates,931,1965,female,125.172
estimates,931,1966,female,125.927
estimates,931,1967,female,126.153
estimates,931,1968,female,125.965
estimates,931,1969,female,125.504
estimates,931,1970,female,124.831
estimates,931,1971,female,124.071
estimates,931,1972,female,123.064
estimates,931,1973,female,121.883
estimates,931,1974,female,120.621
estimates,931,1975,female,119.352
estimates,931,1976,female,118.209
estimates,931,1977,female,117.17
estimates,931,1978,female,116.12
estimates,931,1979,female,114.898
estimates,931,1980,female,113.447
estimates,931,1981,female,112.301
estimates,931,1982,female,110.824
estimates,931,1983,female,109.181
estimates,931,1984,female,107.555
estimates,931,1985,female,106.019
estimates,931,1986,female,104.589
estimates,931,1987,female,103.168
estimates,931,1988,female,101.784
estimates,931,1989,female,100.455
estimates,931,1990,female,99.187
estimates,931,1991,female,98.06
estimates,931,1992,female,97.012
estimates,931,1993,female,95.961
estimates,931,1994,female,94.808
estimates,931,1995,female,93.511
estimates,931,1996,female,92.243
estimates,931,1997,female,90.861
estimates,931,1998,female,89.399
estimates,931,1999,female,87.899
estimates,931,2000,female,86.386
estimates,931,2001,female,84.969
estimates,931,2002,female,83.507
estimates,931,2003,female,82.033
estimates,931,2004,female,80.582
estimates,931,2005,female,79.175
estimates,931,2006,female,77.795
estimates,931,2007,female,76.463
estimates,931,2008,female,75.198
estimates,931,2009,female,74.019
estimates,931,2010,female,72.94
estimates,931,2011,female,71.983
estimates,931,2012,female,71.136
estimates,931,2013,female,70.382
estimates,931,2014,female,69.698
estimates,931,2015,female,69.074
medium_variant,931,2015,female,69.074
medium_variant,931,2016,female,68.582
medium_variant,931,2017,female,68.109
medium_variant,931,2018,female,67.679
medium_variant,931,2019,female,67.321
medium_variant,931,2020,female,67.049
medium_variant,931,2021,female,66.81
medium_variant,931,2022,female,66.636
medium_variant,931,2023,female,66.534
medium_variant,931,2024,female,66.511
medium_variant,931,2025,female,66.576
medium_variant,931,2026,female,66.703
medium_variant,931,2027,female,66.9
medium_variant,931,2028,female,67.152
medium_variant,931,2029,female,67.433
medium_variant,931,2030,female,67.727
medium_variant,931,2031,female,68
medium_variant,931,2032,female,68.273
medium_variant,931,2033,female,68.551
medium_variant,931,2034,female,68.839
medium_variant,931,2035,female,69.148
medium_variant,931,2036,female,69.413
medium_variant,931,2037,female,69.676
medium_variant,931,2038,female,69.968
medium_variant,931,2039,female,70.33
medium_variant,931,2040,female,70.787
medium_variant,931,2041,female,71.255
medium_variant,931,2042,female,71.793
medium_variant,931,2043,female,72.405
medium_variant,931,2044,female,73.088
medium_variant,931,2045,female,73.843
medium_variant,931,2046,female,74.575
medium_variant,931,2047,female,75.353
medium_variant,931,2048,female,76.178
medium_variant,931,2049,female,77.045
medium_variant,931,2050,female,77.955
medium_variant,931,2051,female,78.787
medium_variant,931,2052,female,79.623
medium_variant,931,2053,female,80.477
medium_variant,931,2054,female,81.36
medium_variant,931,2055,female,82.284
medium_variant,931,2056,female,83.096
medium_variant,931,2057,female,83.904
medium_variant,931,2058,female,84.722
medium_variant,931,2059,female,85.572
medium_variant,931,2060,female,86.476
medium_variant,931,2061,female,87.254
medium_variant,931,2062,female,88.037
medium_variant,931,2063,female,88.838
medium_variant,931,2064,female,89.662
medium_variant,931,2065,female,90.52
medium_variant,931,2066,female,91.198
medium_variant,931,2067,female,91.862
medium_variant,931,2068,female,92.532
medium_variant,931,2069,female,93.221
medium_variant,931,2070,female,93.941
medium_variant,931,2071,female,94.461
medium_variant,931,2072,female,94.962
medium_variant,931,2073,female,95.469
medium_variant,931,2074,female,96.02
medium_variant,931,2075,female,96.652
medium_variant,931,2076,female,97.119
medium_variant,931,2077,female,97.607
medium_variant,931,2078,female,98.131
medium_variant,931,2079,female,98.706
medium_variant,931,2080,female,99.35
medium_variant,931,2081,female,99.784
medium_variant,931,2082,female,100.221
medium_variant,931,2083,female,100.685
medium_variant,931,2084,female,101.201
medium_variant,931,2085,female,101.791
medium_variant,931,2086,female,102.147
medium_variant,931,2087,female,102.508
medium_variant,931,2088,female,102.899
medium_variant,931,2089,female,103.344
medium_variant,931,2090,female,103.864
medium_variant,931,2091,female,104.145
medium_variant,931,2092,female,104.439
medium_variant,931,2093,female,104.764
medium_variant,931,2094,female,105.146
medium_variant,931,2095,female,105.608
medium_variant,931,2096,female,105.824
medium_variant,931,2097,female,106.054
medium_variant,931,2098,female,106.326
medium_variant,931,2099,female,106.668
medium_variant,931,2100,female,107.104
