variant,country,year,totalsurvivors_under_one_yearage
Estimates,340,1950,65.295
Estimates,340,1951,66.292
Estimates,340,1952,68.311
Estimates,340,1953,70.381
Estimates,340,1954,72.499
Estimates,340,1955,74.671
Estimates,340,1956,76.9
Estimates,340,1957,79.19
Estimates,340,1958,81.548
Estimates,340,1959,83.986
Estimates,340,1960,86.514
Estimates,340,1961,89.141
Estimates,340,1962,91.865
Estimates,340,1963,94.677
Estimates,340,1964,97.547
Estimates,340,1965,100.409
Estimates,340,1966,103.185
Estimates,340,1967,105.835
Estimates,340,1968,108.354
Estimates,340,1969,110.774
Estimates,340,1970,113.173
Estimates,340,1971,115.666
Estimates,340,1972,118.358
Estimates,340,1973,121.318
Estimates,340,1974,124.563
Estimates,340,1975,128.078
Estimates,340,1976,131.809
Estimates,340,1977,135.648
Estimates,340,1978,139.493
Estimates,340,1979,143.282
Estimates,340,1980,146.958
Estimates,340,1981,150.487
Estimates,340,1982,153.885
Estimates,340,1983,157.172
Estimates,340,1984,160.354
Estimates,340,1985,163.481
Estimates,340,1986,166.618
Estimates,340,1987,169.799
Estimates,340,1988,173.019
Estimates,340,1989,176.235
Estimates,340,1990,179.389
Estimates,340,1991,182.406
Estimates,340,1992,185.183
Estimates,340,1993,187.615
Estimates,340,1994,189.626
Estimates,340,1995,191.121
Estimates,340,1996,192.033
Estimates,340,1997,192.378
Estimates,340,1998,192.196
Estimates,340,1999,191.525
Estimates,340,2000,190.422
Estimates,340,2001,188.96
Estimates,340,2002,187.232
Estimates,340,2003,185.33
Estimates,340,2004,183.328
Estimates,340,2005,181.233
Estimates,340,2006,179.009
Estimates,340,2007,176.641
Estimates,340,2008,174.17
Estimates,340,2009,171.695
Estimates,340,2010,169.387
Estimates,340,2011,167.435
Estimates,340,2012,165.95
Estimates,340,2013,164.982
Estimates,340,2014,164.519
Estimates,340,2015,164.492
Medium_variant,340,2015,164.492
Medium_variant,340,2016,164.771
Medium_variant,340,2017,165.161
Medium_variant,340,2018,165.486
Medium_variant,340,2019,165.643
Medium_variant,340,2020,165.563
Medium_variant,340,2021,165.227
Medium_variant,340,2022,164.69
Medium_variant,340,2023,164.001
Medium_variant,340,2024,163.159
Medium_variant,340,2025,162.166
Medium_variant,340,2026,161.018
Medium_variant,340,2027,159.735
Medium_variant,340,2028,158.34
Medium_variant,340,2029,156.86
Medium_variant,340,2030,155.323
Medium_variant,340,2031,153.749
Medium_variant,340,2032,152.16
Medium_variant,340,2033,150.577
Medium_variant,340,2034,149.026
Medium_variant,340,2035,147.522
Medium_variant,340,2036,146.073
Medium_variant,340,2037,144.676
Medium_variant,340,2038,143.328
Medium_variant,340,2039,142.034
Medium_variant,340,2040,140.799
Medium_variant,340,2041,139.627
Medium_variant,340,2042,138.516
Medium_variant,340,2043,137.458
Medium_variant,340,2044,136.447
Medium_variant,340,2045,135.482
Medium_variant,340,2046,134.556
Medium_variant,340,2047,133.662
Medium_variant,340,2048,132.791
Medium_variant,340,2049,131.935
Medium_variant,340,2050,131.088
Medium_variant,340,2051,130.242
Medium_variant,340,2052,129.396
Medium_variant,340,2053,128.548
Medium_variant,340,2054,127.696
Medium_variant,340,2055,126.836
Medium_variant,340,2056,125.971
Medium_variant,340,2057,125.102
Medium_variant,340,2058,124.233
Medium_variant,340,2059,123.363
Medium_variant,340,2060,122.49
Medium_variant,340,2061,121.613
Medium_variant,340,2062,120.731
Medium_variant,340,2063,119.845
Medium_variant,340,2064,118.959
Medium_variant,340,2065,118.074
Medium_variant,340,2066,117.195
Medium_variant,340,2067,116.327
Medium_variant,340,2068,115.473
Medium_variant,340,2069,114.639
Medium_variant,340,2070,113.831
Medium_variant,340,2071,113.052
Medium_variant,340,2072,112.305
Medium_variant,340,2073,111.587
Medium_variant,340,2074,110.898
Medium_variant,340,2075,110.237
Medium_variant,340,2076,109.602
Medium_variant,340,2077,108.986
Medium_variant,340,2078,108.387
Medium_variant,340,2079,107.799
Medium_variant,340,2080,107.221
Medium_variant,340,2081,106.651
Medium_variant,340,2082,106.091
Medium_variant,340,2083,105.538
Medium_variant,340,2084,104.991
Medium_variant,340,2085,104.448
Medium_variant,340,2086,103.909
Medium_variant,340,2087,103.374
Medium_variant,340,2088,102.841
Medium_variant,340,2089,102.308
Medium_variant,340,2090,101.774
Medium_variant,340,2091,101.241
Medium_variant,340,2092,100.705
Medium_variant,340,2093,100.168
Medium_variant,340,2094,99.629
Medium_variant,340,2095,99.089
Medium_variant,340,2096,98.546
Medium_variant,340,2097,98.002
Medium_variant,340,2098,97.456
Medium_variant,340,2099,96.908
