variant,country,year,totalsurvivors_under_one_yearage
estimates,132,1950,7.703
estimates,132,1951,7.76
estimates,132,1952,7.874
estimates,132,1953,7.984
estimates,132,1954,8.088
estimates,132,1955,8.19
estimates,132,1956,8.287
estimates,132,1957,8.381
estimates,132,1958,8.475
estimates,132,1959,8.569
estimates,132,1960,8.668
estimates,132,1961,8.776
estimates,132,1962,8.893
estimates,132,1963,9.02
estimates,132,1964,9.158
estimates,132,1965,9.298
estimates,132,1966,9.434
estimates,132,1967,9.56
estimates,132,1968,9.67
estimates,132,1969,9.766
estimates,132,1970,9.845
estimates,132,1971,9.907
estimates,132,1972,9.96
estimates,132,1973,10.015
estimates,132,1974,10.078
estimates,132,1975,10.16
estimates,132,1976,10.274
estimates,132,1977,10.426
estimates,132,1978,10.616
estimates,132,1979,10.843
estimates,132,1980,11.105
estimates,132,1981,11.399
estimates,132,1982,11.712
estimates,132,1983,12.029
estimates,132,1984,12.333
estimates,132,1985,12.607
estimates,132,1986,12.837
estimates,132,1987,13.011
estimates,132,1988,13.13
estimates,132,1989,13.192
estimates,132,1990,13.201
estimates,132,1991,13.169
estimates,132,1992,13.113
estimates,132,1993,13.043
estimates,132,1994,12.961
estimates,132,1995,12.866
estimates,132,1996,12.747
estimates,132,1997,12.594
estimates,132,1998,12.406
estimates,132,1999,12.189
estimates,132,2000,11.952
estimates,132,2001,11.711
estimates,132,2002,11.478
estimates,132,2003,11.269
estimates,132,2004,11.091
estimates,132,2005,10.952
estimates,132,2006,10.855
estimates,132,2007,10.793
estimates,132,2008,10.758
estimates,132,2009,10.744
estimates,132,2010,10.747
estimates,132,2011,10.761
estimates,132,2012,10.777
estimates,132,2013,10.791
estimates,132,2014,10.795
estimates,132,2015,10.782
medium_variant,132,2015,10.782
medium_variant,132,2016,10.749
medium_variant,132,2017,10.697
medium_variant,132,2018,10.627
medium_variant,132,2019,10.539
medium_variant,132,2020,10.434
medium_variant,132,2021,10.316
medium_variant,132,2022,10.19
medium_variant,132,2023,10.059
medium_variant,132,2024,9.927
medium_variant,132,2025,9.8
medium_variant,132,2026,9.679
medium_variant,132,2027,9.563
medium_variant,132,2028,9.454
medium_variant,132,2029,9.355
medium_variant,132,2030,9.265
medium_variant,132,2031,9.184
medium_variant,132,2032,9.112
medium_variant,132,2033,9.048
medium_variant,132,2034,8.99
medium_variant,132,2035,8.937
medium_variant,132,2036,8.889
medium_variant,132,2037,8.843
medium_variant,132,2038,8.799
medium_variant,132,2039,8.756
medium_variant,132,2040,8.713
medium_variant,132,2041,8.668
medium_variant,132,2042,8.622
medium_variant,132,2043,8.574
medium_variant,132,2044,8.523
medium_variant,132,2045,8.471
medium_variant,132,2046,8.416
medium_variant,132,2047,8.36
medium_variant,132,2048,8.302
medium_variant,132,2049,8.243
medium_variant,132,2050,8.183
medium_variant,132,2051,8.122
medium_variant,132,2052,8.06
medium_variant,132,2053,7.999
medium_variant,132,2054,7.936
medium_variant,132,2055,7.875
medium_variant,132,2056,7.814
medium_variant,132,2057,7.755
medium_variant,132,2058,7.697
medium_variant,132,2059,7.642
medium_variant,132,2060,7.59
medium_variant,132,2061,7.539
medium_variant,132,2062,7.492
medium_variant,132,2063,7.448
medium_variant,132,2064,7.405
medium_variant,132,2065,7.365
medium_variant,132,2066,7.327
medium_variant,132,2067,7.29
medium_variant,132,2068,7.254
medium_variant,132,2069,7.219
medium_variant,132,2070,7.185
medium_variant,132,2071,7.151
medium_variant,132,2072,7.117
medium_variant,132,2073,7.083
medium_variant,132,2074,7.049
medium_variant,132,2075,7.015
medium_variant,132,2076,6.98
medium_variant,132,2077,6.946
medium_variant,132,2078,6.911
medium_variant,132,2079,6.876
medium_variant,132,2080,6.84
medium_variant,132,2081,6.805
medium_variant,132,2082,6.769
medium_variant,132,2083,6.734
medium_variant,132,2084,6.698
medium_variant,132,2085,6.663
medium_variant,132,2086,6.628
medium_variant,132,2087,6.594
medium_variant,132,2088,6.561
medium_variant,132,2089,6.527
medium_variant,132,2090,6.494
medium_variant,132,2091,6.463
medium_variant,132,2092,6.433
medium_variant,132,2093,6.402
medium_variant,132,2094,6.374
medium_variant,132,2095,6.345
medium_variant,132,2096,6.319
medium_variant,132,2097,6.293
medium_variant,132,2098,6.268
medium_variant,132,2099,6.244
