variant,country,year,totalsurvivors_under_one_yearage
Estimates,834,1950,318.727
Estimates,834,1951,323.996
Estimates,834,1952,334.665
Estimates,834,1953,345.563
Estimates,834,1954,356.689
Estimates,834,1955,368.037
Estimates,834,1956,379.61
Estimates,834,1957,391.414
Estimates,834,1958,403.461
Estimates,834,1959,415.778
Estimates,834,1960,428.401
Estimates,834,1961,441.371
Estimates,834,1962,454.736
Estimates,834,1963,468.545
Estimates,834,1964,482.834
Estimates,834,1965,497.609
Estimates,834,1966,512.847
Estimates,834,1967,528.534
Estimates,834,1968,544.68
Estimates,834,1969,561.332
Estimates,834,1970,578.615
Estimates,834,1971,596.692
Estimates,834,1972,615.622
Estimates,834,1973,635.387
Estimates,834,1974,655.894
Estimates,834,1975,676.917
Estimates,834,1976,698.164
Estimates,834,1977,719.397
Estimates,834,1978,740.466
Estimates,834,1979,761.339
Estimates,834,1980,782.119
Estimates,834,1981,803.027
Estimates,834,1982,824.339
Estimates,834,1983,846.258
Estimates,834,1984,868.838
Estimates,834,1985,892.009
Estimates,834,1986,915.592
Estimates,834,1987,939.375
Estimates,834,1988,963.236
Estimates,834,1989,987.194
Estimates,834,1990,1011.213
Estimates,834,1991,1035.293
Estimates,834,1992,1059.672
Estimates,834,1993,1084.72
Estimates,834,1994,1110.838
Estimates,834,1995,1138.546
Estimates,834,1996,1168.361
Estimates,834,1997,1200.621
Estimates,834,1998,1235.563
Estimates,834,1999,1273.352
Estimates,834,2000,1314.299
Estimates,834,2001,1358.639
Estimates,834,2002,1405.98
Estimates,834,2003,1455.63
Estimates,834,2004,1506.814
Estimates,834,2005,1558.437
Estimates,834,2006,1609.366
Estimates,834,2007,1658.851
Estimates,834,2008,1706.372
Estimates,834,2009,1751.633
Estimates,834,2010,1794.638
Estimates,834,2011,1835.755
Estimates,834,2012,1875.828
Estimates,834,2013,1915.617
Estimates,834,2014,1955.487
Estimates,834,2015,1995.603
Medium_variant,834,2015,1995.603
Medium_variant,834,2016,2035.931
Medium_variant,834,2017,2076.345
Medium_variant,834,2018,2116.88
Medium_variant,834,2019,2157.802
Medium_variant,834,2020,2199.467
Medium_variant,834,2021,2242.228
Medium_variant,834,2022,2286.295
Medium_variant,834,2023,2331.804
Medium_variant,834,2024,2378.837
Medium_variant,834,2025,2427.454
Medium_variant,834,2026,2477.625
Medium_variant,834,2027,2529.053
Medium_variant,834,2028,2581.385
Medium_variant,834,2029,2634.336
Medium_variant,834,2030,2687.663
Medium_variant,834,2031,2741.186
Medium_variant,834,2032,2794.72
Medium_variant,834,2033,2848.024
Medium_variant,834,2034,2900.812
Medium_variant,834,2035,2952.795
Medium_variant,834,2036,3003.759
Medium_variant,834,2037,3053.662
Medium_variant,834,2038,3102.493
Medium_variant,834,2039,3150.208
Medium_variant,834,2040,3196.816
Medium_variant,834,2041,3242.387
Medium_variant,834,2042,3287.096
Medium_variant,834,2043,3331.112
Medium_variant,834,2044,3374.542
Medium_variant,834,2045,3417.454
Medium_variant,834,2046,3459.877
Medium_variant,834,2047,3501.815
Medium_variant,834,2048,3543.302
Medium_variant,834,2049,3584.41
Medium_variant,834,2050,3625.231
Medium_variant,834,2051,3665.85
Medium_variant,834,2052,3706.294
Medium_variant,834,2053,3746.57
Medium_variant,834,2054,3786.67
Medium_variant,834,2055,3826.594
Medium_variant,834,2056,3866.322
Medium_variant,834,2057,3905.765
Medium_variant,834,2058,3944.811
Medium_variant,834,2059,3983.355
Medium_variant,834,2060,4021.32
Medium_variant,834,2061,4058.658
Medium_variant,834,2062,4095.304
Medium_variant,834,2063,4131.164
Medium_variant,834,2064,4166.119
Medium_variant,834,2065,4200.016
Medium_variant,834,2066,4232.717
Medium_variant,834,2067,4264.182
Medium_variant,834,2068,4294.41
Medium_variant,834,2069,4323.415
Medium_variant,834,2070,4351.271
Medium_variant,834,2071,4378.099
Medium_variant,834,2072,4404.043
Medium_variant,834,2073,4429.213
Medium_variant,834,2074,4453.661
Medium_variant,834,2075,4477.375
Medium_variant,834,2076,4500.289
Medium_variant,834,2077,4522.323
Medium_variant,834,2078,4543.432
Medium_variant,834,2079,4563.637
Medium_variant,834,2080,4583.012
Medium_variant,834,2081,4601.654
Medium_variant,834,2082,4619.645
Medium_variant,834,2083,4637.026
Medium_variant,834,2084,4653.791
Medium_variant,834,2085,4669.901
Medium_variant,834,2086,4685.279
Medium_variant,834,2087,4699.823
Medium_variant,834,2088,4713.44
Medium_variant,834,2089,4726.084
Medium_variant,834,2090,4737.73
Medium_variant,834,2091,4748.383
Medium_variant,834,2092,4758.059
Medium_variant,834,2093,4766.776
Medium_variant,834,2094,4774.557
Medium_variant,834,2095,4781.414
Medium_variant,834,2096,4787.352
Medium_variant,834,2097,4792.375
Medium_variant,834,2098,4796.486
Medium_variant,834,2099,4799.685
