variant,country,year,totalsurvivors_under_one_yearage
estimates,566,1950,1395.88
estimates,566,1951,1410.303
estimates,566,1952,1439.834
estimates,566,1953,1470.658
estimates,566,1954,1502.787
estimates,566,1955,1536.208
estimates,566,1956,1570.857
estimates,566,1957,1606.69
estimates,566,1958,1643.587
estimates,566,1959,1681.3
estimates,566,1960,1719.599
estimates,566,1961,1758.318
estimates,566,1962,1797.425
estimates,566,1963,1837.182
estimates,566,1964,1878.174
estimates,566,1965,1921.391
estimates,566,1966,1967.98
estimates,566,1967,2018.838
estimates,566,1968,2074.574
estimates,566,1969,2135.443
estimates,566,1970,2201.605
estimates,566,1971,2272.927
estimates,566,1972,2348.455
estimates,566,1973,2427.077
estimates,566,1974,2507.895
estimates,566,1975,2590.062
estimates,566,1976,2672.894
estimates,566,1977,2755.855
estimates,566,1978,2838.291
estimates,566,1979,2919.428
estimates,566,1980,2998.276
estimates,566,1981,3073.994
estimates,566,1982,3146.628
estimates,566,1983,3216.546
estimates,566,1984,3284.172
estimates,566,1985,3350.001
estimates,566,1986,3414.663
estimates,566,1987,3479.291
estimates,566,1988,3545.203
estimates,566,1989,3613.61
estimates,566,1990,3685.67
estimates,566,1991,3762.236
estimates,566,1992,3843.57
estimates,566,1993,3929.946
estimates,566,1994,4021.845
estimates,566,1995,4119.908
estimates,566,1996,4224.625
estimates,566,1997,4335.61
estimates,566,1998,4452.159
estimates,566,1999,4573.556
estimates,566,2000,4698.812
estimates,566,2001,4826.858
estimates,566,2002,4956.733
estimates,566,2003,5087.563
estimates,566,2004,5218.662
estimates,566,2005,5350.298
estimates,566,2006,5483.39
estimates,566,2007,5618.572
estimates,566,2008,5755.667
estimates,566,2009,5893.544
estimates,566,2010,6029.881
estimates,566,2011,6161.88
estimates,566,2012,6287.624
estimates,566,2013,6406.127
estimates,566,2014,6517.414
estimates,566,2015,6622.476
medium_variant,566,2015,6622.476
medium_variant,566,2016,6723.21
medium_variant,566,2017,6822.481
medium_variant,566,2018,6922.833
medium_variant,566,2019,7025.707
medium_variant,566,2020,7132.075
medium_variant,566,2021,7242.128
medium_variant,566,2022,7354.902
medium_variant,566,2023,7469.562
medium_variant,566,2024,7585.957
medium_variant,566,2025,7704.107
medium_variant,566,2026,7824.083
medium_variant,566,2027,7945.633
medium_variant,566,2028,8068.295
medium_variant,566,2029,8191.489
medium_variant,566,2030,8314.643
medium_variant,566,2031,8437.238
medium_variant,566,2032,8558.732
medium_variant,566,2033,8678.51
medium_variant,566,2034,8795.953
medium_variant,566,2035,8910.531
medium_variant,566,2036,9021.933
medium_variant,566,2037,9130.195
medium_variant,566,2038,9235.338
medium_variant,566,2039,9337.228
medium_variant,566,2040,9435.716
medium_variant,566,2041,9530.725
medium_variant,566,2042,9622.44
medium_variant,566,2043,9711.125
medium_variant,566,2044,9797.015
medium_variant,566,2045,9880.333
medium_variant,566,2046,9961.282
medium_variant,566,2047,10040.102
medium_variant,566,2048,10117.08
medium_variant,566,2049,10192.506
medium_variant,566,2050,10266.662
medium_variant,566,2051,10339.748
medium_variant,566,2052,10411.768
medium_variant,566,2053,10482.713
medium_variant,566,2054,10552.61
medium_variant,566,2055,10621.395
medium_variant,566,2056,10688.923
medium_variant,566,2057,10755.029
medium_variant,566,2058,10819.606
medium_variant,566,2059,10882.648
medium_variant,566,2060,10944.272
medium_variant,566,2061,11004.661
medium_variant,566,2062,11063.944
medium_variant,566,2063,11122.154
medium_variant,566,2064,11179.207
medium_variant,566,2065,11234.992
medium_variant,566,2066,11289.355
medium_variant,566,2067,11342.039
medium_variant,566,2068,11392.768
medium_variant,566,2069,11441.317
medium_variant,566,2070,11487.444
medium_variant,566,2071,11530.967
medium_variant,566,2072,11571.864
medium_variant,566,2073,11610.148
medium_variant,566,2074,11645.812
medium_variant,566,2075,11678.887
medium_variant,566,2076,11709.446
medium_variant,566,2077,11737.658
medium_variant,566,2078,11763.702
medium_variant,566,2079,11787.704
medium_variant,566,2080,11809.748
medium_variant,566,2081,11829.868
medium_variant,566,2082,11848.079
medium_variant,566,2083,11864.436
medium_variant,566,2084,11879.046
medium_variant,566,2085,11892.045
medium_variant,566,2086,11903.562
medium_variant,566,2087,11913.64
medium_variant,566,2088,11922.288
medium_variant,566,2089,11929.499
medium_variant,566,2090,11935.211
medium_variant,566,2091,11939.328
medium_variant,566,2092,11941.748
medium_variant,566,2093,11942.375
medium_variant,566,2094,11941.125
medium_variant,566,2095,11937.949
medium_variant,566,2096,11932.82
medium_variant,566,2097,11925.718
medium_variant,566,2098,11916.636
medium_variant,566,2099,11905.573
