variant,country,year,totalsurvivors_under_one_yearage
Estimates,496,1950,25.767
Estimates,496,1951,25.886
Estimates,496,1952,26.253
Estimates,496,1953,26.878
Estimates,496,1954,27.765
Estimates,496,1955,28.915
Estimates,496,1956,30.318
Estimates,496,1957,31.955
Estimates,496,1958,33.791
Estimates,496,1959,35.753
Estimates,496,1960,37.751
Estimates,496,1961,39.69
Estimates,496,1962,41.469
Estimates,496,1963,43.015
Estimates,496,1964,44.304
Estimates,496,1965,45.369
Estimates,496,1966,46.292
Estimates,496,1967,47.188
Estimates,496,1968,48.139
Estimates,496,1969,49.172
Estimates,496,1970,50.263
Estimates,496,1971,51.352
Estimates,496,1972,52.365
Estimates,496,1973,53.257
Estimates,496,1974,54.034
Estimates,496,1975,54.73
Estimates,496,1976,55.402
Estimates,496,1977,56.115
Estimates,496,1978,56.921
Estimates,496,1979,57.838
Estimates,496,1980,58.92
Estimates,496,1981,60.216
Estimates,496,1982,61.678
Estimates,496,1983,63.214
Estimates,496,1984,64.708
Estimates,496,1985,65.97
Estimates,496,1986,66.787
Estimates,496,1987,67.024
Estimates,496,1988,66.611
Estimates,496,1989,65.536
Estimates,496,1990,63.838
Estimates,496,1991,61.623
Estimates,496,1992,59.104
Estimates,496,1993,56.505
Estimates,496,1994,53.982
Estimates,496,1995,51.649
Estimates,496,1996,49.561
Estimates,496,1997,47.717
Estimates,496,1998,46.147
Estimates,496,1999,44.935
Estimates,496,2000,44.208
Estimates,496,2001,44.086
Estimates,496,2002,44.588
Estimates,496,2003,45.691
Estimates,496,2004,47.344
Estimates,496,2005,49.501
Estimates,496,2006,52.098
Estimates,496,2007,54.974
Estimates,496,2008,57.935
Estimates,496,2009,60.796
Estimates,496,2010,63.338
Estimates,496,2011,65.363
Estimates,496,2012,66.805
Estimates,496,2013,67.642
Estimates,496,2014,67.864
Estimates,496,2015,67.518
Medium_variant,496,2015,67.518
Medium_variant,496,2016,66.712
Medium_variant,496,2017,65.629
Medium_variant,496,2018,64.44
Medium_variant,496,2019,63.247
Medium_variant,496,2020,62.122
Medium_variant,496,2021,61.087
Medium_variant,496,2022,60.111
Medium_variant,496,2023,59.174
Medium_variant,496,2024,58.303
Medium_variant,496,2025,57.521
Medium_variant,496,2026,56.843
Medium_variant,496,2027,56.267
Medium_variant,496,2028,55.795
Medium_variant,496,2029,55.427
Medium_variant,496,2030,55.17
Medium_variant,496,2031,55.02
Medium_variant,496,2032,54.969
Medium_variant,496,2033,55
Medium_variant,496,2034,55.102
Medium_variant,496,2035,55.265
Medium_variant,496,2036,55.481
Medium_variant,496,2037,55.744
Medium_variant,496,2038,56.038
Medium_variant,496,2039,56.353
Medium_variant,496,2040,56.679
Medium_variant,496,2041,57.013
Medium_variant,496,2042,57.353
Medium_variant,496,2043,57.688
Medium_variant,496,2044,58.005
Medium_variant,496,2045,58.29
Medium_variant,496,2046,58.531
Medium_variant,496,2047,58.722
Medium_variant,496,2048,58.852
Medium_variant,496,2049,58.91
Medium_variant,496,2050,58.879
Medium_variant,496,2051,58.746
Medium_variant,496,2052,58.514
Medium_variant,496,2053,58.191
Medium_variant,496,2054,57.787
Medium_variant,496,2055,57.315
Medium_variant,496,2056,56.789
Medium_variant,496,2057,56.228
Medium_variant,496,2058,55.659
Medium_variant,496,2059,55.103
Medium_variant,496,2060,54.578
Medium_variant,496,2061,54.101
Medium_variant,496,2062,53.674
Medium_variant,496,2063,53.3
Medium_variant,496,2064,52.986
Medium_variant,496,2065,52.737
Medium_variant,496,2066,52.556
Medium_variant,496,2067,52.433
Medium_variant,496,2068,52.36
Medium_variant,496,2069,52.33
Medium_variant,496,2070,52.338
Medium_variant,496,2071,52.38
Medium_variant,496,2072,52.45
Medium_variant,496,2073,52.538
Medium_variant,496,2074,52.634
Medium_variant,496,2075,52.727
Medium_variant,496,2076,52.809
Medium_variant,496,2077,52.876
Medium_variant,496,2078,52.92
Medium_variant,496,2079,52.937
Medium_variant,496,2080,52.917
Medium_variant,496,2081,52.857
Medium_variant,496,2082,52.761
Medium_variant,496,2083,52.63
Medium_variant,496,2084,52.467
Medium_variant,496,2085,52.271
Medium_variant,496,2086,52.044
Medium_variant,496,2087,51.793
Medium_variant,496,2088,51.522
Medium_variant,496,2089,51.239
Medium_variant,496,2090,50.95
Medium_variant,496,2091,50.658
Medium_variant,496,2092,50.371
Medium_variant,496,2093,50.089
Medium_variant,496,2094,49.816
Medium_variant,496,2095,49.554
Medium_variant,496,2096,49.301
Medium_variant,496,2097,49.06
Medium_variant,496,2098,48.83
Medium_variant,496,2099,48.611
