variant,country,year,totalsurvivors_under_one_yearage
estimates,768,1950,53.693
estimates,768,1951,54.112
estimates,768,1952,54.963
estimates,768,1953,55.839
estimates,768,1954,56.738
estimates,768,1955,57.663
estimates,768,1956,58.62
estimates,768,1957,59.621
estimates,768,1958,60.683
estimates,768,1959,61.84
estimates,768,1960,63.131
estimates,768,1961,64.598
estimates,768,1962,66.284
estimates,768,1963,68.22
estimates,768,1964,70.418
estimates,768,1965,72.896
estimates,768,1966,75.661
estimates,768,1967,78.667
estimates,768,1968,81.853
estimates,768,1969,85.156
estimates,768,1970,88.489
estimates,768,1971,91.767
estimates,768,1972,94.937
estimates,768,1973,97.969
estimates,768,1974,100.852
estimates,768,1975,103.6
estimates,768,1976,106.264
estimates,768,1977,108.921
estimates,768,1978,111.637
estimates,768,1979,114.443
estimates,768,1980,117.375
estimates,768,1981,120.456
estimates,768,1982,123.655
estimates,768,1983,126.927
estimates,768,1984,130.232
estimates,768,1985,133.487
estimates,768,1986,136.604
estimates,768,1987,139.53
estimates,768,1988,142.248
estimates,768,1989,144.769
estimates,768,1990,147.124
estimates,768,1991,149.362
estimates,768,1992,151.585
estimates,768,1993,153.903
estimates,768,1994,156.405
estimates,768,1995,159.198
estimates,768,1996,162.37
estimates,768,1997,165.935
estimates,768,1998,169.878
estimates,768,1999,174.181
estimates,768,2000,178.815
estimates,768,2001,183.735
estimates,768,2002,188.844
estimates,768,2003,194.035
estimates,768,2004,199.221
estimates,768,2005,204.313
estimates,768,2006,209.24
estimates,768,2007,213.98
estimates,768,2008,218.517
estimates,768,2009,222.825
estimates,768,2010,226.896
estimates,768,2011,230.739
estimates,768,2012,234.409
estimates,768,2013,237.96
estimates,768,2014,241.42
estimates,768,2015,244.808
medium_variant,768,2015,244.808
medium_variant,768,2016,248.128
medium_variant,768,2017,251.388
medium_variant,768,2018,254.607
medium_variant,768,2019,257.82
medium_variant,768,2020,261.066
medium_variant,768,2021,264.382
medium_variant,768,2022,267.786
medium_variant,768,2023,271.29
medium_variant,768,2024,274.906
medium_variant,768,2025,278.636
medium_variant,768,2026,282.478
medium_variant,768,2027,286.4
medium_variant,768,2028,290.373
medium_variant,768,2029,294.373
medium_variant,768,2030,298.382
medium_variant,768,2031,302.39
medium_variant,768,2032,306.386
medium_variant,768,2033,310.353
medium_variant,768,2034,314.265
medium_variant,768,2035,318.099
medium_variant,768,2036,321.834
medium_variant,768,2037,325.461
medium_variant,768,2038,328.975
medium_variant,768,2039,332.37
medium_variant,768,2040,335.638
medium_variant,768,2041,338.783
medium_variant,768,2042,341.818
medium_variant,768,2043,344.76
medium_variant,768,2044,347.619
medium_variant,768,2045,350.408
medium_variant,768,2046,353.137
medium_variant,768,2047,355.811
medium_variant,768,2048,358.436
medium_variant,768,2049,361.018
medium_variant,768,2050,363.559
medium_variant,768,2051,366.055
medium_variant,768,2052,368.502
medium_variant,768,2053,370.896
medium_variant,768,2054,373.237
medium_variant,768,2055,375.533
medium_variant,768,2056,377.793
medium_variant,768,2057,380.02
medium_variant,768,2058,382.212
medium_variant,768,2059,384.36
medium_variant,768,2060,386.452
medium_variant,768,2061,388.476
medium_variant,768,2062,390.414
medium_variant,768,2063,392.252
medium_variant,768,2064,393.979
medium_variant,768,2065,395.588
medium_variant,768,2066,397.079
medium_variant,768,2067,398.456
medium_variant,768,2068,399.722
medium_variant,768,2069,400.877
medium_variant,768,2070,401.908
medium_variant,768,2071,402.806
medium_variant,768,2072,403.569
medium_variant,768,2073,404.205
medium_variant,768,2074,404.723
medium_variant,768,2075,405.145
medium_variant,768,2076,405.493
medium_variant,768,2077,405.789
medium_variant,768,2078,406.044
medium_variant,768,2079,406.268
medium_variant,768,2080,406.454
medium_variant,768,2081,406.594
medium_variant,768,2082,406.667
medium_variant,768,2083,406.662
medium_variant,768,2084,406.576
medium_variant,768,2085,406.411
medium_variant,768,2086,406.173
medium_variant,768,2087,405.873
medium_variant,768,2088,405.521
medium_variant,768,2089,405.125
medium_variant,768,2090,404.686
medium_variant,768,2091,404.207
medium_variant,768,2092,403.688
medium_variant,768,2093,403.127
medium_variant,768,2094,402.525
medium_variant,768,2095,401.883
medium_variant,768,2096,401.197
medium_variant,768,2097,400.468
medium_variant,768,2098,399.696
medium_variant,768,2099,398.883
