variant,country,year,totalsurvivors_under_one_yearage
estimates,694,1950,68.98
estimates,694,1951,69.381
estimates,694,1952,70.203
estimates,694,1953,71.063
estimates,694,1954,71.959
estimates,694,1955,72.893
estimates,694,1956,73.86
estimates,694,1957,74.864
estimates,694,1958,75.898
estimates,694,1959,76.959
estimates,694,1960,78.043
estimates,694,1961,79.147
estimates,694,1962,80.274
estimates,694,1963,81.438
estimates,694,1964,82.659
estimates,694,1965,83.977
estimates,694,1966,85.431
estimates,694,1967,87.053
estimates,694,1968,88.864
estimates,694,1969,90.877
estimates,694,1970,93.087
estimates,694,1971,95.481
estimates,694,1972,98.024
estimates,694,1973,100.684
estimates,694,1974,103.436
estimates,694,1975,106.271
estimates,694,1976,109.185
estimates,694,1977,112.181
estimates,694,1978,115.263
estimates,694,1979,118.417
estimates,694,1980,121.677
estimates,694,1981,125.086
estimates,694,1982,128.63
estimates,694,1983,132.247
estimates,694,1984,135.844
estimates,694,1985,139.263
estimates,694,1986,142.332
estimates,694,1987,144.931
estimates,694,1988,146.991
estimates,694,1989,148.501
estimates,694,1990,149.437
estimates,694,1991,149.816
estimates,694,1992,149.805
estimates,694,1993,149.623
estimates,694,1994,149.468
estimates,694,1995,149.612
estimates,694,1996,150.321
estimates,694,1997,151.735
estimates,694,1998,153.935
estimates,694,1999,156.953
estimates,694,2000,160.799
estimates,694,2001,165.416
estimates,694,2002,170.558
estimates,694,2003,175.945
estimates,694,2004,181.344
estimates,694,2005,186.458
estimates,694,2006,191.012
estimates,694,2007,194.898
estimates,694,2008,198.071
estimates,694,2009,200.52
estimates,694,2010,202.343
estimates,694,2011,203.733
estimates,694,2012,204.959
estimates,694,2013,206.239
estimates,694,2014,207.671
estimates,694,2015,209.284
medium_variant,694,2015,209.284
medium_variant,694,2016,211.027
medium_variant,694,2017,212.762
medium_variant,694,2018,214.382
medium_variant,694,2019,215.86
medium_variant,694,2020,217.186
medium_variant,694,2021,218.37
medium_variant,694,2022,219.452
medium_variant,694,2023,220.463
medium_variant,694,2024,221.418
medium_variant,694,2025,222.331
medium_variant,694,2026,223.209
medium_variant,694,2027,224.053
medium_variant,694,2028,224.858
medium_variant,694,2029,225.62
medium_variant,694,2030,226.334
medium_variant,694,2031,226.991
medium_variant,694,2032,227.578
medium_variant,694,2033,228.089
medium_variant,694,2034,228.518
medium_variant,694,2035,228.862
medium_variant,694,2036,229.121
medium_variant,694,2037,229.3
medium_variant,694,2038,229.408
medium_variant,694,2039,229.453
medium_variant,694,2040,229.442
medium_variant,694,2041,229.385
medium_variant,694,2042,229.288
medium_variant,694,2043,229.152
medium_variant,694,2044,228.981
medium_variant,694,2045,228.771
medium_variant,694,2046,228.511
medium_variant,694,2047,228.196
medium_variant,694,2048,227.822
medium_variant,694,2049,227.392
medium_variant,694,2050,226.914
medium_variant,694,2051,226.401
medium_variant,694,2052,225.863
medium_variant,694,2053,225.306
medium_variant,694,2054,224.734
medium_variant,694,2055,224.146
medium_variant,694,2056,223.533
medium_variant,694,2057,222.886
medium_variant,694,2058,222.199
medium_variant,694,2059,221.47
medium_variant,694,2060,220.702
medium_variant,694,2061,219.897
medium_variant,694,2062,219.062
medium_variant,694,2063,218.201
medium_variant,694,2064,217.319
medium_variant,694,2065,216.413
medium_variant,694,2066,215.484
medium_variant,694,2067,214.529
medium_variant,694,2068,213.548
medium_variant,694,2069,212.547
medium_variant,694,2070,211.525
medium_variant,694,2071,210.486
medium_variant,694,2072,209.434
medium_variant,694,2073,208.374
medium_variant,694,2074,207.312
medium_variant,694,2075,206.255
medium_variant,694,2076,205.211
medium_variant,694,2077,204.181
medium_variant,694,2078,203.165
medium_variant,694,2079,202.166
medium_variant,694,2080,201.179
medium_variant,694,2081,200.201
medium_variant,694,2082,199.227
medium_variant,694,2083,198.252
medium_variant,694,2084,197.277
medium_variant,694,2085,196.301
medium_variant,694,2086,195.329
medium_variant,694,2087,194.366
medium_variant,694,2088,193.412
medium_variant,694,2089,192.466
medium_variant,694,2090,191.524
medium_variant,694,2091,190.585
medium_variant,694,2092,189.643
medium_variant,694,2093,188.695
medium_variant,694,2094,187.737
medium_variant,694,2095,186.77
medium_variant,694,2096,185.79
medium_variant,694,2097,184.799
medium_variant,694,2098,183.797
medium_variant,694,2099,182.781
