variant,country,year,totalsurvivors_under_one_yearage
Estimates,90,1950,3.005
Estimates,90,1951,3.059
Estimates,90,1952,3.168
Estimates,90,1953,3.284
Estimates,90,1954,3.403
Estimates,90,1955,3.529
Estimates,90,1956,3.657
Estimates,90,1957,3.791
Estimates,90,1958,3.928
Estimates,90,1959,4.069
Estimates,90,1960,4.212
Estimates,90,1961,4.359
Estimates,90,1962,4.508
Estimates,90,1963,4.667
Estimates,90,1964,4.837
Estimates,90,1965,5.034
Estimates,90,1966,5.272
Estimates,90,1967,5.555
Estimates,90,1968,5.884
Estimates,90,1969,6.253
Estimates,90,1970,6.648
Estimates,90,1971,7.052
Estimates,90,1972,7.447
Estimates,90,1973,7.814
Estimates,90,1974,8.145
Estimates,90,1975,8.434
Estimates,90,1976,8.679
Estimates,90,1977,8.891
Estimates,90,1978,9.082
Estimates,90,1979,9.257
Estimates,90,1980,9.426
Estimates,90,1981,9.594
Estimates,90,1982,9.766
Estimates,90,1983,9.946
Estimates,90,1984,10.137
Estimates,90,1985,10.338
Estimates,90,1986,10.55
Estimates,90,1987,10.768
Estimates,90,1988,10.99
Estimates,90,1989,11.213
Estimates,90,1990,11.436
Estimates,90,1991,11.656
Estimates,90,1992,11.871
Estimates,90,1993,12.085
Estimates,90,1994,12.298
Estimates,90,1995,12.516
Estimates,90,1996,12.746
Estimates,90,1997,12.995
Estimates,90,1998,13.263
Estimates,90,1999,13.552
Estimates,90,2000,13.862
Estimates,90,2001,14.192
Estimates,90,2002,14.535
Estimates,90,2003,14.881
Estimates,90,2004,15.217
Estimates,90,2005,15.532
Estimates,90,2006,15.808
Estimates,90,2007,16.04
Estimates,90,2008,16.223
Estimates,90,2009,16.357
Estimates,90,2010,16.443
Estimates,90,2011,16.487
Estimates,90,2012,16.501
Estimates,90,2013,16.498
Estimates,90,2014,16.488
Estimates,90,2015,16.485
Medium_variant,90,2015,16.485
Medium_variant,90,2016,16.491
Medium_variant,90,2017,16.511
Medium_variant,90,2018,16.547
Medium_variant,90,2019,16.602
Medium_variant,90,2020,16.677
Medium_variant,90,2021,16.773
Medium_variant,90,2022,16.885
Medium_variant,90,2023,17.008
Medium_variant,90,2024,17.139
Medium_variant,90,2025,17.277
Medium_variant,90,2026,17.421
Medium_variant,90,2027,17.569
Medium_variant,90,2028,17.718
Medium_variant,90,2029,17.866
Medium_variant,90,2030,18.009
Medium_variant,90,2031,18.147
Medium_variant,90,2032,18.277
Medium_variant,90,2033,18.398
Medium_variant,90,2034,18.508
Medium_variant,90,2035,18.606
Medium_variant,90,2036,18.689
Medium_variant,90,2037,18.759
Medium_variant,90,2038,18.816
Medium_variant,90,2039,18.861
Medium_variant,90,2040,18.894
Medium_variant,90,2041,18.917
Medium_variant,90,2042,18.93
Medium_variant,90,2043,18.937
Medium_variant,90,2044,18.939
Medium_variant,90,2045,18.937
Medium_variant,90,2046,18.931
Medium_variant,90,2047,18.924
Medium_variant,90,2048,18.914
Medium_variant,90,2049,18.903
Medium_variant,90,2050,18.893
Medium_variant,90,2051,18.884
Medium_variant,90,2052,18.876
Medium_variant,90,2053,18.87
Medium_variant,90,2054,18.865
Medium_variant,90,2055,18.861
Medium_variant,90,2056,18.859
Medium_variant,90,2057,18.859
Medium_variant,90,2058,18.858
Medium_variant,90,2059,18.857
Medium_variant,90,2060,18.855
Medium_variant,90,2061,18.849
Medium_variant,90,2062,18.839
Medium_variant,90,2063,18.825
Medium_variant,90,2064,18.805
Medium_variant,90,2065,18.78
Medium_variant,90,2066,18.748
Medium_variant,90,2067,18.712
Medium_variant,90,2068,18.67
Medium_variant,90,2069,18.626
Medium_variant,90,2070,18.574
Medium_variant,90,2071,18.519
Medium_variant,90,2072,18.459
Medium_variant,90,2073,18.393
Medium_variant,90,2074,18.322
Medium_variant,90,2075,18.248
Medium_variant,90,2076,18.17
Medium_variant,90,2077,18.088
Medium_variant,90,2078,18.003
Medium_variant,90,2079,17.918
Medium_variant,90,2080,17.833
Medium_variant,90,2081,17.748
Medium_variant,90,2082,17.663
Medium_variant,90,2083,17.581
Medium_variant,90,2084,17.5
Medium_variant,90,2085,17.423
Medium_variant,90,2086,17.346
Medium_variant,90,2087,17.272
Medium_variant,90,2088,17.199
Medium_variant,90,2089,17.127
Medium_variant,90,2090,17.056
Medium_variant,90,2091,16.986
Medium_variant,90,2092,16.916
Medium_variant,90,2093,16.847
Medium_variant,90,2094,16.778
Medium_variant,90,2095,16.71
Medium_variant,90,2096,16.641
Medium_variant,90,2097,16.573
Medium_variant,90,2098,16.506
Medium_variant,90,2099,16.438
