variant,country,year,totalsurvivors_under_one_yearage
estimates,72,1950,16.815
estimates,72,1951,17.098
estimates,72,1952,17.661
estimates,72,1953,18.21
estimates,72,1954,18.748
estimates,72,1955,19.274
estimates,72,1956,19.788
estimates,72,1957,20.293
estimates,72,1958,20.791
estimates,72,1959,21.289
estimates,72,1960,21.793
estimates,72,1961,22.309
estimates,72,1962,22.85
estimates,72,1963,23.425
estimates,72,1964,24.042
estimates,72,1965,24.703
estimates,72,1966,25.412
estimates,72,1967,26.166
estimates,72,1968,26.967
estimates,72,1969,27.818
estimates,72,1970,28.736
estimates,72,1971,29.74
estimates,72,1972,30.829
estimates,72,1973,32
estimates,72,1974,33.24
estimates,72,1975,34.535
estimates,72,1976,35.872
estimates,72,1977,37.223
estimates,72,1978,38.55
estimates,72,1979,39.82
estimates,72,1980,40.991
estimates,72,1981,42.027
estimates,72,1982,42.915
estimates,72,1983,43.648
estimates,72,1984,44.222
estimates,72,1985,44.633
estimates,72,1986,44.89
estimates,72,1987,45.021
estimates,72,1988,45.061
estimates,72,1989,45.037
estimates,72,1990,44.978
estimates,72,1991,44.906
estimates,72,1992,44.835
estimates,72,1993,44.775
estimates,72,1994,44.737
estimates,72,1995,44.717
estimates,72,1996,44.7
estimates,72,1997,44.672
estimates,72,1998,44.632
estimates,72,1999,44.594
estimates,72,2000,44.581
estimates,72,2001,44.617
estimates,72,2002,44.729
estimates,72,2003,44.943
estimates,72,2004,45.279
estimates,72,2005,45.775
estimates,72,2006,46.473
estimates,72,2007,47.362
estimates,72,2008,48.399
estimates,72,2009,49.53
estimates,72,2010,50.669
estimates,72,2011,51.714
estimates,72,2012,52.586
estimates,72,2013,53.233
estimates,72,2014,53.625
estimates,72,2015,53.769
medium_variant,72,2015,53.769
medium_variant,72,2016,53.697
medium_variant,72,2017,53.492
medium_variant,72,2018,53.223
medium_variant,72,2019,52.924
medium_variant,72,2020,52.62
medium_variant,72,2021,52.315
medium_variant,72,2022,51.999
medium_variant,72,2023,51.667
medium_variant,72,2024,51.334
medium_variant,72,2025,51.012
medium_variant,72,2026,50.714
medium_variant,72,2027,50.446
medium_variant,72,2028,50.213
medium_variant,72,2029,50.02
medium_variant,72,2030,49.873
medium_variant,72,2031,49.774
medium_variant,72,2032,49.715
medium_variant,72,2033,49.69
medium_variant,72,2034,49.69
medium_variant,72,2035,49.708
medium_variant,72,2036,49.738
medium_variant,72,2037,49.773
medium_variant,72,2038,49.804
medium_variant,72,2039,49.823
medium_variant,72,2040,49.822
medium_variant,72,2041,49.798
medium_variant,72,2042,49.752
medium_variant,72,2043,49.68
medium_variant,72,2044,49.585
medium_variant,72,2045,49.46
medium_variant,72,2046,49.307
medium_variant,72,2047,49.128
medium_variant,72,2048,48.926
medium_variant,72,2049,48.703
medium_variant,72,2050,48.463
medium_variant,72,2051,48.206
medium_variant,72,2052,47.935
medium_variant,72,2053,47.656
medium_variant,72,2054,47.371
medium_variant,72,2055,47.086
medium_variant,72,2056,46.806
medium_variant,72,2057,46.53
medium_variant,72,2058,46.263
medium_variant,72,2059,46.007
medium_variant,72,2060,45.766
medium_variant,72,2061,45.542
medium_variant,72,2062,45.335
medium_variant,72,2063,45.143
medium_variant,72,2064,44.966
medium_variant,72,2065,44.802
medium_variant,72,2066,44.652
medium_variant,72,2067,44.514
medium_variant,72,2068,44.383
medium_variant,72,2069,44.257
medium_variant,72,2070,44.134
medium_variant,72,2071,44.011
medium_variant,72,2072,43.888
medium_variant,72,2073,43.761
medium_variant,72,2074,43.63
medium_variant,72,2075,43.491
medium_variant,72,2076,43.342
medium_variant,72,2077,43.184
medium_variant,72,2078,43.018
medium_variant,72,2079,42.845
medium_variant,72,2080,42.664
medium_variant,72,2081,42.478
medium_variant,72,2082,42.288
medium_variant,72,2083,42.098
medium_variant,72,2084,41.908
medium_variant,72,2085,41.718
medium_variant,72,2086,41.53
medium_variant,72,2087,41.342
medium_variant,72,2088,41.155
medium_variant,72,2089,40.971
medium_variant,72,2090,40.791
medium_variant,72,2091,40.615
medium_variant,72,2092,40.445
medium_variant,72,2093,40.281
medium_variant,72,2094,40.124
medium_variant,72,2095,39.974
medium_variant,72,2096,39.833
medium_variant,72,2097,39.698
medium_variant,72,2098,39.57
medium_variant,72,2099,39.451
